"GeographyCode","QS106EW0001","QS106EW0002","QS106EW0003","QS106EW0004"
"E00021629",229,190,20,19
"E00021630",262,247,13,2
"E00021631",305,270,21,14
"E00021632",229,203,10,16
"E00021633",214,171,25,18
"E00021634",283,249,25,9
"E00021635",227,214,7,6
"E00021636",335,323,7,5
"E00021637",509,494,6,9
"E00021639",347,337,7,3
"E00021640",397,380,11,6
"E00021641",415,398,11,6
"E00021642",335,318,11,6
"E00021643",246,234,6,6
"E00021644",327,307,11,9
"E00021646",498,480,17,1
"E00021648",202,174,20,8
"E00021649",434,420,6,8
"E00021650",265,235,21,9
"E00021651",251,208,18,25
"E00021652",276,230,27,19
"E00021653",547,529,11,7
"E00021654",379,369,2,8
"E00021655",274,269,3,2
"E00021656",386,292,75,19
"E00021657",204,175,12,17
"E00021658",177,154,10,13
"E00021659",335,315,15,5
"E00021660",278,259,13,6
"E00021661",488,458,16,14
"E00021662",566,530,26,10
"E00021663",236,227,4,5
"E00021665",473,452,18,3
"E00021666",564,525,22,17
"E00021667",490,474,10,6
"E00021668",511,467,25,19
"E00021669",488,471,12,5
"E00021670",402,389,10,3
"E00021671",351,345,4,2
"E00021672",416,376,32,8
"E00021673",452,442,2,8
"E00021674",378,336,25,17
"E00021675",518,500,12,6
"E00021676",293,239,27,27
"E00021677",345,323,12,10
"E00021678",438,392,31,15
"E00021679",150,135,8,7
"E00021680",494,433,35,26
"E00021681",262,239,12,11
"E00021682",545,505,30,10
"E00021683",509,478,15,16
"E00021685",568,522,20,26
"E00021686",531,407,31,93
"E00021687",435,396,22,17
"E00021688",381,352,12,17
"E00021689",399,298,37,64
"E00021690",445,401,27,17
"E00021691",315,288,18,9
"E00021692",271,228,31,12
"E00021693",430,392,17,21
"E00021694",454,421,18,15
"E00021695",372,334,22,16
"E00021696",527,499,14,14
"E00021697",305,291,5,9
"E00021698",340,307,23,10
"E00021699",390,367,13,10
"E00021700",511,470,24,17
"E00021701",442,420,11,11
"E00021702",370,361,5,4
"E00021703",315,299,7,9
"E00021704",375,349,14,12
"E00021705",431,415,8,8
"E00021706",338,311,17,10
"E00021707",377,364,7,6
"E00021708",298,285,8,5
"E00021709",324,305,15,4
"E00021710",313,297,10,6
"E00021711",471,427,27,17
"E00021712",297,266,13,18
"E00021713",295,279,10,6
"E00021714",209,203,5,1
"E00021715",361,333,23,5
"E00021716",280,271,5,4
"E00021717",253,234,9,10
"E00021718",361,331,13,17
"E00021719",163,152,6,5
"E00021722",342,302,29,11
"E00021723",295,285,3,7
"E00021724",260,221,22,17
"E00021725",232,216,6,10
"E00021726",268,259,7,2
"E00021727",249,245,3,1
"E00021728",253,232,10,11
"E00021729",190,178,8,4
"E00021730",370,352,9,9
"E00021731",396,378,9,9
"E00021732",268,260,4,4
"E00021733",578,510,50,18
"E00021734",599,585,8,6
"E00021735",481,455,19,7
"E00021736",492,477,9,6
"E00021737",283,254,25,4
"E00021738",332,319,4,9
"E00021739",273,230,22,21
"E00021740",393,377,10,6
"E00021741",223,197,11,15
"E00021742",547,498,37,12
"E00021743",313,283,17,13
"E00021744",568,468,71,29
"E00021745",233,219,10,4
"E00021746",233,201,14,18
"E00021748",534,476,39,19
"E00021750",449,414,18,17
"E00021752",422,375,28,19
"E00021753",282,276,3,3
"E00021754",204,190,10,4
"E00021755",358,339,10,9
"E00021756",217,208,7,2
"E00021757",248,237,4,7
"E00021758",322,307,12,3
"E00021759",373,362,4,7
"E00021760",351,335,12,4
"E00021761",341,223,74,44
"E00021762",312,283,18,11
"E00021763",394,357,27,10
"E00021764",467,426,31,10
"E00021766",413,389,17,7
"E00021767",233,214,13,6
"E00167078",503,302,156,45
"E00167079",222,189,13,20
"E00167080",390,374,12,4
"E00167081",279,247,27,5
"E00167082",309,256,39,14
"E00167083",343,323,12,8
"E00167084",231,211,17,3
"E00167085",267,243,12,12
"E00167086",368,341,15,12
"E00167087",282,259,6,17
"E00167088",210,194,13,3
"E00167089",171,154,7,10
"E00167090",195,185,9,1
"E00167091",331,303,19,9
"E00167092",294,265,20,9
"E00167093",196,176,11,9
"E00167094",292,260,14,18
"E00167095",379,360,12,7
"E00167096",131,115,12,4
"E00167097",259,241,7,11
"E00167098",131,109,8,14
"E00167099",110,88,9,13
"E00167100",519,451,42,26
"E00167101",256,204,31,21
"E00167102",300,269,14,17
"E00167103",206,179,12,15
"E00167104",216,194,15,7
"E00167105",479,471,4,4
"E00167106",314,280,6,28
"E00167107",238,227,5,6
"E00167108",400,387,11,2
"E00167109",261,226,18,17
"E00167110",293,274,7,12
"E00167111",282,239,19,24
"E00167112",795,686,46,63
"E00167113",473,455,7,11
"E00167114",464,446,9,9
"E00167115",727,606,35,86
"E00167116",280,268,7,5
"E00167117",133,113,9,11
"E00167118",244,202,17,25
"E00167119",305,268,24,13
"E00167120",283,263,9,11
"E00167121",265,224,13,28
"E00167122",202,173,9,20
"E00167123",347,332,11,4
"E00167124",308,283,7,18
"E00167125",173,135,16,22
"E00167126",367,318,18,31
"E00167127",265,240,15,10
"E00167128",276,269,2,5
"E00167129",615,533,34,48
"E00167130",834,719,41,74
"E00167131",145,138,5,2
"E00167132",393,281,34,78
"E00167133",175,165,8,2
"E00167134",222,189,21,12
"E00167135",269,240,12,17
"E00167136",178,170,7,1
"E00167137",222,185,13,24
"E00167138",230,196,9,25
"E00167139",305,230,28,47
"E00167140",246,222,12,12
"E00167141",313,270,20,23
"E00167142",453,385,32,36
"E00167143",337,310,17,10
"E00167144",428,402,17,9
"E00167145",196,164,10,22
"E00167146",300,263,17,20
"E00167147",277,263,2,12
"E00167148",188,159,5,24
"E00167149",167,151,8,8
"E00167150",366,323,16,27
"E00167151",423,348,30,45
"E00167152",164,131,9,24
"E00167153",402,383,5,14
"E00167154",205,186,5,14
"E00167155",310,275,23,12
"E00167156",336,322,7,7
"E00167157",317,270,18,29
"E00167158",257,204,20,33
"E00167159",211,187,11,13
"E00167160",316,293,11,12
"E00167161",312,307,2,3
"E00167162",337,295,16,26
"E00167163",260,218,18,24
"E00167164",118,110,6,2
"E00167165",228,200,16,12
"E00167166",464,400,36,28
"E00167167",267,233,18,16
"E00167168",281,241,26,14
"E00167169",375,350,18,7
"E00167170",171,150,13,8
"E00167171",211,200,9,2
"E00167172",203,194,5,4
"E00167173",473,466,6,1
"E00167174",240,213,13,14
"E00167175",212,155,38,19
"E00167176",344,317,17,10
"E00167177",264,240,10,14
"E00167178",321,306,11,4
"E00167179",240,204,11,25
"E00167180",311,300,1,10
"E00167181",160,145,9,6
"E00167182",149,145,1,3
"E00167183",139,120,10,9
"E00167184",175,161,8,6
"E00167185",247,235,12,0
"E00167186",243,208,27,8
"E00167187",288,247,27,14
"E00167188",304,277,15,12
"E00167189",273,242,22,9
"E00167190",210,192,9,9
"E00167191",216,200,12,4
"E00167192",230,200,19,11
"E00167193",220,213,5,2
"E00167194",287,269,12,6
"E00167195",189,162,20,7
"E00167196",204,201,2,1
"E00167197",246,242,0,4
"E00167198",535,517,9,9
"E00167199",171,164,4,3
"E00167200",218,205,3,10
"E00167201",319,301,13,5
"E00167202",197,194,3,0
"E00167203",384,358,13,13
"E00167204",239,218,11,10
"E00167205",326,319,6,1
"E00167206",387,373,11,3
"E00167207",335,315,9,11
"E00167208",266,236,15,15
"E00167209",376,347,14,15
"E00167210",141,128,8,5
"E00167211",398,374,12,12
"E00167212",282,274,5,3
"E00167213",397,394,1,2
"E00167214",362,343,11,8
"E00167215",327,298,12,17
"E00167216",379,369,4,6
"E00167217",278,272,5,1
"E00167218",303,279,10,14
"E00167219",307,303,3,1
"E00167220",228,195,12,21
"E00167221",419,395,11,13
"E00167222",322,313,3,6
"E00167223",393,379,7,7
"E00167224",351,336,12,3
"E00167225",402,394,6,2
"E00167226",226,204,11,11
"E00167227",336,315,11,10
"E00167228",292,278,7,7
"E00167229",341,335,5,1
"E00167230",196,171,8,17
"E00167231",260,236,9,15
"E00167232",200,181,10,9
"E00167233",213,199,4,10
"E00167234",378,369,5,4
"E00167235",462,438,13,11
"E00167236",180,155,4,21
"E00167237",192,179,7,6
"E00167238",349,341,4,4
"E00167239",188,178,7,3
"E00167240",481,475,6,0
"E00167241",380,370,5,5
"E00167242",191,177,10,4
"E00167243",283,257,11,15
"E00167244",255,229,12,14
"E00167245",302,293,4,5
"E00167246",226,214,8,4
"E00167247",171,163,8,0
"E00167248",369,280,28,61
"E00167249",352,255,24,73
"E00167250",428,424,1,3
"E00167251",1055,272,514,269
"E00167252",381,367,11,3
"E00167253",310,292,12,6
"E00167254",255,183,38,34
"E00167255",382,370,10,2
"E00167256",280,264,11,5
"E00167257",367,355,10,2
"E00167258",393,391,2,0
"E00167259",255,251,2,2
"E00167260",574,549,19,6
"E00167261",401,378,11,12
"E00167262",91,87,2,2
"E00167263",192,155,24,13
"E00167264",287,273,10,4
"E00167265",371,344,21,6
"E00167266",315,288,22,5
