"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E00021141",117,25,9,1,15,40,15,6,19,13,6,6,1,39,28,9,2
"E00021143",138,42,3,23,16,60,17,12,31,8,1,6,1,28,16,10,2
"E00021145",104,21,5,14,2,53,21,17,15,18,9,8,1,12,6,6,0
"E00021146",143,92,24,65,3,43,19,20,4,2,1,1,0,6,3,3,0
"E00021147",83,28,10,11,7,38,6,10,22,6,3,3,0,11,5,6,0
"E00021148",119,45,9,29,7,33,11,7,15,18,10,7,1,23,12,11,0
"E00021149",126,37,9,14,14,56,16,9,31,17,6,4,7,16,8,6,2
"E00021150",116,36,4,20,12,44,9,13,22,17,7,9,1,19,8,10,1
"E00021151",113,23,8,8,7,51,20,8,23,11,7,4,0,28,16,8,4
"E00021152",138,38,16,11,11,63,17,15,31,18,7,7,4,19,11,7,1
"E00021153",149,85,12,69,4,39,18,15,6,12,7,5,0,13,4,9,0
"E00021154",121,36,8,14,14,54,10,6,38,24,10,11,3,7,4,2,1
"E00021155",172,108,26,80,2,55,25,19,11,6,4,2,0,3,2,1,0
"E00021156",133,50,22,18,10,50,28,11,11,7,4,2,1,26,24,2,0
"E00021157",106,41,7,12,22,48,13,7,28,10,3,6,1,7,3,4,0
"E00021158",107,31,6,8,17,43,7,4,32,11,7,3,1,22,11,7,4
"E00021159",246,73,16,43,14,88,28,27,33,24,15,7,2,61,37,24,0
"E00021160",112,40,5,26,9,46,13,8,25,8,5,3,0,18,9,7,2
"E00021161",154,64,8,32,24,46,13,19,14,30,13,14,3,14,6,8,0
"E00021162",121,47,9,30,8,46,14,12,20,5,2,2,1,23,12,6,5
"E00021163",119,30,8,15,7,48,12,15,21,15,8,7,0,26,16,9,1
"E00021164",128,22,8,4,10,63,21,15,27,17,8,8,1,26,21,5,0
"E00021165",122,42,10,19,13,52,17,9,26,6,4,1,1,22,9,12,1
"E00021166",126,47,4,37,6,46,8,9,29,9,5,3,1,24,13,9,2
"E00021167",128,56,19,30,7,48,14,13,21,11,6,4,1,13,9,4,0
"E00021168",169,113,26,87,0,50,14,29,7,3,2,1,0,3,2,1,0
"E00021169",189,80,19,45,16,89,31,31,27,4,2,1,1,16,3,10,3
"E00021170",162,56,11,22,23,66,13,11,42,27,12,12,3,13,7,5,1
"E00021171",241,100,30,49,21,96,27,27,42,24,13,7,4,21,5,11,5
"E00021172",125,27,9,12,6,59,25,15,19,29,17,10,2,10,6,3,1
"E00021173",146,40,7,26,7,69,19,16,34,17,12,2,3,20,14,6,0
"E00021174",128,50,9,39,2,57,21,30,6,19,16,3,0,2,2,0,0
"E00021175",127,55,11,38,6,45,20,10,15,12,5,7,0,15,10,5,0
"E00021176",151,46,14,23,9,64,29,13,22,17,12,4,1,24,10,14,0
"E00021177",134,46,9,22,15,53,11,7,35,11,5,5,1,24,12,11,1
"E00021179",140,72,12,55,5,55,28,15,12,8,3,4,1,5,4,1,0
"E00021180",168,74,16,37,21,67,24,9,34,13,8,3,2,14,6,8,0
"E00021181",107,46,12,31,3,48,24,15,9,6,3,2,1,7,5,1,1
"E00021182",169,96,23,67,6,65,34,16,15,5,5,0,0,3,1,2,0
"E00021183",135,73,26,47,0,51,24,21,6,10,9,1,0,1,1,0,0
"E00021184",69,31,9,20,2,35,15,8,12,2,1,1,0,1,1,0,0
"E00021185",131,37,11,19,7,63,21,17,25,18,9,8,1,13,11,2,0
"E00021186",156,51,14,24,13,52,18,5,29,23,11,5,7,30,14,15,1
"E00021187",97,34,3,11,20,40,4,7,29,12,5,5,2,11,5,4,2
"E00021188",120,27,7,17,3,41,15,10,16,21,8,9,4,31,27,3,1
"E00021189",122,40,6,23,11,38,5,12,21,16,7,5,4,28,12,10,6
"E00021190",161,80,9,59,12,55,20,18,17,12,5,4,3,14,10,4,0
"E00021191",124,48,6,27,15,61,15,18,28,9,4,4,1,6,0,5,1
"E00021192",113,39,6,17,16,36,7,4,25,14,7,2,5,24,16,8,0
"E00021193",182,118,39,77,2,57,35,18,4,6,4,2,0,1,1,0,0
"E00021194",176,73,17,38,18,80,14,12,54,16,7,4,5,7,2,4,1
"E00021195",108,35,5,23,7,46,4,13,29,10,2,4,4,17,6,7,4
"E00021196",114,33,7,8,18,55,13,5,37,14,4,6,4,12,5,6,1
"E00021197",215,107,49,46,12,82,41,24,17,13,5,7,1,13,7,6,0
"E00021198",92,30,4,16,10,34,1,4,29,16,7,7,2,12,7,4,1
"E00021199",111,39,24,5,10,52,34,6,12,12,12,0,0,8,7,1,0
"E00021200",107,38,4,23,11,40,10,7,23,13,5,4,4,16,9,6,1
"E00021201",107,35,8,16,11,50,14,15,21,10,4,5,1,12,7,5,0
"E00021202",92,32,9,11,12,40,8,5,27,8,3,3,2,12,7,2,3
"E00021203",104,33,5,17,11,38,16,10,12,8,3,5,0,25,16,8,1
"E00021204",145,68,35,25,8,52,17,11,24,19,6,10,3,6,1,3,2
"E00021205",100,42,10,19,13,36,9,7,20,7,1,1,5,15,6,6,3
"E00021206",78,38,17,6,15,24,4,4,16,7,2,2,3,9,2,6,1
"E00021207",164,84,24,58,2,44,33,6,5,8,6,2,0,28,26,2,0
"E00021208",108,41,12,16,13,45,14,10,21,9,5,2,2,13,5,7,1
"E00021209",72,33,5,12,16,23,6,6,11,8,3,4,1,8,4,2,2
"E00021210",78,25,5,10,10,35,9,7,19,5,1,2,2,13,4,7,2
"E00021211",135,63,18,31,14,49,11,19,19,14,5,7,2,9,7,2,0
"E00021212",75,19,2,8,9,38,6,8,24,8,1,5,2,10,5,4,1
"E00021213",132,50,8,22,20,46,12,8,26,15,8,4,3,21,10,10,1
"E00021214",156,69,21,30,18,55,14,14,27,13,3,9,1,19,6,11,2
"E00021215",181,96,36,55,5,57,28,17,12,19,13,5,1,9,8,1,0
"E00021216",163,67,46,13,8,71,36,13,22,17,12,4,1,8,5,2,1
"E00021217",225,142,91,33,18,61,16,18,27,12,7,4,1,10,8,2,0
"E00021218",201,66,6,44,16,99,22,39,38,22,8,11,3,14,8,5,1
"E00021219",107,25,5,10,10,34,5,15,14,17,7,10,0,31,14,17,0
"E00021220",181,99,27,52,20,62,30,15,17,12,10,2,0,8,6,1,1
"E00021223",195,101,31,60,10,77,30,33,14,11,5,4,2,6,4,2,0
"E00021224",168,63,18,35,10,52,12,15,25,29,11,15,3,24,13,10,1
"E00021225",152,53,11,28,14,44,15,12,17,17,12,5,0,38,24,14,0
"E00021227",118,37,8,19,10,46,14,11,21,18,7,10,1,17,11,6,0
"E00021228",135,38,6,21,11,42,9,11,22,21,9,9,3,34,19,14,1
"E00021229",116,46,13,9,24,50,17,14,19,9,5,3,1,11,7,3,1
"E00021230",128,33,11,17,5,54,24,15,15,23,6,17,0,18,12,6,0
"E00021231",122,16,7,5,4,45,23,10,12,33,24,8,1,28,20,7,1
"E00021235",105,26,5,2,19,49,9,7,33,16,2,7,7,14,4,8,2
"E00021236",132,65,18,26,21,48,14,11,23,12,6,5,1,7,6,1,0
"E00021238",181,92,14,70,8,76,28,35,13,7,3,4,0,6,1,5,0
"E00021239",147,84,26,47,11,55,22,21,12,7,0,7,0,1,0,1,0
"E00021240",162,70,18,47,5,67,35,23,9,18,8,9,1,7,3,4,0
"E00021241",116,50,14,31,5,46,6,30,10,12,4,7,1,8,6,2,0
"E00021243",147,54,16,19,19,69,14,17,38,15,4,10,1,9,3,5,1
"E00021244",148,27,11,4,12,45,24,5,16,34,27,7,0,42,34,6,2
"E00021245",113,34,5,13,16,29,10,6,13,20,13,7,0,30,17,12,1
"E00021246",182,75,22,32,21,68,17,19,32,14,4,5,5,25,6,16,3
"E00021247",115,29,5,10,14,58,7,9,42,13,3,7,3,15,7,6,2
"E00021248",136,55,6,8,41,65,14,12,39,8,4,3,1,8,5,3,0
"E00021249",122,25,5,2,18,55,11,17,27,28,7,15,6,14,4,10,0
"E00021251",114,36,12,8,16,49,17,10,22,8,4,2,2,21,9,11,1
"E00021252",126,60,13,39,8,53,20,21,12,9,5,4,0,4,2,2,0
"E00021253",144,52,28,13,11,72,38,13,21,11,6,2,3,9,6,3,0
"E00021254",109,60,14,36,10,42,12,18,12,6,6,0,0,1,1,0,0
"E00021255",109,51,10,33,8,49,21,14,14,9,6,3,0,0,0,0,0
"E00021256",107,60,8,45,7,42,14,16,12,3,0,2,1,2,2,0,0
"E00021257",102,49,14,23,12,34,8,9,17,13,4,8,1,6,2,4,0
"E00021258",134,26,2,7,17,54,6,12,36,22,8,11,3,32,23,9,0
"E00021259",134,47,4,24,19,50,11,11,28,15,8,4,3,22,12,9,1
"E00021260",143,41,10,25,6,46,18,6,22,26,15,9,2,30,19,10,1
"E00021261",128,67,14,34,19,27,5,6,16,6,4,1,1,28,23,5,0
"E00021262",119,39,12,8,19,49,13,12,24,10,3,6,1,21,8,13,0
"E00021263",175,75,16,30,29,64,14,28,22,11,8,2,1,25,12,13,0
"E00021266",119,47,11,24,12,56,18,16,22,9,3,6,0,7,4,3,0
"E00021267",145,53,8,17,28,50,20,11,19,20,8,10,2,22,11,11,0
"E00021268",106,41,2,19,20,46,17,14,15,6,2,4,0,13,9,4,0
"E00021271",189,37,17,16,4,88,35,28,25,24,7,15,2,40,27,11,2
"E00021272",89,27,4,16,7,38,16,8,14,9,7,2,0,15,6,9,0
"E00021273",125,16,2,6,8,37,9,10,18,21,7,13,1,51,37,14,0
"E00021274",192,46,11,12,23,93,21,15,57,23,6,13,4,30,17,12,1
"E00021275",116,17,3,7,7,41,10,9,22,29,19,10,0,29,20,9,0
"E00021277",101,11,6,2,3,41,9,12,20,24,10,11,3,25,12,13,0
"E00021278",82,31,4,12,15,35,16,7,12,3,1,2,0,13,7,5,1
"E00021279",153,28,1,9,18,64,5,17,42,33,18,13,2,28,18,10,0
"E00021280",151,60,14,32,14,56,24,16,16,12,10,1,1,23,18,5,0
"E00021281",204,91,20,54,17,69,20,18,31,23,9,9,5,21,9,12,0
"E00021282",181,84,20,52,12,44,15,10,19,16,8,8,0,37,25,9,3
"E00021285",77,50,21,23,6,22,15,6,1,1,1,0,0,4,3,1,0
"E00021286",106,52,13,34,5,35,13,13,9,9,5,4,0,10,6,4,0
"E00021287",160,97,32,62,3,59,28,25,6,4,3,1,0,0,0,0,0
"E00021288",133,73,25,46,2,52,24,19,9,6,2,2,2,2,1,1,0
"E00021289",127,38,4,6,28,69,24,11,34,8,4,3,1,12,10,2,0
"E00021290",120,32,3,14,15,52,10,14,28,16,6,7,3,20,11,7,2
"E00021291",239,142,46,94,2,84,54,28,2,10,7,3,0,3,2,1,0
"E00021292",113,38,6,17,15,43,11,6,26,13,5,6,2,19,13,6,0
"E00021294",201,50,9,9,32,101,38,12,51,28,19,7,2,22,11,7,4
"E00021295",145,59,8,42,9,63,26,15,22,12,2,10,0,11,3,8,0
"E00021296",160,64,19,42,3,63,21,21,21,15,4,10,1,18,8,10,0
"E00021297",156,48,7,30,11,63,13,17,33,27,11,12,4,18,11,7,0
"E00021298",173,52,10,33,9,78,28,29,21,26,7,17,2,17,9,8,0
"E00021299",165,70,8,48,14,55,14,22,19,23,11,9,3,17,7,10,0
"E00021300",181,70,8,55,7,68,15,25,28,28,13,12,3,15,9,6,0
"E00021301",175,71,8,15,48,69,16,9,44,8,3,5,0,27,10,14,3
"E00021302",185,81,19,42,20,68,26,22,20,18,9,7,2,18,9,9,0
"E00021303",126,48,12,18,18,46,19,9,18,11,3,6,2,21,13,5,3
"E00021304",119,40,5,29,6,48,8,13,27,15,6,4,5,16,8,7,1
"E00021305",100,24,1,23,0,37,9,7,21,22,14,6,2,17,7,9,1
"E00021306",126,42,12,27,3,47,16,16,15,19,11,7,1,18,11,7,0
"E00021307",183,86,18,64,4,72,27,29,16,15,8,6,1,10,6,3,1
"E00021308",139,55,7,37,11,51,9,18,24,17,4,9,4,16,4,11,1
"E00021309",105,55,10,42,3,43,25,11,7,5,4,1,0,2,1,1,0
"E00021310",112,30,4,17,9,31,4,17,10,18,9,9,0,33,17,15,1
"E00021311",119,44,9,14,21,47,14,9,24,6,3,3,0,22,11,9,2
"E00021312",123,53,13,24,16,48,14,14,20,8,4,4,0,14,5,9,0
"E00021313",204,96,13,62,21,67,26,20,21,24,9,12,3,17,9,8,0
"E00021314",148,37,8,25,4,72,15,22,35,19,8,10,1,20,13,7,0
"E00021315",112,3,0,2,1,11,7,4,0,40,37,3,0,58,48,9,1
"E00021316",102,25,3,15,7,39,5,10,24,13,4,7,2,25,14,10,1
"E00021317",123,30,1,27,2,50,2,17,31,20,11,8,1,23,9,14,0
"E00021318",142,56,15,31,10,51,21,15,15,11,7,4,0,24,14,10,0
"E00021319",138,59,10,39,10,41,9,7,25,14,7,5,2,24,17,6,1
"E00021320",120,27,4,19,4,54,9,11,34,21,11,8,2,18,8,10,0
"E00021321",114,44,6,32,6,39,11,10,18,15,5,9,1,16,6,10,0
"E00021322",116,30,7,13,10,50,10,17,23,14,8,5,1,22,11,8,3
"E00021323",138,36,8,16,12,38,7,5,26,20,9,9,2,44,31,10,3
"E00021324",166,54,1,45,8,48,11,14,23,20,11,8,1,44,27,16,1
"E00021325",150,44,8,21,15,72,21,12,39,15,8,4,3,19,9,9,1
"E00021326",134,45,7,15,23,62,8,13,41,9,1,8,0,18,10,6,2
"E00021327",178,50,7,34,9,74,27,25,22,31,13,16,2,23,14,9,0
"E00021328",131,50,2,28,20,54,6,10,38,12,3,8,1,15,6,8,1
"E00021329",187,53,21,18,14,75,40,12,23,27,17,9,1,32,19,13,0
"E00021330",122,47,16,20,11,37,8,10,19,22,14,7,1,16,5,8,3
"E00021331",90,38,12,16,10,32,12,7,13,9,5,4,0,11,8,2,1
"E00021332",134,31,3,12,16,61,7,9,45,19,8,4,7,23,11,11,1
"E00021333",126,39,9,15,15,52,12,8,32,17,11,4,2,18,8,10,0
"E00021334",155,38,9,11,18,53,19,9,25,31,9,19,3,33,18,12,3
"E00021335",180,50,6,20,24,66,14,13,39,33,14,12,7,31,9,19,3
"E00021336",88,19,1,3,15,42,3,7,32,16,6,5,5,11,3,8,0
"E00021337",88,17,4,6,7,55,5,11,39,4,1,3,0,12,0,9,3
"E00021338",134,53,11,14,28,63,12,8,43,9,3,3,3,9,3,4,2
"E00021339",125,52,10,27,15,44,13,13,18,18,5,11,2,11,3,8,0
"E00021340",211,118,42,49,27,64,41,14,9,15,11,4,0,14,9,4,1
"E00021342",101,27,5,4,18,57,10,9,38,7,4,2,1,10,4,6,0
"E00021344",152,27,1,13,13,69,7,7,55,18,8,6,4,38,18,13,7
"E00021345",115,42,0,11,31,52,12,10,30,17,10,6,1,4,1,3,0
"E00021346",116,37,9,10,18,53,10,7,36,10,5,4,1,16,7,9,0
"E00021347",149,67,17,17,33,67,21,11,35,14,7,4,3,1,0,1,0
"E00021349",136,51,13,16,22,60,11,13,36,10,6,2,2,15,3,11,1
"E00021350",110,41,10,14,17,42,7,8,27,10,4,3,3,17,8,8,1
"E00021351",134,41,10,12,19,71,24,6,41,4,3,0,1,18,11,6,1
"E00021352",116,39,8,14,17,65,18,18,29,9,5,2,2,3,2,1,0
"E00021353",127,35,10,8,17,41,13,2,26,21,13,8,0,30,22,8,0
"E00021354",142,35,8,14,13,63,10,15,38,24,4,14,6,20,9,10,1
"E00021355",161,79,20,47,12,50,32,11,7,11,7,4,0,21,17,3,1
"E00021357",118,32,5,9,18,53,11,5,37,8,5,2,1,25,8,13,4
"E00021359",110,32,8,12,12,56,14,12,30,3,1,1,1,19,8,10,1
"E00021360",127,38,7,11,20,65,7,13,45,8,3,3,2,16,10,3,3
"E00021361",131,57,10,15,32,52,15,3,34,10,4,5,1,12,6,5,1
"E00021363",141,42,5,12,25,58,11,9,38,15,5,6,4,26,17,9,0
"E00021364",161,35,6,13,16,77,12,17,48,28,3,21,4,21,10,10,1
"E00021365",139,49,28,11,10,55,19,20,16,20,9,10,1,15,13,2,0
"E00021366",141,35,7,10,18,53,6,13,34,19,13,5,1,34,24,9,1
"E00021367",133,40,5,19,16,33,5,7,21,18,6,9,3,42,31,10,1
"E00021368",140,46,9,21,16,67,21,15,31,12,6,4,2,15,7,6,2
"E00021369",60,17,1,1,15,34,4,4,26,5,1,2,2,4,1,1,2
"E00021370",172,43,13,8,22,91,14,13,64,26,7,12,7,12,3,7,2
"E00021371",46,8,3,2,3,32,2,1,29,5,0,2,3,1,0,1,0
"E00021372",148,58,17,22,19,52,10,13,29,17,7,10,0,21,12,9,0
"E00021374",126,23,4,4,15,51,9,10,32,19,8,8,3,33,9,20,4
"E00021375",135,41,14,11,16,60,19,11,30,13,6,5,2,21,10,8,3
"E00021376",129,24,6,7,11,65,17,7,41,18,8,8,2,22,8,14,0
"E00021377",219,94,19,33,42,88,21,24,43,14,4,9,1,23,12,10,1
"E00021378",177,72,26,28,18,72,27,17,28,15,8,4,3,18,12,6,0
"E00021379",130,28,13,12,3,45,21,6,18,30,16,10,4,27,12,14,1
"E00021380",117,42,20,15,7,47,25,8,14,12,10,1,1,16,9,7,0
"E00021381",141,42,8,12,22,68,17,12,39,17,9,5,3,14,8,4,2
"E00021382",124,44,4,6,34,54,7,8,39,8,2,3,3,18,13,5,0
"E00021383",176,31,6,8,17,74,12,17,45,23,11,9,3,48,37,8,3
"E00021384",122,34,7,23,4,67,32,25,10,11,5,6,0,10,6,4,0
"E00021385",155,60,14,36,10,61,16,13,32,13,3,7,3,21,11,10,0
"E00021386",120,33,7,10,16,57,11,13,33,17,8,7,2,13,7,6,0
"E00021387",225,73,23,26,24,105,24,23,58,23,4,13,6,24,10,13,1
"E00021388",141,47,21,8,18,56,22,11,23,19,10,6,3,19,11,8,0
"E00021391",155,49,13,9,27,76,18,9,49,13,3,4,6,17,9,6,2
"E00021392",161,36,9,5,22,71,28,18,25,33,18,14,1,21,10,10,1
"E00021393",147,34,4,12,18,63,17,7,39,23,8,11,4,27,16,11,0
"E00021394",137,45,6,14,25,53,14,8,31,18,10,5,3,21,17,3,1
"E00021395",119,35,6,10,19,57,16,10,31,7,2,4,1,20,13,6,1
"E00021396",147,37,7,8,22,60,20,11,29,21,9,12,0,29,19,10,0
"E00021397",171,47,11,6,30,77,6,8,63,22,6,8,8,25,12,11,2
"E00021398",175,60,10,20,30,68,17,19,32,17,5,9,3,30,16,12,2
"E00021399",175,43,9,29,5,74,29,20,25,31,14,13,4,27,14,12,1
"E00021400",137,63,19,19,25,49,10,6,33,9,2,6,1,16,3,12,1
"E00021402",119,40,9,17,14,36,8,10,18,12,6,5,1,31,16,15,0
"E00021404",143,80,35,39,6,50,21,22,7,12,5,6,1,1,1,0,0
"E00021405",132,38,3,23,12,46,4,12,30,22,10,8,4,26,12,14,0
"E00021406",146,46,13,14,19,56,14,14,28,21,12,5,4,23,15,4,4
"E00021407",193,86,18,12,56,73,17,7,49,14,9,5,0,20,13,6,1
"E00021408",171,89,29,49,11,66,31,21,14,9,5,3,1,7,6,1,0
"E00021409",142,59,18,37,4,68,23,30,15,11,8,3,0,4,1,3,0
"E00021410",112,33,5,19,9,50,12,10,28,14,8,5,1,15,11,4,0
"E00021411",153,43,6,25,12,54,18,11,25,22,12,8,2,34,19,15,0
"E00021412",136,28,1,5,22,75,5,18,52,22,8,11,3,11,6,2,3
"E00021413",141,46,13,11,22,72,20,12,40,14,4,6,4,9,5,4,0
"E00021414",107,40,1,14,25,49,6,11,32,9,3,4,2,9,0,9,0
"E00021415",125,45,10,11,24,48,8,9,31,18,5,8,5,14,9,5,0
"E00021416",123,38,5,22,11,49,11,10,28,10,2,3,5,26,11,13,2
"E00021417",119,52,11,21,20,34,13,10,11,11,7,3,1,22,13,8,1
"E00021418",118,48,17,30,1,64,28,21,15,4,3,1,0,2,1,1,0
"E00021419",135,58,10,15,33,55,9,10,36,8,3,3,2,14,5,6,3
"E00021420",128,29,3,13,13,69,24,23,22,16,9,7,0,14,7,6,1
"E00021421",195,64,28,21,15,79,40,13,26,40,27,7,6,12,4,8,0
"E00021422",87,36,13,3,20,29,11,4,14,11,6,5,0,11,9,2,0
"E00021423",140,40,9,15,16,68,17,17,34,19,8,11,0,13,4,6,3
"E00021424",105,41,8,31,2,46,16,22,8,14,8,5,1,4,3,1,0
"E00021425",133,48,14,29,5,64,34,20,10,16,9,6,1,5,3,1,1
"E00021426",109,33,2,10,21,49,6,5,38,8,1,4,3,19,7,10,2
"E00021427",124,45,13,28,4,59,26,22,11,17,9,8,0,3,1,2,0
"E00021428",140,53,7,20,26,62,13,13,36,10,5,5,0,15,8,7,0
"E00021429",60,29,7,11,11,24,6,7,11,3,1,2,0,4,1,2,1
"E00021430",125,43,7,15,21,56,19,9,28,9,7,1,1,17,12,4,1
"E00021431",125,34,11,13,10,54,22,8,24,13,5,6,2,24,11,13,0
"E00021432",159,43,8,14,21,47,9,8,30,23,13,8,2,46,36,9,1
"E00021433",243,110,26,55,29,85,18,30,37,28,13,11,4,20,9,8,3
"E00021434",127,26,5,13,8,55,4,11,40,16,9,7,0,30,18,10,2
"E00021437",118,40,12,12,16,42,12,6,24,13,6,7,0,23,14,9,0
"E00021438",103,18,6,8,4,40,17,7,16,17,7,9,1,28,15,13,0
"E00021439",90,20,1,12,7,26,4,4,18,15,11,3,1,29,20,9,0
"E00021440",128,46,8,24,14,41,3,7,31,16,4,12,0,25,12,11,2
"E00021441",129,28,6,15,7,65,10,23,32,19,5,9,5,17,8,8,1
"E00021442",130,18,2,12,4,59,16,13,30,23,8,13,2,30,15,13,2
"E00021443",116,30,8,16,6,35,12,9,14,17,5,11,1,34,23,11,0
"E00021444",117,34,9,20,5,44,12,11,21,18,10,7,1,21,8,12,1
"E00021445",116,37,4,15,18,48,5,6,37,12,4,6,2,19,7,10,2
"E00021446",117,39,4,14,21,55,3,10,42,13,5,5,3,10,3,4,3
"E00021447",123,59,10,46,3,47,16,19,12,14,12,1,1,3,2,1,0
"E00021448",139,40,12,15,13,67,17,18,32,11,6,4,1,21,12,9,0
"E00021449",138,57,18,32,7,51,22,11,18,14,11,2,1,16,9,5,2
"E00021450",71,12,0,10,2,33,5,12,16,13,4,7,2,13,8,5,0
"E00021451",147,46,10,19,17,63,19,12,32,12,9,2,1,26,15,10,1
"E00021452",117,40,15,14,11,57,34,12,11,6,4,2,0,14,10,4,0
"E00021453",129,40,4,27,9,36,17,7,12,21,4,15,2,32,18,13,1
"E00021454",116,36,4,18,14,53,8,8,37,9,4,5,0,18,11,7,0
"E00021455",148,39,12,10,17,68,25,10,33,14,8,5,1,27,21,6,0
"E00021458",148,59,22,34,3,63,42,14,7,15,10,3,2,11,6,5,0
"E00021459",139,62,16,44,2,59,29,17,13,12,8,4,0,6,5,1,0
"E00021460",166,77,11,48,18,68,30,20,18,14,9,4,1,7,2,3,2
"E00021461",120,49,13,29,7,44,15,13,16,11,8,2,1,16,14,2,0
"E00021462",137,53,15,25,13,46,20,8,18,8,3,2,3,30,18,11,1
"E00021463",130,42,11,23,8,56,17,16,23,12,6,5,1,20,14,6,0
"E00021464",128,64,15,36,13,44,20,7,17,7,4,3,0,13,8,4,1
"E00021465",128,38,4,16,18,58,8,17,33,10,4,3,3,22,7,13,2
"E00021466",139,65,20,30,15,48,12,10,26,11,7,4,0,15,9,6,0
"E00021467",121,49,8,19,22,41,13,4,24,20,10,9,1,11,5,4,2
"E00021468",111,41,10,24,7,38,17,7,14,11,7,4,0,21,13,7,1
"E00021469",149,49,4,28,17,59,16,8,35,20,9,8,3,21,13,6,2
"E00021470",117,35,9,21,5,32,10,8,14,22,17,3,2,28,17,10,1
"E00021471",134,34,1,18,15,69,15,15,39,11,5,5,1,20,13,5,2
"E00021473",95,34,7,19,8,29,1,6,22,14,9,3,2,18,8,9,1
"E00021474",122,46,6,25,15,48,4,12,32,11,1,7,3,17,7,9,1
"E00021475",122,52,9,31,12,39,7,12,20,10,2,3,5,21,12,9,0
"E00021476",122,35,2,18,15,56,8,16,32,16,5,7,4,15,8,5,2
"E00021477",166,69,19,43,7,65,20,19,26,14,4,7,3,18,12,3,3
"E00021478",130,52,14,27,11,48,12,11,25,12,9,3,0,18,11,7,0
"E00021479",151,88,15,66,7,50,15,23,12,8,3,2,3,5,3,2,0
"E00021480",144,90,21,51,18,45,21,10,14,7,4,3,0,2,1,1,0
"E00021481",134,64,7,40,17,35,11,8,16,15,6,8,1,20,10,10,0
"E00021482",127,51,2,43,6,46,4,19,23,13,4,6,3,17,9,7,1
"E00021483",231,118,25,72,21,96,23,43,30,8,4,3,1,9,3,6,0
"E00021484",114,61,6,50,5,33,6,12,15,14,7,3,4,6,3,2,1
"E00021485",122,43,11,12,20,59,14,12,33,12,8,3,1,8,4,3,1
"E00021486",121,41,6,22,13,45,8,8,29,15,5,8,2,20,4,14,2
"E00021487",71,29,5,12,12,26,5,9,12,7,2,1,4,9,5,4,0
"E00021488",157,61,20,21,20,62,14,11,37,17,6,7,4,17,8,8,1
"E00021489",119,33,4,11,18,50,7,7,36,19,12,5,2,17,12,4,1
"E00021490",115,40,9,6,25,50,18,6,26,13,9,2,2,12,10,2,0
"E00021491",87,31,7,10,14,35,5,5,25,6,1,5,0,15,7,4,4
"E00021492",136,39,6,9,24,65,21,16,28,17,11,5,1,15,6,8,1
"E00021493",126,32,3,5,24,71,10,9,52,9,4,3,2,14,6,6,2
"E00021494",176,44,12,15,17,70,12,16,42,31,10,16,5,31,11,17,3
"E00021495",184,85,34,26,25,73,15,14,44,16,1,8,7,10,2,6,2
"E00021496",107,30,9,5,16,47,3,5,39,14,5,5,4,16,8,5,3
"E00021497",133,33,5,5,23,72,16,4,52,11,4,5,2,17,6,8,3
"E00021498",127,44,5,10,29,57,13,10,34,10,1,4,5,16,9,6,1
"E00021499",124,68,24,37,7,39,11,14,14,8,3,4,1,9,2,7,0
"E00021500",139,62,9,49,4,48,19,14,15,24,13,9,2,5,3,2,0
"E00021501",131,45,15,20,10,55,26,10,19,14,10,4,0,17,10,7,0
"E00021502",134,44,25,5,14,65,24,10,31,17,8,4,5,8,3,5,0
"E00021503",129,34,9,10,15,79,18,11,50,6,3,2,1,10,6,4,0
"E00021504",164,73,20,29,24,69,23,13,33,8,5,3,0,14,10,3,1
"E00021505",95,33,7,13,13,35,6,7,22,9,4,3,2,18,9,8,1
"E00021506",142,49,16,17,16,64,30,13,21,11,4,5,2,18,11,7,0
"E00021507",169,80,26,46,8,49,14,17,18,16,10,4,2,24,17,6,1
"E00021508",136,55,16,26,13,52,12,14,26,11,5,5,1,18,11,4,3
"E00021509",184,64,8,33,23,54,12,10,32,14,7,4,3,52,37,14,1
"E00021510",121,42,17,20,5,61,23,17,21,10,1,9,0,8,3,5,0
"E00021511",109,43,16,22,5,49,21,16,12,13,3,9,1,4,2,2,0
"E00021516",106,42,9,26,7,43,16,14,13,9,2,6,1,12,3,8,1
"E00021517",136,62,29,23,10,58,20,21,17,13,5,6,2,3,2,1,0
"E00021518",151,66,31,24,11,54,18,15,21,18,6,11,1,13,3,10,0
"E00021519",200,84,20,52,12,84,23,34,27,11,5,5,1,21,5,14,2
"E00021520",97,46,13,28,5,46,18,11,17,2,1,1,0,3,3,0,0
"E00021521",98,16,3,3,10,48,6,19,23,18,5,10,3,16,10,6,0
"E00021522",136,35,7,9,19,61,12,11,38,21,6,9,6,19,7,10,2
"E00021524",194,90,18,45,27,72,18,16,38,19,7,7,5,13,2,9,2
"E00021525",134,77,25,41,11,41,14,11,16,14,9,5,0,2,0,1,1
"E00021526",169,95,35,52,8,63,25,23,15,9,4,5,0,2,2,0,0
"E00021527",145,75,23,33,19,57,21,19,17,11,4,6,1,2,0,2,0
