"GeographyCode","QS113EW0001","QS113EW0002","QS113EW0003","QS113EW0004","QS113EW0005","QS113EW0006","QS113EW0007","QS113EW0008","QS113EW0009","QS113EW0010","QS113EW0011","QS113EW0012","QS113EW0013","QS113EW0014","QS113EW0015","QS113EW0016","QS113EW0017","QS113EW0018","QS113EW0019","QS113EW0020","QS113EW0021","QS113EW0022","QS113EW0023","QS113EW0024","QS113EW0025","QS113EW0026","QS113EW0027","QS113EW0028","QS113EW0029","QS113EW0030","QS113EW0031"
"E00021195",108,17,6,11,52,1,33,2,2,23,6,0,0,0,0,0,0,0,0,0,0,18,3,3,12,39,7,6,0,0,26
"E00021196",114,29,5,24,68,1,43,3,5,31,4,0,0,0,0,0,8,3,3,2,0,16,6,5,5,17,3,5,0,0,9
"E00021197",215,102,7,95,83,1,36,16,5,10,5,1,1,0,0,0,33,31,0,1,1,12,7,4,1,30,1,2,4,1,22
"E00021198",92,19,7,12,47,1,33,4,5,19,5,0,0,0,0,0,1,1,0,0,0,12,5,5,2,26,3,5,1,0,17
"E00021199",111,77,7,70,30,0,10,3,3,4,0,1,1,0,0,0,4,2,2,0,0,15,9,3,3,4,0,1,0,0,3
"E00021200",107,28,9,19,44,3,24,4,4,14,2,0,0,0,0,0,4,2,1,1,0,13,5,5,3,35,5,4,3,0,23
"E00021201",107,33,7,26,43,4,17,3,2,7,5,0,0,0,0,0,8,6,0,1,1,14,4,8,2,31,3,8,1,0,19
"E00021202",92,27,7,20,48,0,23,2,4,17,0,0,0,0,0,0,11,7,1,2,1,14,6,5,3,17,1,8,2,1,5
"E00021203",104,40,16,24,42,3,20,7,2,9,2,0,0,0,0,0,3,3,0,0,0,16,5,3,8,22,2,3,3,1,13
"E00021204",145,59,1,58,48,1,28,5,10,8,5,0,0,0,0,0,8,7,0,0,1,11,3,4,4,38,3,9,1,0,25
"E00021205",100,26,6,20,43,1,28,3,7,15,3,0,0,0,0,0,3,3,0,0,0,11,3,3,5,31,3,10,3,0,15
"E00021206",78,25,2,23,37,4,21,1,4,14,2,0,0,0,0,0,1,0,0,1,0,11,4,4,3,16,3,5,0,0,8
"E00021207",164,89,26,63,55,1,18,13,4,0,1,0,0,0,0,0,34,33,1,0,0,2,1,1,0,20,0,0,0,0,20
"E00021208",108,36,5,31,48,1,28,6,6,11,5,1,1,0,0,0,4,3,0,0,1,14,6,5,3,24,4,5,4,0,11
"E00021209",72,18,4,14,31,0,19,2,5,9,3,0,0,0,0,0,4,4,0,0,0,8,2,3,3,23,4,7,2,0,10
"E00021210",78,19,4,15,36,0,26,3,7,10,6,0,0,0,0,0,2,1,0,0,1,8,1,2,5,23,4,9,2,0,8
"E00021211",135,41,7,34,53,0,31,5,5,15,6,0,0,0,0,0,13,11,1,1,0,9,3,2,4,41,2,6,2,0,31
"E00021212",75,14,5,9,36,1,23,0,6,13,4,0,0,0,0,0,2,0,1,1,0,10,2,5,3,25,4,4,0,0,17
"E00021213",132,38,10,28,55,2,36,5,6,20,5,0,0,0,0,0,3,0,2,1,0,14,5,2,7,39,3,11,1,0,24
"E00021214",156,44,6,38,72,4,37,6,6,22,3,1,1,0,0,0,11,8,1,0,2,19,8,5,6,40,2,4,6,2,26
"E00021215",181,85,8,77,53,1,24,11,8,4,1,1,1,0,0,0,25,23,2,0,0,2,1,1,0,43,2,0,10,0,31
"E00021216",163,99,5,94,48,1,23,5,5,11,2,2,2,0,0,0,7,5,0,1,1,15,5,7,3,16,1,2,1,0,12
"E00021217",225,122,8,114,65,1,37,8,5,22,2,0,0,0,0,0,13,13,0,0,0,14,6,6,2,38,0,7,12,1,18
"E00021218",201,44,8,36,116,4,68,33,15,18,2,1,1,0,0,0,25,20,3,2,0,18,11,4,3,41,2,3,5,0,31
"E00021219",107,31,14,17,62,6,30,11,5,5,9,0,0,0,0,0,9,7,1,0,1,17,6,4,7,14,3,0,1,0,10
"E00021220",181,73,6,67,88,0,56,31,14,10,1,2,2,0,0,0,20,17,2,1,0,10,6,3,1,20,1,1,5,0,13
"E00021223",195,70,4,66,89,0,34,19,9,5,1,1,1,0,0,0,43,40,1,2,0,11,5,2,4,36,2,0,1,0,33
"E00021224",168,54,13,41,73,1,38,16,6,9,7,1,1,0,0,0,11,7,1,3,0,22,7,5,10,41,5,3,2,0,31
"E00021225",152,62,24,38,71,5,28,13,5,8,2,0,0,0,0,0,18,15,3,0,0,20,6,8,6,19,1,0,0,1,17
"E00021227",118,40,11,29,62,3,37,14,9,8,6,0,0,0,0,0,9,5,1,3,0,13,8,1,4,16,2,0,2,0,12
"E00021228",135,43,19,24,63,4,37,8,4,10,15,0,0,0,0,0,6,2,1,3,0,16,4,4,8,29,6,5,3,1,14
"E00021229",116,42,7,35,53,2,23,2,1,18,2,0,0,0,0,0,4,1,1,2,0,24,10,7,7,21,3,3,1,0,14
"E00021230",128,53,12,41,61,5,34,19,5,7,3,1,1,0,0,0,14,11,3,0,0,7,3,0,4,14,1,1,1,0,11
"E00021231",122,74,20,54,40,3,16,3,5,3,5,2,2,0,0,0,10,6,1,2,1,9,3,2,4,8,2,0,0,0,6
"E00021235",105,20,4,16,71,1,40,6,7,22,5,0,0,0,0,0,3,2,0,1,0,27,7,12,8,14,7,5,0,0,2
"E00021236",132,44,6,38,66,0,37,11,8,18,0,1,1,0,0,0,15,11,2,2,0,13,9,2,2,22,2,2,1,0,17
"E00021238",181,46,1,45,75,2,46,32,8,5,1,2,2,0,0,0,23,21,0,2,0,2,1,1,0,60,2,2,4,0,52
"E00021239",147,48,0,48,76,0,53,34,9,9,1,2,2,0,0,0,16,13,2,1,0,5,1,0,4,23,1,0,1,0,21
"E00021240",162,64,3,61,59,0,30,21,4,4,1,0,0,0,0,0,20,19,0,1,0,9,2,2,5,39,2,0,2,0,35
"E00021241",116,30,6,24,38,1,27,15,7,4,1,1,1,0,0,0,7,7,0,0,0,2,1,1,0,48,1,2,5,0,40
"E00021243",147,37,3,34,86,1,42,15,3,20,4,1,0,0,0,1,14,8,0,5,1,28,11,12,5,24,3,5,3,0,13
"E00021244",148,96,34,62,47,3,22,8,4,10,0,1,1,0,0,0,4,3,0,1,0,17,12,3,2,5,0,0,0,1,4
"E00021245",113,45,17,28,55,4,14,6,1,3,4,0,0,0,0,0,7,3,0,2,2,30,12,10,8,13,0,2,1,0,10
"E00021246",182,49,6,43,101,3,50,20,7,16,7,0,0,0,0,0,22,15,1,5,1,26,5,12,9,32,3,12,1,0,16
"E00021247",115,22,7,15,75,1,40,4,5,22,9,0,0,0,0,0,4,2,1,1,0,30,7,16,7,18,6,3,1,0,8
"E00021248",136,29,5,24,88,0,47,6,11,28,2,0,0,0,0,0,10,4,2,4,0,31,12,15,4,19,4,5,1,0,9
"E00021249",122,27,4,23,82,5,31,8,5,12,6,0,0,0,0,0,8,0,1,3,4,38,8,14,16,13,5,3,0,0,5
"E00021251",114,42,9,33,53,2,26,4,11,8,3,0,0,0,0,0,3,2,1,0,0,22,9,5,8,19,4,3,0,1,11
"E00021252",126,40,2,38,48,0,28,17,7,3,1,1,1,0,0,0,11,9,2,0,0,8,3,3,2,38,0,2,3,0,33
"E00021253",144,78,6,72,42,0,22,9,2,9,2,0,0,0,0,0,6,4,0,2,0,14,6,4,4,24,7,5,0,0,12
"E00021254",109,33,1,32,41,0,29,12,7,9,1,1,1,0,0,0,9,7,1,1,0,2,2,0,0,35,1,1,2,0,31
"E00021255",109,37,0,37,50,0,29,12,12,4,1,2,1,0,0,1,15,13,1,1,0,4,2,1,1,22,1,0,1,0,20
"E00021256",107,24,2,22,48,0,27,10,9,6,2,1,1,0,0,0,15,14,1,0,0,5,1,1,3,35,2,0,11,0,22
"E00021257",102,28,2,26,49,0,30,15,8,5,2,1,1,0,0,0,11,8,3,0,0,7,4,1,2,25,6,3,1,1,14
"E00021258",134,39,23,16,70,3,35,4,9,16,6,0,0,0,0,0,5,2,1,2,0,27,11,8,8,25,3,6,3,1,12
"E00021259",134,35,12,23,67,2,37,5,10,16,6,0,0,0,0,0,5,3,1,1,0,23,5,11,7,32,4,3,1,0,24
"E00021260",143,62,19,43,60,3,26,8,3,13,2,2,2,0,0,0,7,7,0,0,0,22,6,8,8,21,0,1,1,0,19
"E00021261",128,46,23,23,55,2,22,7,6,7,2,0,0,0,0,0,14,13,1,0,0,17,8,9,0,27,2,3,1,0,21
"E00021262",119,36,8,28,70,4,33,7,5,15,6,0,0,0,0,0,5,1,0,4,0,28,10,5,13,13,3,2,3,0,5
"E00021263",175,50,12,38,87,8,39,12,14,10,3,2,2,0,0,0,19,14,2,2,1,19,13,1,5,38,6,4,3,1,24
"E00021266",119,36,4,32,55,2,15,5,1,7,2,0,0,0,0,0,14,9,5,0,0,24,11,5,8,28,3,2,0,0,23
"E00021267",145,47,11,36,72,6,19,9,4,5,1,1,1,0,0,0,10,7,1,1,1,36,20,9,7,26,3,6,1,1,15
"E00021268",106,30,9,21,54,2,19,4,5,9,1,0,0,0,0,0,14,11,2,1,0,19,10,5,4,22,1,2,1,0,18
"E00021271",189,86,27,59,82,4,37,16,6,9,6,0,0,0,0,0,20,16,0,1,3,21,7,4,10,21,0,6,1,0,14
"E00021272",89,33,6,27,40,2,17,2,2,7,6,0,0,0,0,0,13,9,0,1,3,8,4,1,3,16,3,3,0,0,10
"E00021273",125,55,37,18,54,6,23,5,5,7,6,1,1,0,0,0,8,5,0,3,0,16,2,4,10,16,4,2,1,1,8
"E00021274",192,55,17,38,95,3,40,9,8,20,3,0,0,0,0,0,8,2,2,4,0,44,15,16,13,42,6,14,2,0,20
"E00021275",116,52,20,32,49,5,19,7,2,7,3,0,0,0,0,0,5,1,0,2,2,20,8,7,5,15,2,1,0,0,12
"E00021277",101,37,12,25,51,5,22,5,4,7,6,0,0,0,0,0,4,1,0,2,1,20,7,2,11,13,1,3,1,1,7
"E00021278",82,28,7,21,36,4,12,1,5,5,1,0,0,0,0,0,6,4,2,0,0,14,8,4,2,18,1,3,1,1,12
"E00021279",153,42,18,24,80,3,37,4,5,20,8,1,1,0,0,0,7,4,0,2,1,32,11,9,12,31,13,2,1,2,13
"E00021280",151,66,18,48,56,4,19,7,7,4,1,1,1,0,0,0,18,13,3,2,0,14,11,3,0,29,1,0,5,1,22
"E00021281",204,58,9,49,87,3,35,7,8,9,11,0,0,0,0,0,27,21,1,5,0,22,13,3,6,59,6,8,7,0,38
"E00021282",181,68,25,43,72,1,30,15,5,9,1,0,0,0,0,0,21,17,2,2,0,20,7,6,7,41,1,2,2,1,35
"E00021285",77,40,3,37,30,0,11,8,1,2,0,1,1,0,0,0,15,14,1,0,0,3,2,1,0,7,0,0,0,0,7
"E00021286",106,37,6,31,44,2,19,12,1,4,2,0,0,0,0,0,17,14,2,0,1,6,4,1,1,25,1,1,4,0,19
"E00021287",160,63,0,63,75,0,26,19,4,2,1,1,1,0,0,0,47,45,2,0,0,1,1,0,0,22,0,0,0,0,22
"E00021288",133,52,1,51,46,1,25,16,8,1,0,1,1,0,0,0,19,15,4,0,0,0,0,0,0,35,0,0,4,0,31
"E00021289",127,42,10,32,78,1,38,6,8,21,3,0,0,0,0,0,11,6,0,5,0,28,11,13,4,7,4,1,0,0,2
"E00021290",120,30,11,19,69,6,28,6,5,14,3,0,0,0,0,0,3,3,0,0,0,32,14,10,8,21,1,4,3,0,13
"E00021291",239,109,2,107,109,0,33,31,1,0,1,2,2,0,0,0,72,71,0,1,0,2,2,0,0,21,0,0,2,0,19
"E00021292",113,35,13,22,55,2,21,4,3,10,4,0,0,0,0,0,7,4,1,1,1,25,11,9,5,23,4,4,3,0,12
"E00021294",201,77,11,66,93,0,38,3,5,25,5,0,0,0,0,0,16,9,3,3,1,39,13,20,6,31,4,16,1,1,9
"E00021295",145,39,3,36,73,3,35,13,8,10,4,1,1,0,0,0,21,19,1,1,0,13,3,5,5,33,1,2,3,0,27
"E00021296",160,52,8,44,80,4,34,17,2,8,7,2,2,0,0,0,29,24,1,4,0,11,3,7,1,28,0,0,5,1,22
"E00021297",156,42,11,31,83,2,37,9,6,18,4,1,1,0,0,0,30,21,6,3,0,13,8,2,3,31,4,1,2,1,23
"E00021298",173,54,9,45,82,1,40,14,7,8,11,2,1,0,0,1,27,20,3,3,1,12,5,4,3,37,1,1,4,0,31
"E00021299",165,40,7,33,79,1,43,16,8,14,5,0,0,0,0,0,20,20,0,0,0,15,7,5,3,46,0,2,7,0,37
"E00021300",181,45,9,36,79,3,46,18,8,17,3,4,4,0,0,0,13,10,1,2,0,13,4,3,6,57,1,2,12,0,42
"E00021301",175,37,10,27,113,3,46,5,3,35,3,0,0,0,0,0,5,1,0,4,0,59,28,15,16,25,5,5,1,0,14
"E00021302",185,63,9,54,77,2,32,12,4,13,3,3,3,0,0,0,20,15,3,2,0,20,7,7,6,45,3,3,5,0,34
"E00021303",126,47,13,34,54,2,28,7,9,10,2,0,0,0,0,0,10,7,2,1,0,14,6,4,4,25,3,6,6,0,10
"E00021304",119,27,8,19,61,5,26,3,3,15,5,0,0,0,0,0,7,5,2,0,0,23,13,2,8,31,4,0,3,0,24
"E00021305",100,31,7,24,47,4,25,8,8,8,1,0,0,0,0,0,14,10,1,3,0,4,0,1,3,22,1,2,2,0,17
"E00021306",126,50,11,39,55,3,30,15,4,8,3,1,1,0,0,0,16,12,2,1,1,5,2,0,3,21,0,2,2,1,16
"E00021307",183,59,6,53,61,0,24,11,4,6,3,1,1,0,0,0,27,23,3,1,0,9,3,2,4,63,2,1,10,0,50
"E00021308",139,24,4,20,61,4,30,8,4,13,5,0,0,0,0,0,14,9,1,3,1,13,6,2,5,54,5,6,5,2,36
"E00021309",105,40,1,39,43,1,16,10,5,1,0,0,0,0,0,0,24,22,1,1,0,2,1,1,0,22,0,0,0,0,22
"E00021310",112,34,17,17,51,5,25,8,4,8,5,0,0,0,0,0,4,1,2,0,1,17,1,4,12,27,1,0,3,0,23
"E00021311",119,37,11,26,57,3,28,4,6,15,3,0,0,0,0,0,11,4,3,3,1,15,4,6,5,25,5,5,1,0,14
"E00021312",123,36,5,31,62,4,33,8,2,16,7,1,1,0,0,0,5,2,0,2,1,19,6,8,5,25,0,2,1,0,22
"E00021313",204,57,9,48,94,2,29,14,6,5,4,0,0,0,0,0,29,23,1,4,1,34,16,8,10,53,2,3,8,0,40
"E00021314",148,44,13,31,68,1,43,10,8,18,7,2,2,0,0,0,15,11,2,2,0,7,5,2,0,36,2,1,5,1,27
"E00021315",112,92,48,44,16,6,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,4
"E00021316",102,26,14,12,39,4,17,1,4,11,1,0,0,0,0,0,4,2,2,0,0,14,4,4,6,37,3,6,0,2,26
"E00021317",123,23,9,14,79,5,31,11,3,14,3,1,1,0,0,0,29,19,2,7,1,13,2,4,7,21,1,1,3,0,16
"E00021318",142,57,14,43,53,2,20,8,3,7,2,0,0,0,0,0,18,14,2,2,0,13,7,2,4,32,1,1,4,1,25
"E00021319",138,43,17,26,59,3,20,3,5,8,4,0,0,0,0,0,11,10,1,0,0,25,11,9,5,36,3,1,0,0,32
"E00021320",120,32,8,24,63,4,25,8,2,9,6,1,1,0,0,0,16,6,5,4,1,17,6,8,3,25,0,6,2,0,17
"E00021321",114,28,6,22,65,1,27,6,3,6,12,2,2,0,0,0,23,20,2,0,1,12,5,3,4,21,3,3,4,0,11
"E00021322",116,36,11,25,57,3,30,7,4,13,6,0,0,0,0,0,6,2,1,3,0,18,6,4,8,23,4,2,1,0,16
"E00021323",138,55,31,24,51,5,16,3,3,9,1,0,0,0,0,0,3,0,1,2,0,27,7,12,8,32,4,5,2,0,21
"E00021324",166,50,27,23,77,7,35,13,7,8,7,0,0,0,0,0,19,13,5,0,1,16,9,1,6,39,2,1,5,1,30
"E00021325",150,46,9,37,79,5,38,4,16,16,2,1,0,1,0,0,15,8,2,3,2,20,8,6,6,25,2,4,2,0,17
"E00021326",134,26,10,16,86,2,39,4,5,25,5,0,0,0,0,0,8,4,1,3,0,37,13,11,13,22,3,5,5,0,9
"E00021327",178,61,14,47,82,3,40,17,4,11,8,1,1,0,0,0,22,17,3,0,2,16,5,4,7,35,2,4,1,0,28
"E00021328",131,17,6,11,73,3,37,6,3,21,7,0,0,0,0,0,2,1,0,0,1,31,17,10,4,41,5,4,7,0,25
"E00021329",187,97,19,78,63,4,33,11,7,12,3,0,0,0,0,0,7,4,3,0,0,19,6,4,9,27,2,4,6,0,15
"E00021330",122,43,5,38,50,1,28,8,3,11,6,0,0,0,0,0,6,5,1,0,0,15,4,4,7,29,2,9,3,0,15
"E00021331",90,37,8,29,37,1,24,8,4,12,0,0,0,0,0,0,5,4,0,1,0,7,3,3,1,16,0,1,3,0,12
"E00021332",134,29,11,18,81,3,50,5,6,33,6,0,0,0,0,0,4,1,0,3,0,24,8,7,9,24,3,9,3,0,9
"E00021333",126,40,8,32,66,4,33,7,7,18,1,1,1,0,0,0,10,3,2,5,0,18,3,6,9,20,1,7,0,1,11
"E00021334",155,55,18,37,79,6,39,14,6,12,7,0,0,0,0,0,9,4,0,2,3,25,10,8,7,21,4,7,0,0,10
"E00021335",180,43,9,34,91,4,38,2,6,21,9,0,0,0,0,0,8,3,0,3,2,41,10,12,19,46,8,13,7,1,17
"E00021336",88,13,3,10,59,4,24,1,3,18,2,0,0,0,0,0,2,1,0,1,0,29,8,11,10,16,6,5,0,0,5
"E00021337",88,10,0,10,54,1,30,4,8,15,3,2,2,0,0,0,4,1,0,1,2,17,9,3,5,24,6,7,1,0,10
"E00021338",134,29,3,26,77,0,48,3,7,35,3,2,2,0,0,0,3,1,1,1,0,24,10,9,5,28,7,6,6,0,9
"E00021339",125,31,3,28,61,2,29,4,4,15,6,1,1,0,0,0,7,3,3,1,0,22,8,3,11,33,1,0,5,0,27
"E00021340",211,103,9,94,70,1,30,12,13,5,0,0,0,0,0,0,18,16,2,0,0,21,10,4,7,38,1,2,9,1,25
"E00021342",101,23,4,19,57,1,35,1,8,23,3,0,0,0,0,0,5,2,1,1,1,16,4,11,1,21,0,9,1,1,10
"E00021344",152,34,18,16,88,3,50,2,9,31,8,0,0,0,0,0,3,1,2,0,0,32,9,11,12,30,9,8,2,0,11
"E00021345",115,23,1,22,68,0,33,1,7,24,1,0,0,0,0,0,10,6,2,2,0,25,10,7,8,24,3,7,1,0,13
"E00021346",116,31,7,24,67,1,36,3,6,26,1,1,1,0,0,0,4,1,2,1,0,25,7,7,11,18,1,5,6,0,6
"E00021347",149,45,0,45,81,0,45,4,11,29,1,0,0,0,0,0,7,6,0,1,0,29,10,13,6,23,1,6,1,0,15
"E00021349",136,33,3,30,81,1,46,4,7,28,7,1,0,1,0,0,11,9,2,0,0,22,12,4,6,22,5,2,3,0,12
"E00021350",110,29,8,21,57,3,26,10,0,15,1,0,0,0,0,0,8,4,1,2,1,20,5,14,1,24,7,4,1,0,12
"E00021351",134,48,11,37,67,3,40,4,7,27,2,1,1,0,0,0,5,1,2,2,0,18,13,5,0,19,2,4,2,1,10
"E00021352",116,33,2,31,68,1,31,10,7,13,1,1,1,0,0,0,10,10,0,0,0,25,17,6,2,15,1,4,1,0,9
"E00021353",127,58,22,36,50,2,28,8,6,13,1,0,0,0,0,0,3,0,3,0,0,17,7,6,4,19,4,4,3,2,6
"E00021354",142,31,9,22,84,1,48,7,7,25,9,0,0,0,0,0,11,7,4,0,0,24,9,6,9,27,4,3,0,0,20
"E00021355",161,76,17,59,56,1,22,16,3,3,0,1,1,0,0,0,23,20,2,1,0,9,5,3,1,29,1,2,3,0,23
"E00021357",118,29,8,21,66,1,37,3,5,25,4,0,0,0,0,0,9,5,0,4,0,19,4,6,9,23,7,9,1,0,6
"E00021359",110,31,8,23,59,5,36,6,3,24,3,2,2,0,0,0,7,3,2,2,0,9,0,5,4,20,2,6,2,0,10
"E00021360",127,27,10,17,65,0,43,1,11,30,1,0,0,0,0,0,5,3,1,0,1,17,10,5,2,35,5,8,5,0,17
"E00021361",131,35,6,29,78,2,22,3,6,13,0,0,0,0,0,0,14,7,1,5,1,40,13,23,4,18,2,5,1,0,10
"E00021363",141,38,17,21,86,3,39,8,6,20,5,0,0,0,0,0,8,4,2,2,0,36,13,18,5,17,3,3,2,0,9
"E00021364",161,31,10,21,88,3,57,6,2,35,14,0,0,0,0,0,7,2,2,3,0,21,7,4,10,42,7,9,3,1,22
