"GeographyCode","QS801EW0001","QS801EW0002","QS801EW0003","QS801EW0004","QS801EW0005","QS801EW0006","QS801EW0007","QS801EW0008","QS801EW0009","QS801EW0010","QS801EW0011","QS801EW0012","QS801EW0013"
"E01004251",2082,1212,0,6,22,38,59,140,194,86,133,124,68
"E01004252",2707,1500,0,1,15,37,75,180,257,146,171,220,105
"E01004253",2340,1462,1,2,24,31,60,132,194,106,114,134,80
"E01004254",2120,1076,1,2,8,12,65,67,159,108,223,271,128
"E01004255",1618,806,0,0,6,35,71,143,148,95,111,128,75
"E01004256",1729,926,0,1,23,28,44,162,150,102,93,142,58
"E01004257",1884,1101,2,3,17,28,42,153,142,103,107,129,57
"E01004258",1506,902,1,5,15,38,41,67,117,63,94,96,67
"E01004259",1723,1083,0,1,11,24,35,77,125,70,97,149,51
"E01004260",1790,1048,0,3,13,27,48,124,138,81,93,136,79
"E01004261",2525,1274,0,0,7,21,53,128,198,56,89,174,525
"E01004262",1742,969,1,5,10,23,44,104,101,61,61,132,231
"E01004263",1419,967,2,7,17,18,32,90,103,34,50,62,37
"E01004264",1537,753,0,1,12,36,74,158,119,59,112,124,89
"E01004266",1545,1112,1,2,13,19,24,89,76,51,49,72,37
"E01004267",1767,1131,0,2,12,22,47,125,127,58,73,113,57
"E01004268",1784,975,4,6,15,39,46,155,181,88,84,125,66
"E01004269",1975,1090,1,6,22,31,34,149,142,94,114,166,126
"E01004270",2236,1253,1,2,8,24,51,122,145,88,190,226,126
"E01004271",1589,887,2,2,16,18,52,119,168,92,92,101,40
"E01004272",2099,1154,0,0,15,35,85,228,219,94,98,118,53
"E01004273",1904,1061,1,1,26,41,90,187,202,62,79,103,51
"E01004274",1973,1066,0,0,15,33,86,208,112,89,114,160,90
"E01004275",1879,1193,0,0,5,14,23,54,120,90,122,150,108
"E01004276",2024,1014,0,0,4,17,33,29,111,151,219,267,179
"E01004277",1630,631,0,1,2,15,25,24,135,143,204,254,196
"E01004280",1879,1036,0,3,11,25,69,108,143,100,126,164,94
"E01004281",1770,770,0,2,1,8,33,56,140,118,192,266,184
"E01004283",2317,1366,0,4,24,40,91,179,190,82,90,134,117
"E01004284",2302,1384,1,1,10,47,74,209,184,115,118,130,29
"E01004285",2318,1345,2,1,11,47,103,242,220,98,85,119,45
"E01004286",2364,1518,0,4,18,42,79,204,187,84,91,112,25
"E01004287",2171,1214,0,3,26,53,87,151,206,88,127,155,61
"E01004288",1620,1018,3,3,11,25,57,131,164,54,57,70,27
"E01004289",1844,1111,0,2,14,42,80,122,153,71,75,118,56
"E01004290",1302,816,1,3,14,22,24,51,66,39,80,121,65
"E01004291",1844,1122,1,5,16,16,53,49,152,77,114,159,80
"E01004292",1738,980,0,0,3,17,27,70,118,84,160,195,84
"E01004293",2125,1231,0,2,20,26,41,90,114,112,146,214,129
"E01004294",1757,1032,0,3,14,29,50,66,146,74,114,131,98
"E01004295",1516,814,0,5,18,35,64,164,141,55,65,100,55
"E01004296",1605,968,1,6,17,28,66,115,109,54,89,101,51
"E01004297",1826,1117,1,2,9,32,44,59,134,65,112,179,72
"E01004298",1637,889,0,2,18,41,68,150,139,84,79,103,64
"E01004300",1349,801,2,4,11,26,47,107,144,60,63,59,25
"E01004301",1324,713,1,1,3,38,65,128,110,56,82,75,52
"E01004302",1987,970,0,4,11,30,83,183,184,108,148,181,85
"E01004303",2362,1429,0,8,14,36,46,140,176,103,159,167,84
"E01004304",1957,1026,0,2,19,40,100,168,178,120,123,136,45
"E01004305",1952,1126,0,13,22,43,55,141,152,102,106,129,63
"E01004306",1799,937,0,2,27,58,93,131,139,77,108,142,85
"E01004307",2186,925,0,1,9,28,32,73,169,92,165,313,379
"E01004308",1478,764,0,5,14,50,84,129,104,57,71,114,86
"E01004309",2852,1483,0,7,26,72,104,238,263,147,137,196,179
"E01004310",1971,965,1,2,14,55,97,212,135,82,122,186,100
"E01004311",1518,929,1,4,13,28,42,96,135,60,67,102,41
"E01004312",1614,900,0,6,24,53,70,126,119,56,74,110,76
"E01004313",2043,1180,0,9,8,23,51,139,185,89,104,161,94
"E01004314",1100,758,0,2,16,20,24,49,67,37,34,55,38
"E01004315",1628,905,0,3,23,41,45,129,142,64,91,124,61
"E01004316",1138,643,0,0,10,21,36,103,93,58,52,77,45
"E01004317",2706,1588,0,2,14,39,56,156,201,131,153,221,145
"E01004318",1459,856,0,1,3,14,40,83,138,80,69,88,87
"E01004319",1886,902,0,3,14,69,124,158,130,104,107,163,112
"E01004321",1822,928,1,3,16,56,135,166,146,101,84,124,62
"E01004322",1292,700,1,2,11,24,39,71,121,50,86,110,77
"E01004323",1466,829,2,2,14,25,63,144,98,47,86,84,72
"E01004324",1574,842,0,1,12,32,77,169,127,61,77,113,63
"E01004325",2487,1259,0,2,15,38,59,148,170,133,196,320,147
"E01004326",1444,737,1,5,9,21,55,106,129,89,87,146,59
"E01032764",1302,853,1,0,10,22,21,51,84,46,88,89,37
"E01032765",1488,1087,0,1,11,18,22,58,84,32,59,75,41
"E01032766",1307,671,0,0,9,18,28,90,96,62,113,155,65
"E01032767",1584,739,0,1,6,6,21,54,96,79,143,287,152
"E01032768",1307,684,0,1,3,6,18,44,83,88,120,170,90
"E01032769",1235,654,0,0,4,16,34,63,107,53,101,112,91
"E01032770",1191,484,0,1,2,16,16,42,83,87,115,173,172
"E01032771",1104,448,0,1,4,5,17,51,103,95,108,170,102
"E01032772",1135,516,0,1,8,15,34,65,76,59,79,141,141
"E01032773",1561,639,0,0,1,8,18,46,147,135,158,206,203
"E01032774",1298,701,1,2,5,13,24,69,90,88,94,139,72
"E01032775",1108,484,0,0,0,5,24,37,84,54,126,173,121
"E01032776",1076,372,0,1,0,2,12,32,79,98,141,209,130
"E01032777",1141,546,0,1,2,8,26,51,103,94,108,127,75
"E01032778",1108,452,0,0,2,10,18,25,69,83,141,170,138
"E01032779",1089,497,4,0,3,7,9,33,75,83,121,153,104
"E01032780",1333,526,0,0,3,4,25,42,94,113,176,231,119
"E01032781",1535,677,0,0,3,14,24,62,120,103,167,215,150
"E01032782",1614,741,0,0,5,6,38,77,139,93,125,188,202
"E01032783",1383,646,1,0,13,16,47,60,86,80,132,197,105
"E01032784",1516,993,2,3,11,9,14,55,96,64,108,116,45
"E01032785",1348,827,0,1,3,10,20,54,109,64,110,106,44
"E01032786",1561,985,0,7,6,21,33,97,134,83,78,77,40
"E01032787",2567,1505,0,2,11,55,96,243,236,88,108,154,69
