"GeographyCode","QS303EW0001","QS303EW0002","QS303EW0003","QS303EW0004"
"E00021349",399,20,28,351
"E00021350",354,35,29,290
"E00021351",381,31,26,324
"E00021352",284,16,17,251
"E00021353",308,31,29,248
"E00021354",463,47,42,374
"E00021355",300,11,20,269
"E00021357",412,41,32,339
"E00021359",369,17,24,328
"E00021360",450,23,39,388
"E00021361",371,26,17,328
"E00021363",389,31,38,320
"E00021364",570,34,48,488
"E00021365",282,20,19,243
"E00021366",371,37,46,288
"E00021367",318,33,26,259
"E00021368",399,29,28,342
"E00021369",232,21,17,194
"E00021370",616,46,53,517
"E00021371",199,15,13,171
"E00021372",385,28,24,333
"E00021374",420,62,51,307
"E00021375",389,28,35,326
"E00021376",384,29,37,318
"E00021377",586,34,39,513
"E00021378",424,32,31,361
"E00021379",283,35,33,215
"E00021380",329,44,56,229
"E00021381",410,39,27,344
"E00021382",411,33,24,354
"E00021383",523,63,63,397
"E00021384",220,2,11,207
"E00021385",433,29,23,381
"E00021386",360,25,30,305
"E00021387",664,72,57,535
"E00021388",330,39,20,271
"E00021391",492,40,44,408
"E00021392",369,22,28,319
"E00021393",423,45,40,338
"E00021394",358,40,21,297
"E00021395",336,30,33,273
"E00021396",351,41,44,266
"E00021397",566,54,37,475
"E00021398",474,43,27,404
"E00021399",371,31,22,318
"E00021400",394,28,25,341
"E00021402",276,32,24,220
"E00021404",256,1,10,245
"E00021405",429,36,31,362
"E00021406",371,39,36,296
"E00021407",540,37,38,465
"E00021408",340,9,12,319
"E00021409",274,4,10,260
"E00021410",316,22,20,274
"E00021411",389,35,39,315
"E00021412",514,33,25,456
"E00021413",413,35,35,343
"E00021414",402,28,42,332
"E00021415",379,26,26,327
"E00021416",369,34,39,296
"E00021417",275,32,21,222
"E00021418",213,6,1,206
"E00021419",446,29,36,381
"E00021420",285,23,20,242
"E00021421",448,42,49,357
"E00021422",209,19,12,178
"E00021423",417,36,42,339
"E00021424",212,4,2,206
"E00021425",232,2,6,224
"E00021426",349,10,31,308
"E00021427",229,1,10,218
"E00021428",393,18,28,347
"E00021429",141,6,8,127
"E00021430",331,24,26,281
"E00021431",319,41,27,251
"E00021432",387,50,41,296
"E00021433",624,51,31,542
"E00021434",421,29,36,356
"E00021437",318,29,32,257
"E00021438",210,38,35,137
"E00021439",236,24,29,183
"E00021440",451,30,35,386
"E00021441",358,24,19,315
"E00021442",335,37,39,259
"E00021443",265,49,35,181
"E00021444",348,30,25,293
"E00021445",422,36,40,346
"E00021446",448,30,29,389
"E00021447",266,6,9,251
"E00021448",337,24,24,289
"E00021449",333,30,19,284
"E00021450",187,14,15,158
"E00021451",400,29,33,338
"E00021452",212,23,12,177
"E00021453",310,33,35,242
"E00021454",357,27,29,301
"E00021455",346,25,33,288
"E00021458",288,15,17,256
"E00021459",256,11,18,227
"E00021460",385,16,17,352
"E00021461",250,16,19,215
"E00021462",314,32,23,259
"E00021463",338,26,33,279
"E00021464",279,19,16,244
"E00021465",416,26,43,347
"E00021466",735,23,40,672
"E00021467",371,30,26,315
"E00021468",265,19,18,228
"E00021469",446,31,34,381
"E00021470",282,37,25,220
"E00021471",373,33,35,305
"E00021473",422,30,18,374
"E00021474",402,24,35,343
"E00021475",377,32,28,317
"E00021476",406,29,25,352
"E00021477",460,23,25,412
"E00021478",333,24,26,283
"E00021479",411,11,14,386
"E00021480",303,6,13,284
"E00021481",413,33,28,352
"E00021482",455,19,33,403
"E00021483",600,19,26,555
"E00021484",364,9,19,336
"E00021485",330,18,29,283
"E00021486",387,34,24,329
"E00021487",220,12,19,189
"E00021488",444,37,24,383
"E00021489",346,24,28,294
"E00021490",306,14,19,273
"E00021491",285,18,16,251
"E00021492",372,45,24,303
"E00021493",481,33,47,401
"E00021494",546,67,37,442
"E00021495",609,37,52,520
"E00021496",360,34,23,303
"E00021497",517,43,40,434
"E00021498",389,35,33,321
"E00021499",310,14,14,282
"E00021500",319,17,22,280
"E00021501",304,35,31,238
"E00021502",375,42,41,292
"E00021503",393,23,26,344
"E00021504",399,25,19,355
"E00021505",312,33,35,244
"E00021506",317,27,19,271
"E00021507",376,28,21,327
"E00021508",395,17,19,359
"E00021509",517,77,37,403
"E00021510",240,9,5,226
"E00021511",205,3,3,199
"E00021516",252,11,19,222
"E00021517",304,8,17,279
"E00021518",337,18,23,296
"E00021519",463,24,28,411
"E00021520",216,8,7,201
"E00021521",259,24,15,220
"E00021522",468,42,43,383
"E00021524",590,20,23,547
"E00021525",308,7,7,294
"E00021526",342,2,12,328
"E00021527",317,3,9,305
"E00021528",259,20,21,218
"E00021529",192,36,23,133
"E00021531",597,50,36,511
"E00021532",318,3,6,309
"E00021533",242,4,8,230
"E00021534",225,3,4,218
"E00021535",286,11,11,264
"E00021536",282,2,7,273
"E00021537",339,3,13,323
"E00021538",684,3,12,669
"E00021539",252,2,4,246
"E00021541",229,10,9,210
"E00021542",218,4,8,206
"E00021543",270,2,10,258
"E00021544",180,2,4,174
"E00021546",196,1,2,193
"E00021547",278,33,30,215
"E00021549",386,31,38,317
"E00021550",403,32,29,342
"E00021552",241,20,15,206
"E00021553",349,38,37,274
"E00021554",259,6,15,238
"E00021555",447,18,27,402
"E00021556",285,5,7,273
"E00021557",340,7,5,328
"E00021559",338,47,31,260
"E00021560",431,41,47,343
"E00021561",278,11,16,251
"E00021562",372,28,22,322
"E00021563",402,32,29,341
"E00021564",313,38,31,244
"E00021565",207,15,24,168
"E00021566",446,29,21,396
"E00021567",351,32,30,289
"E00021569",302,13,7,282
"E00021572",433,25,29,379
"E00021574",267,18,22,227
"E00021577",291,35,40,216
"E00021579",362,23,14,325
"E00021580",423,36,43,344
"E00021582",401,36,44,321
"E00021583",434,36,38,360
"E00021584",302,31,34,237
"E00021585",590,42,35,513
"E00021586",455,37,39,379
"E00021587",396,31,32,333
"E00021588",333,39,26,268
"E00021590",376,45,24,307
"E00021591",491,47,44,400
"E00021592",315,39,26,250
"E00021593",225,51,31,143
"E00021594",336,34,26,276
"E00021595",354,30,29,295
"E00021596",381,41,27,313
"E00021597",374,24,20,330
"E00021598",260,12,8,240
"E00021599",326,5,4,317
"E00021600",308,9,13,286
"E00021601",230,8,10,212
"E00021602",368,17,18,333
"E00021603",184,2,5,177
"E00021604",356,27,19,310
"E00021605",289,7,20,262
"E00021606",282,15,15,252
"E00021607",262,28,34,200
"E00021608",217,5,12,200
"E00021610",323,28,18,277
"E00021611",397,37,24,336
"E00021612",214,2,9,203
"E00021613",188,2,4,182
"E00021614",263,4,7,252
"E00021615",218,4,7,207
"E00021616",438,35,40,363
"E00021617",166,0,3,163
"E00021618",282,16,15,251
"E00021619",463,39,32,392
"E00021620",246,12,17,217
"E00021621",333,31,39,263
"E00021622",247,5,6,236
"E00021623",189,13,16,160
"E00021624",292,8,12,272
"E00021625",510,26,32,452
"E00021626",329,20,19,290
"E00021627",372,13,9,350
"E00021628",214,9,13,192
"E00021629",229,3,7,219
"E00021630",262,22,25,215
"E00021631",305,1,7,297
"E00021632",229,2,6,221
"E00021633",214,2,6,206
"E00021634",283,19,12,252
"E00021635",227,5,3,219
"E00021636",335,30,28,277
"E00021637",509,28,46,435
"E00021639",347,46,37,264
"E00021640",397,35,32,330
"E00021641",415,40,41,334
"E00021642",335,30,34,271
"E00021643",246,28,28,190
"E00021644",327,52,24,251
"E00021646",498,35,46,417
"E00021648",202,9,6,187
"E00021649",434,25,29,380
"E00021650",265,14,12,239
"E00021651",251,6,6,239
"E00021652",276,6,6,264
"E00021653",547,31,30,486
"E00021654",379,36,34,309
"E00021655",274,23,28,223
"E00021656",386,32,23,331
"E00021657",204,2,2,200
"E00021658",177,5,4,168
"E00021659",335,26,27,282
"E00021660",278,28,28,222
"E00021661",488,52,52,384
"E00021662",566,52,43,471
"E00021663",236,26,30,180
"E00021665",473,41,35,397
"E00021666",564,24,37,503
"E00021667",490,40,44,406
"E00021668",511,66,34,411
"E00021669",488,44,34,410
"E00021670",402,29,30,343
"E00021671",351,17,33,301
"E00021672",416,33,31,352
"E00021673",452,62,63,327
"E00021674",378,22,34,322
"E00021675",518,49,48,421
"E00021676",293,1,11,281
"E00021677",345,31,31,283
"E00021678",438,23,20,395
"E00021679",150,3,6,141
"E00021680",494,24,35,435
"E00021681",262,7,9,246
"E00021682",545,65,44,436
"E00021683",509,41,52,416
"E00021685",568,28,39,501
"E00021686",531,9,19,503
"E00021687",435,25,27,383
"E00021688",381,24,36,321
"E00021689",399,1,6,392
"E00021690",445,22,22,401
"E00021691",315,31,24,260
"E00021692",271,10,12,249
"E00021693",430,20,19,391
"E00021694",454,28,35,391
"E00021695",372,17,21,334
"E00021696",527,34,44,449
"E00021697",305,25,17,263
"E00021698",340,27,32,281
"E00021699",390,46,31,313
"E00021700",511,38,31,442
"E00021701",442,36,25,381
"E00021702",370,44,28,298
"E00021703",315,33,26,256
"E00021704",375,13,18,344
"E00021705",431,29,29,373
"E00021706",338,33,28,277
"E00021707",377,20,30,327
"E00021708",298,41,31,226
"E00021709",324,25,26,273
"E00021710",313,34,29,250
"E00021711",471,22,27,422
"E00021712",297,27,15,255
"E00021713",295,15,19,261
"E00021714",209,25,29,155
"E00021715",361,18,32,311
"E00021716",280,78,41,161
"E00021717",253,29,24,200
"E00021718",361,17,21,323
"E00021719",163,11,13,139
"E00021722",342,23,24,295
"E00021723",295,17,20,258
"E00021724",260,8,13,239
"E00021725",232,11,26,195
"E00021726",268,25,19,224
"E00021727",249,21,26,202
"E00021728",253,42,19,192
"E00021729",190,26,9,155
"E00021730",370,32,30,308
"E00021731",396,29,35,332
"E00021732",268,15,13,240
"E00021733",578,51,44,483
"E00021734",599,58,48,493
"E00021735",481,47,34,400
"E00021736",492,42,47,403
"E00021737",283,16,17,250
"E00021738",332,30,38,264
"E00021739",273,8,9,256
"E00021740",393,36,32,325
"E00021741",223,2,3,218
"E00021742",547,21,30,496
"E00021743",313,29,33,251
"E00021744",568,20,23,525
"E00021745",233,26,20,187
"E00021746",233,3,11,219
"E00021748",534,43,49,442
"E00021750",449,38,28,383
"E00021752",422,40,35,347
"E00021753",282,30,22,230
"E00021754",204,33,22,149
"E00021755",358,20,28,310
"E00021756",217,11,10,196
"E00021757",248,27,29,192
"E00021758",322,27,31,264
"E00021759",373,36,33,304
"E00021760",351,28,22,301
"E00021761",341,6,8,327
"E00021762",312,16,28,268
"E00021763",394,48,26,320
"E00021764",467,17,33,417
"E00021766",413,38,40,335
"E00021767",233,19,22,192
"E00167078",503,14,22,467
"E00167079",222,1,4,217
"E00167080",390,20,22,348
"E00167081",279,5,8,266
"E00167082",309,9,5,295
"E00167083",343,35,15,293
"E00167084",231,2,1,228
"E00167085",267,16,19,232
"E00167086",368,14,18,336
"E00167087",282,2,7,273
"E00167088",210,0,7,203
"E00167089",171,9,16,146
"E00167090",195,8,13,174
"E00167091",331,5,11,315
"E00167092",294,8,15,271
"E00167093",196,1,8,187
"E00167094",292,12,11,269
"E00167095",379,60,42,277
"E00167096",131,2,2,127
"E00167097",259,11,7,241
"E00167098",131,2,0,129
"E00167099",110,2,2,106
"E00167100",519,2,3,514
"E00167101",256,3,4,249
"E00167102",300,5,21,274
"E00167103",206,2,1,203
"E00167104",216,2,4,210
"E00167105",479,40,42,397
"E00167106",314,3,13,298
"E00167107",238,18,13,207
"E00167108",400,41,36,323
"E00167109",261,5,10,246
"E00167110",293,13,14,266
"E00167111",282,0,3,279
"E00167112",795,23,26,746
"E00167113",473,27,29,417
"E00167114",464,43,42,379
"E00167115",727,10,19,698
"E00167116",280,24,14,242
"E00167117",133,3,5,125
"E00167118",244,1,4,239
"E00167119",305,11,17,277
"E00167120",283,9,9,265
"E00167121",265,1,5,259
"E00167122",202,7,12,183
"E00167123",347,21,20,306
"E00167124",308,15,7,286
"E00167125",173,4,7,162
"E00167126",367,1,5,361
"E00167127",265,5,8,252
"E00167128",276,5,23,248
"E00167129",615,13,19,583
"E00167130",834,16,22,796
"E00167131",145,20,17,108
"E00167132",393,5,6,382
"E00167133",175,10,13,152
"E00167134",222,6,3,213
"E00167135",269,5,12,252
"E00167136",178,20,12,146
"E00167137",222,4,3,215
"E00167138",230,9,6,215
"E00167139",305,3,1,301
"E00167140",246,7,8,231
"E00167141",313,3,4,306
"E00167142",453,14,15,424
"E00167143",337,27,16,294
"E00167144",428,43,41,344
"E00167145",196,3,5,188
"E00167146",300,6,5,289
"E00167147",277,6,13,258
"E00167148",188,1,3,184
"E00167149",167,4,2,161
"E00167150",366,2,10,354
"E00167151",423,7,12,404
"E00167152",164,2,3,159
"E00167153",402,6,17,379
"E00167154",205,1,2,202
"E00167155",310,9,5,296
"E00167156",336,28,36,272
"E00167157",317,3,5,309
"E00167158",257,1,3,253
"E00167159",211,3,2,206
"E00167160",316,26,24,266
"E00167161",312,28,27,257
"E00167162",337,3,4,330
"E00167163",260,5,5,250
"E00167164",118,1,6,111
"E00167165",228,0,6,222
"E00167166",464,4,8,452
"E00167167",267,4,8,255
"E00167168",281,10,13,258
"E00167169",375,32,44,299
"E00167170",171,5,3,163
"E00167171",211,14,18,179
"E00167172",203,10,24,169
"E00167173",473,58,51,364
"E00167174",240,4,4,232
"E00167175",212,7,8,197
"E00167176",344,22,27,295
"E00167177",264,2,4,258
"E00167178",321,16,21,284
"E00167179",240,2,10,228
"E00167180",311,13,12,286
"E00167181",160,5,8,147
"E00167182",149,10,13,126
"E00167183",139,5,7,127
"E00167184",175,10,7,158
"E00167185",247,34,29,184
"E00167186",243,9,10,224
"E00167187",288,8,12,268
"E00167188",304,6,5,293
"E00167189",273,20,19,234
"E00167190",210,9,12,189
"E00167191",216,4,5,207
"E00167192",230,13,8,209
"E00167193",220,28,30,162
"E00167194",287,12,19,256
"E00167195",189,4,13,172
"E00167196",204,28,22,154
"E00167197",246,41,18,187
"E00167198",535,41,64,430
"E00167199",171,5,9,157
"E00167200",218,5,8,205
"E00167201",319,32,38,249
"E00167202",197,34,24,139
"E00167203",384,18,26,340
"E00167204",239,3,7,229
"E00167205",326,17,46,263
"E00167206",387,40,21,326
"E00167207",335,7,20,308
"E00167208",266,1,6,259
"E00167209",376,6,11,359
"E00167210",141,2,1,138
"E00167211",398,26,23,349
"E00167212",282,15,14,253
"E00167213",397,29,40,328
"E00167214",362,20,18,324
"E00167215",327,16,12,299
"E00167216",379,34,29,316
"E00167217",278,24,29,225
"E00167218",303,10,12,281
"E00167219",307,20,19,268
"E00167220",228,0,4,224
"E00167221",419,31,30,358
"E00167222",322,26,27,269
"E00167223",393,20,29,344
"E00167224",351,27,19,305
"E00167225",402,16,18,368
"E00167226",226,1,7,218
"E00167227",336,26,21,289
"E00167228",292,14,17,261
"E00167229",341,44,21,276
"E00167230",196,2,9,185
"E00167231",260,8,17,235
"E00167232",200,6,5,189
"E00167233",213,4,9,200
"E00167234",378,27,21,330
"E00167235",462,47,42,373
"E00167236",180,4,3,173
"E00167237",192,4,5,183
"E00167238",349,15,32,302
"E00167239",188,8,17,163
"E00167240",481,59,33,389
"E00167241",380,27,43,310
"E00167242",191,8,9,174
"E00167243",283,6,6,271
"E00167244",255,3,7,245
"E00167245",302,25,20,257
"E00167246",226,35,17,174
"E00167247",171,3,4,164
"E00167248",369,6,9,354
"E00167249",352,8,2,342
"E00167250",428,21,25,382
"E00167251",1055,2,28,1025
"E00167252",381,15,27,339
"E00167253",310,8,11,291
"E00167254",255,22,19,214
"E00167255",382,32,24,326
"E00167256",280,4,16,260
"E00167257",367,11,15,341
"E00167258",393,48,35,310
"E00167259",255,21,24,210
"E00167260",574,137,53,384
"E00167261",401,20,17,364
"E00167262",91,1,2,88
"E00167263",192,2,3,187
"E00167264",287,20,26,241
"E00167265",371,79,47,245
"E00167266",315,43,28,244
