"GeographyCode","QS502EW0001","QS502EW0002","QS502EW0003","QS502EW0004","QS502EW0005","QS502EW0006","QS502EW0007","QS502EW0008","QS502EW0009","QS502EW0010","QS502EW0011","QS502EW0012","QS502EW0013","QS502EW0014"
"E00021211",302,60,66,21,104,29,7,74,29,88,5,20,29,71
"E00021212",206,49,67,20,48,24,4,29,14,39,7,9,16,37
"E00021213",312,91,65,19,63,29,4,43,18,71,7,14,16,71
"E00021214",408,71,99,21,103,36,6,92,22,152,11,33,25,103
"E00021215",429,14,150,13,208,23,3,210,31,204,4,50,49,119
"E00021216",265,62,64,18,49,23,7,29,16,68,9,22,23,49
"E00021217",432,58,106,31,131,31,6,104,24,128,5,23,24,139
"E00021218",409,30,107,15,175,26,6,139,25,201,18,75,60,117
"E00021219",213,68,46,10,59,21,6,32,13,42,3,22,30,29
"E00021220",295,13,68,12,122,19,3,100,14,189,5,66,26,106
"E00021223",355,23,87,24,164,31,8,138,18,213,7,64,46,99
"E00021224",340,64,80,16,88,24,10,80,18,142,7,46,40,88
"E00021225",244,67,38,14,53,26,4,40,12,77,5,28,20,61
"E00021227",225,38,58,8,76,22,7,52,17,81,3,38,36,45
"E00021228",290,100,44,14,52,23,8,38,18,56,4,27,34,56
"E00021229",221,49,63,20,62,22,4,43,14,50,3,12,25,44
"E00021230",217,39,51,7,83,17,5,72,10,95,5,42,26,50
"E00021231",185,57,50,5,54,16,8,37,10,47,5,30,23,23
"E00021235",248,90,65,9,50,24,4,27,14,40,5,9,17,37
"E00021236",241,45,68,14,68,19,2,59,9,94,8,37,21,57
"E00021238",367,8,100,9,178,24,4,150,19,237,10,94,47,116
"E00021239",253,2,48,8,91,18,2,92,10,189,12,73,29,103
"E00021240",284,11,70,14,118,21,6,113,14,172,7,66,41,87
"E00021241",252,7,62,15,127,14,3,91,13,132,10,63,44,64
"E00021243",275,63,75,15,45,21,1,37,11,72,5,19,35,78
"E00021244",203,80,45,24,29,26,3,25,14,28,2,21,20,35
"E00021245",195,73,47,16,38,17,4,22,9,34,4,12,16,34
"E00021246",395,101,103,23,102,40,13,80,25,110,10,44,36,71
"E00021247",274,86,73,16,62,24,6,44,13,38,6,16,23,35
"E00021248",239,45,73,27,46,34,7,32,19,49,8,23,35,54
"E00021249",249,102,74,25,37,30,9,18,22,14,4,9,18,13
"E00021251",223,62,52,13,47,24,4,27,22,61,3,22,23,42
"E00021252",242,7,48,9,91,18,3,75,18,122,13,63,38,88
"E00021253",243,78,58,18,47,27,5,32,14,61,2,17,21,32
"E00021254",204,7,38,12,75,17,4,72,17,117,12,38,36,78
"E00021255",193,3,42,6,92,14,1,93,16,128,4,54,37,68
"E00021256",214,15,63,11,91,15,2,78,11,119,8,35,26,59
"E00021257",209,17,53,9,92,25,6,58,16,95,3,45,27,54
"E00021258",266,106,65,14,49,27,10,22,15,33,9,15,28,29
"E00021259",305,82,65,13,66,33,4,37,15,75,9,19,38,79
"E00021260",255,80,54,13,68,18,3,66,14,64,6,19,42,34
"E00021261",217,48,70,11,90,16,0,69,13,85,4,25,24,42
"E00021262",218,63,64,23,38,30,2,28,12,33,4,16,17,38
"E00021263",327,48,129,20,171,35,3,158,24,163,9,68,34,30
"E00021266",231,26,78,18,105,25,8,90,28,111,17,33,34,31
"E00021267",257,71,77,19,62,32,6,52,20,63,7,28,25,41
"E00021268",203,40,49,18,80,21,3,52,15,53,4,19,23,40
"E00021271",330,105,88,16,89,37,11,59,29,63,10,56,31,31
"E00021272",182,51,53,15,48,20,5,37,6,45,5,10,18,15
"E00021273",237,104,42,11,54,26,6,41,13,40,4,19,20,17
"E00021274",385,155,94,34,67,42,5,43,33,51,4,18,35,35
"E00021275",206,76,43,13,31,25,7,23,13,44,3,16,20,27
"E00021277",208,81,69,19,34,23,6,23,16,21,4,7,18,10
"E00021278",148,48,35,12,41,13,2,27,10,40,4,7,19,20
"E00021279",322,122,88,22,57,46,4,32,19,35,3,15,24,37
"E00021280",245,56,76,12,88,27,4,86,22,78,11,24,30,47
"E00021281",436,87,104,31,186,45,9,139,34,151,9,40,53,69
"E00021282",343,85,93,12,137,21,5,122,12,134,8,53,33,42
"E00021285",112,10,36,6,65,4,1,55,12,67,3,22,13,17
"E00021286",209,21,60,12,110,20,6,95,20,102,12,34,30,39
"E00021287",266,3,87,14,172,20,3,150,17,189,9,55,38,48
"E00021288",225,5,89,10,139,22,1,123,11,149,10,58,34,44
"E00021289",210,69,51,17,46,31,4,19,22,31,5,17,10,35
"E00021290",247,74,66,15,69,34,4,47,20,39,7,17,36,42
"E00021291",369,6,133,23,239,29,4,196,36,246,19,69,64,69
"E00021292",231,80,51,10,56,25,7,46,14,46,13,21,24,34
"E00021294",367,129,99,35,76,29,3,48,20,54,6,18,35,44
"E00021295",327,44,94,10,168,24,3,152,27,151,14,62,31,49
"E00021296",300,37,87,10,137,17,6,129,12,153,4,52,47,62
"E00021297",338,68,85,14,163,24,10,139,12,166,10,58,55,44
"E00021298",365,40,123,21,211,23,5,184,29,193,12,73,62,62
"E00021299",371,66,115,21,182,32,4,148,22,154,14,51,53,48
"E00021300",426,30,141,16,273,23,4,252,20,251,7,96,66,62
"E00021301",331,99,95,39,65,47,3,41,26,68,8,20,28,53
"E00021302",384,71,123,28,149,34,7,127,29,140,11,47,45,62
"E00021303",286,76,61,23,82,38,7,43,12,64,5,20,16,47
"E00021304",296,64,71,15,88,17,4,76,17,95,6,21,28,58
"E00021305",214,19,58,3,142,16,2,124,12,131,7,47,29,23
"E00021306",231,20,85,18,120,21,7,107,13,128,9,63,39,24
"E00021307",436,45,143,20,248,34,3,212,30,233,9,86,61,81
"E00021308",371,62,114,23,176,29,8,155,22,157,10,42,43,58
"E00021309",177,6,63,12,109,15,8,91,12,117,5,49,21,33
"E00021310",215,57,54,12,54,20,3,39,18,55,10,18,25,30
"E00021311",246,79,70,26,60,25,3,51,13,43,2,15,27,22
"E00021312",241,45,79,14,111,23,7,95,17,104,5,47,30,32
"E00021313",404,44,131,21,204,38,10,159,24,190,12,69,48,59
"E00021314",305,43,103,15,162,20,5,139,25,164,6,70,35,37
"E00021315",135,78,12,3,14,12,4,10,9,16,1,13,14,21
"E00021316",247,86,58,16,58,19,5,35,9,53,3,16,14,37
"E00021317",264,34,84,11,150,22,7,138,15,136,15,64,43,32
"E00021318",262,60,62,9,100,28,2,87,14,106,6,27,18,41
"E00021319",268,75,69,14,102,35,4,87,20,93,3,30,29,33
"E00021320",257,69,86,19,96,27,9,81,19,83,5,35,25,16
"E00021321",248,59,58,20,96,21,4,87,9,101,4,27,25,37
"E00021322",243,75,56,21,56,26,8,38,11,57,4,21,24,43
"E00021323",290,93,65,19,60,25,2,58,14,67,7,24,19,47
"E00021324",339,65,99,16,162,30,2,136,17,160,6,45,43,51
"E00021325",309,68,106,15,130,23,7,104,24,124,9,45,45,35
"E00021326",303,79,67,16,57,24,3,40,17,63,9,20,19,72
"E00021327",342,70,112,16,146,39,9,117,24,138,8,60,46,36
"E00021328",309,70,78,14,58,26,4,35,13,73,9,19,25,86
"E00021329",326,109,76,27,81,34,2,51,20,58,9,22,32,55
"E00021330",264,71,82,11,65,30,3,53,20,62,7,15,24,38
"E00021331",155,30,35,21,44,24,4,32,8,46,5,17,17,37
"E00021332",333,126,80,17,70,35,2,38,25,42,6,15,26,41
"E00021333",262,94,63,14,54,24,2,34,14,50,6,14,20,30
"E00021334",294,109,68,25,51,31,5,32,23,49,3,14,32,46
"E00021335",423,132,103,36,86,32,8,58,25,74,9,28,43,50
"E00021336",189,61,46,15,37,22,1,15,15,17,2,10,15,26
"E00021337",247,76,67,13,67,27,3,39,26,31,8,5,21,33
"E00021338",297,83,81,24,59,31,4,33,20,53,10,14,17,50
"E00021339",272,46,73,18,118,27,5,96,15,107,7,34,34,54
"E00021340",336,54,96,22,90,28,9,74,30,119,14,32,34,93
"E00021342",213,56,70,23,42,29,1,34,19,33,2,18,24,33
"E00021344",385,136,111,32,77,50,4,42,33,47,9,13,29,56
"E00021345",236,58,70,22,62,28,2,28,23,65,5,24,26,33
"E00021346",228,61,54,22,55,20,5,41,22,57,6,12,22,40
"E00021347",259,46,97,24,75,40,6,61,22,48,2,15,24,46
"E00021349",293,76,77,27,80,28,5,57,17,66,10,26,29,49
"E00021350",252,71,63,14,52,27,4,41,24,38,9,9,28,57
"E00021351",254,78,66,19,43,26,5,31,14,50,11,10,17,51
"E00021352",200,32,63,12,84,34,2,55,27,55,11,25,27,31
"E00021353",231,84,49,14,34,24,5,21,12,33,5,12,36,34
"E00021354",357,93,80,26,114,42,10,59,24,81,5,22,28,36
"E00021355",266,23,67,15,125,24,4,101,16,124,8,42,33,55
"E00021357",284,92,60,19,42,30,5,25,12,36,3,8,16,48
"E00021359",246,62,72,20,61,30,2,37,22,49,4,18,23,58
"E00021360",309,84,76,21,55,27,6,36,18,58,9,19,14,76
"E00021361",242,62,64,20,48,33,3,35,21,32,6,21,25,38
"E00021363",269,86,67,18,37,22,6,29,17,47,4,18,18,48
"E00021364",419,114,116,28,88,45,9,53,31,76,10,27,31,81
"E00021365",229,58,60,16,50,23,9,30,24,53,6,32,24,47
"E00021366",261,92,67,17,52,30,4,28,17,40,6,14,23,37
"E00021367",243,75,44,20,68,25,3,48,16,54,6,27,22,33
"E00021368",298,89,60,17,69,25,1,53,16,68,12,14,32,45
"E00021369",144,42,49,16,24,14,1,20,16,20,1,8,17,18
"E00021370",416,125,124,39,78,64,6,52,26,57,9,20,44,56
"E00021371",121,36,43,9,28,15,2,14,13,19,1,7,9,17
"E00021372",285,75,80,25,59,24,5,46,17,81,11,30,28,72
"E00021374",293,124,76,19,45,38,7,29,20,34,1,13,15,24
"E00021375",266,70,75,18,61,37,5,28,17,41,10,16,23,48
"E00021376",270,100,58,14,52,23,2,27,14,37,7,12,19,43
"E00021377",411,113,115,27,83,37,5,56,21,107,10,32,31,87
"E00021378",338,83,77,21,60,42,13,39,26,60,12,18,22,93
"E00021379",230,72,53,12,43,29,4,26,19,47,7,12,14,33
"E00021380",288,108,64,21,42,34,17,28,13,58,8,22,29,49
"E00021381",272,103,83,26,51,32,4,39,22,51,3,13,11,38
"E00021382",244,83,66,29,35,24,2,22,11,30,1,15,15,38
"E00021383",380,156,105,26,74,32,8,40,24,50,13,25,27,24
"E00021384",199,3,68,6,119,15,5,99,13,135,9,49,37,32
"E00021385",341,83,81,19,76,27,10,64,25,85,4,42,29,73
"E00021386",254,83,58,17,47,30,3,28,18,41,9,16,23,42
"E00021387",502,152,134,47,133,65,18,61,42,96,8,39,64,64
"E00021388",248,85,68,16,33,22,4,24,20,36,3,18,15,42
"E00021391",328,105,94,32,56,46,4,15,20,31,7,21,26,62
"E00021392",296,63,98,21,96,36,6,70,21,81,9,39,46,53
"E00021393",300,105,74,23,56,20,6,32,21,49,5,18,32,41
"E00021394",250,87,68,21,59,23,5,40,15,38,3,16,16,39
"E00021395",221,84,41,13,32,24,2,28,13,33,7,15,11,46
"E00021396",259,86,69,30,42,37,9,21,25,24,6,15,39,36
"E00021397",365,127,104,28,62,52,5,33,30,39,10,12,31,39
"E00021398",362,103,71,23,68,33,5,46,20,69,2,29,29,76
"E00021399",318,63,79,11,124,10,3,113,11,140,6,72,38,62
"E00021400",280,76,80,23,75,36,8,57,16,69,9,24,31,50
"E00021402",226,64,54,14,42,27,5,27,19,38,4,11,22,43
"E00021404",237,4,59,6,135,7,4,128,7,178,5,73,39,81
"E00021405",340,74,103,27,93,42,15,50,22,73,5,31,41,72
"E00021406",272,71,65,19,60,23,11,43,18,55,4,14,29,53
"E00021407",341,99,95,25,63,42,3,40,23,49,3,22,20,40
"E00021408",305,19,74,14,107,23,6,101,15,176,7,63,46,86
"E00021409",244,3,57,8,138,14,3,121,11,165,12,80,43,61
"E00021410",254,63,50,12,65,33,9,50,18,63,11,26,29,51
"E00021411",317,79,84,24,75,31,5,52,21,79,8,26,23,59
"E00021412",360,89,87,28,70,26,9,43,22,85,7,33,27,72
"E00021413",282,95,53,24,51,33,5,32,21,49,8,19,23,51
"E00021414",276,76,82,26,52,28,7,35,16,44,3,17,22,66
"E00021415",263,84,76,20,40,19,5,29,18,34,4,21,14,44
"E00021416",283,99,73,28,60,25,5,33,11,65,2,14,25,48
"E00021417",232,75,51,12,34,18,8,37,12,56,5,18,20,54
"E00021418",192,1,42,5,105,8,2,102,12,137,8,45,28,56
"E00021419",284,94,74,17,38,33,4,25,24,42,6,6,17,49
"E00021420",232,33,61,17,85,29,9,67,15,93,3,51,39,54
"E00021421",361,101,83,26,73,29,7,39,21,75,8,32,43,68
"E00021422",146,46,34,13,21,16,4,9,10,27,3,11,7,28
"E00021423",302,87,64,28,65,33,4,47,19,64,6,15,22,58
"E00021424",198,7,45,7,88,15,5,74,11,125,8,61,32,53
"E00021425",211,2,46,5,124,5,4,105,3,151,7,64,24,47
"E00021426",235,86,46,21,39,21,4,21,17,37,1,23,18,44
"E00021427",206,4,51,4,126,6,2,109,8,151,5,73,30,61
"E00021428",273,60,67,22,64,30,6,39,21,59,4,21,32,57
"E00021429",102,9,30,9,40,10,0,30,12,39,1,14,15,21
"E00021430",216,54,51,14,53,24,2,36,8,42,5,17,14,37
"E00021431",258,77,53,19,43,18,4,33,18,44,4,15,19,46
"E00021432",281,108,63,13,44,22,3,31,15,48,11,18,26,46
"E00021433",509,109,98,40,160,44,15,126,26,173,17,53,49,109
"E00021434",318,99,59,20,56,33,11,37,24,60,13,12,41,58
"E00021437",240,73,56,14,40,18,2,30,16,39,4,17,15,43
"E00021438",174,66,33,5,23,13,7,13,6,29,1,10,18,24
"E00021439",180,54,33,10,29,10,1,24,4,35,7,8,16,35
"E00021440",330,76,80,13,86,26,3,54,14,97,4,31,17,82
"E00021441",274,61,80,17,122,20,7,97,17,115,4,37,26,25
"E00021442",264,110,67,20,47,31,14,35,10,41,2,16,29,18
"E00021443",229,84,56,11,59,9,7,53,8,51,3,18,21,20
"E00021444",299,58,107,15,127,22,3,114,12,64,8,22,38,32
"E00021445",297,94,82,23,67,29,4,47,19,41,3,17,16,49
"E00021446",306,96,71,32,72,25,3,44,26,46,5,13,11,55
"E00021447",238,9,66,15,126,18,4,119,19,134,11,45,37,48
"E00021448",247,51,69,19,71,28,5,49,29,62,4,44,30,52
"E00021449",281,52,79,17,107,29,4,80,22,119,5,40,41,49
"E00021450",163,30,47,13,77,16,3,62,15,67,10,22,28,16
"E00021451",280,70,61,18,65,24,4,46,23,78,4,30,32,56
"E00021452",177,36,51,19,60,16,2,48,17,63,6,30,23,21
"E00021453",274,80,67,12,90,20,6,78,22,90,6,29,39,43
"E00021454",265,71,75,21,73,29,6,55,18,68,6,20,24,34
"E00021455",247,82,55,23,42,19,6,31,13,48,0,13,28,38
"E00021458",276,24,66,11,140,8,5,115,8,161,10,47,25,58
"E00021459",231,22,78,14,121,14,5,118,11,137,6,39,37,54
"E00021460",321,41,94,19,144,16,5,110,14,147,13,39,35,62
"E00021461",207,37,62,15,68,14,4,57,12,76,5,24,24,45
"E00021462",249,72,49,19,75,26,3,55,10,78,3,26,16,42
"E00021463",283,82,85,23,68,20,6,57,17,78,2,26,27,51
"E00021464",222,45,56,15,85,24,3,74,16,78,8,25,19,45
"E00021465",308,88,82,28,63,28,1,42,19,66,5,23,17,63
"E00021466",664,63,186,29,263,35,6,277,14,145,6,26,41,184
"E00021467",275,73,84,19,62,24,4,58,15,48,7,12,19,46
"E00021468",214,49,44,13,53,19,3,41,14,62,6,23,21,72
"E00021469",331,97,86,23,89,34,5,67,31,52,3,15,25,64
"E00021470",235,67,62,16,69,14,7,56,15,59,8,21,18,46
"E00021471",274,72,91,24,68,29,3,58,21,60,8,27,28,37
"E00021473",337,57,89,11,147,15,0,131,13,55,1,16,17,71
"E00021474",308,85,67,14,77,20,6,68,26,74,3,14,22,68
"E00021475",308,58,87,28,91,21,3,66,22,83,11,11,24,83
"E00021476",307,91,67,10,53,23,3,33,16,54,9,13,23,65
"E00021477",381,70,126,16,184,24,6,173,20,170,8,33,25,57
"E00021478",259,43,80,22,107,25,5,90,17,123,7,41,38,44
"E00021479",372,21,120,24,175,27,3,175,20,161,21,33,34,89
"E00021480",248,22,78,9,129,17,3,108,14,139,13,54,23,58
"E00021481",332,69,87,23,109,28,2,100,21,78,10,17,33,56
"E00021482",385,69,109,22,169,29,5,150,27,135,8,33,37,64
"E00021483",511,77,120,30,182,35,8,181,24,235,15,63,56,133
"E00021484",317,19,89,13,191,21,5,170,15,170,12,44,31,54
"E00021485",233,48,62,31,43,34,7,22,20,49,8,17,17,43
"E00021486",290,76,91,24,69,22,4,46,16,54,3,9,18,51
"E00021487",147,44,42,21,50,19,1,37,12,43,5,1,12,23
"E00021488",328,84,75,22,66,38,8,50,26,72,11,30,40,75
"E00021489",236,69,46,17,51,13,4,33,13,46,1,14,14,48
"E00021490",192,51,59,14,43,24,2,27,17,34,1,20,18,26
"E00021491",199,58,41,6,38,20,2,22,15,41,3,5,10,40
"E00021492",268,82,66,31,39,25,6,29,13,49,9,20,19,55
"E00021493",308,94,78,26,60,39,4,28,21,29,6,10,22,54
"E00021494",427,128,120,34,123,52,9,72,29,78,9,42,36,50
"E00021495",442,124,113,46,101,48,8,66,28,87,7,34,35,66
"E00021496",224,81,55,18,32,22,1,12,13,33,3,9,17,42
"E00021497",340,122,91,32,54,40,7,36,25,28,4,15,29,53
"E00021498",268,73,67,27,49,34,6,27,19,42,8,13,33,51
"E00021499",268,33,99,14,132,29,11,116,23,124,5,35,34,43
"E00021500",287,26,96,20,151,24,1,124,20,137,12,39,31,30
"E00021501",247,78,61,14,50,24,3,38,18,43,2,23,26,49
"E00021502",271,83,82,23,64,36,6,37,19,40,5,12,22,26
"E00021503",251,74,65,19,41,31,7,26,23,28,4,15,21,40
"E00021504",286,65,86,23,67,32,2,56,14,63,2,15,17,65
"E00021505",238,72,61,18,51,21,5,47,24,43,4,14,17,39
"E00021506",246,56,71,27,49,30,3,43,19,71,7,17,31,52
"E00021507",322,57,103,29,89,30,4,79,18,106,7,33,34,71
"E00021508",319,64,82,18,94,20,7,74,18,116,10,36,35,85
"E00021509",414,145,78,27,70,35,7,47,18,97,7,18,32,71
"E00021510",204,5,37,4,86,7,1,82,5,136,7,65,27,76
"E00021511",181,3,17,4,60,3,2,62,7,129,2,37,11,67
"E00021516",219,47,67,6,75,22,8,66,14,89,9,26,36,42
"E00021517",259,36,79,9,72,19,7,74,11,104,2,30,25,50
"E00021518",291,42,70,16,83,20,8,63,10,122,6,41,39,87
"E00021519",405,59,104,19,134,25,8,112,21,185,10,63,49,106
"E00021520",185,12,42,6,79,7,0,71,1,106,6,44,18,64
"E00021521",202,66,58,8,40,23,8,30,12,41,11,20,23,23
"E00021522",351,102,115,25,78,30,7,56,18,75,8,30,36,56
"E00021524",465,86,128,22,121,49,14,104,27,164,12,42,33,112
"E00021525",265,14,46,13,88,20,4,70,15,141,7,48,34,86
"E00021526",310,12,57,11,121,17,7,100,14,200,6,57,41,122
"E00021527",267,9,57,9,90,14,6,84,14,154,11,54,33,98
"E00021528",194,53,49,9,59,32,8,36,22,46,4,24,23,29
"E00021529",159,53,31,7,28,12,1,15,8,49,3,27,16,32
"E00021531",437,141,107,29,87,40,12,72,29,99,5,39,54,63
"E00021532",273,6,52,10,119,16,5,112,9,164,10,59,30,93
"E00021533",230,7,61,9,126,12,3,115,10,144,6,54,37,48
"E00021534",214,5,59,6,97,13,2,89,14,125,16,50,26,66
"E00021535",243,30,59,13,102,13,7,78,16,99,6,36,29,45
"E00021536",247,15,66,8,110,18,7,82,17,131,4,56,38,63
"E00021537",308,19,62,8,120,12,6,100,16,171,4,63,32,113
"E00021538",612,14,150,20,304,34,11,279,24,406,19,174,78,208
"E00021539",240,6,52,9,92,9,1,79,7,172,9,70,30,80
"E00021541",217,19,44,9,77,5,3,81,4,148,2,43,29,76
"E00021542",188,0,36,4,67,3,4,62,4,121,6,44,19,93
"E00021543",255,6,64,8,113,9,3,106,10,176,9,61,33,92
"E00021544",158,5,37,4,77,4,1,78,1,112,4,51,20,48
"E00021546",172,1,34,3,84,4,2,71,3,141,2,49,25,74
"E00021547",222,61,52,10,56,20,1,42,16,53,8,30,18,46
"E00021549",303,76,77,29,65,26,6,40,9,69,8,28,29,79
"E00021550",293,84,68,31,60,45,5,45,17,60,7,20,25,39
"E00021552",193,47,37,17,36,16,1,35,7,49,2,8,20,52
"E00021553",255,96,44,13,55,18,7,34,14,51,3,29,27,39
"E00021554",221,17,58,17,80,21,4,61,20,107,7,35,26,75
"E00021555",320,70,86,31,67,33,6,34,24,95,6,29,28,58
"E00021556",258,4,57,4,115,9,0,109,5,178,5,51,38,108
"E00021557",297,12,62,12,115,11,9,120,14,205,12,76,39,119
"E00021559",291,71,90,18,130,32,7,98,17,107,13,47,44,20
"E00021560",333,90,113,39,95,48,2,53,26,80,9,36,30,51
"E00021561",265,27,68,13,105,18,4,127,12,98,7,28,24,81
"E00021562",306,55,80,22,124,30,5,100,15,105,6,40,29,54
"E00021563",311,80,85,24,109,32,6,82,19,87,4,28,35,38
"E00021564",254,82,48,13,50,26,7,34,11,62,6,18,30,42
"E00021565",154,43,33,7,29,11,2,20,5,29,2,16,12,31
"E00021566",396,52,156,31,195,38,4,169,21,128,16,34,33,51
"E00021567",290,44,82,20,134,21,10,118,17,127,6,49,49,44
"E00021569",260,34,93,15,132,23,7,112,9,122,13,32,30,36
"E00021572",357,64,110,21,115,32,7,103,16,105,6,33,13,77
"E00021574",224,51,58,17,67,16,4,50,15,63,2,21,23,42
"E00021577",220,71,54,14,45,18,3,30,18,45,7,15,26,24
"E00021579",239,62,65,15,74,17,4,55,15,59,8,17,19,39
"E00021580",298,99,67,25,68,23,0,36,25,48,9,13,24,54
"E00021582",299,98,83,22,73,27,2,44,22,52,9,16,17,35
"E00021583",304,108,83,18,72,20,3,41,21,53,13,13,17,37
"E00021584",238,56,65,15,85,29,7,47,14,64,8,27,31,22
"E00021585",424,132,121,29,98,48,4,72,26,70,6,19,40,65
"E00021586",323,82,77,25,53,40,7,33,24,60,9,16,21,92
"E00021587",291,93,75,23,53,27,4,36,12,53,7,14,25,56
"E00021588",241,82,57,16,40,28,6,15,18,32,2,19,18,47
"E00021590",286,105,55,15,60,20,0,41,9,46,7,15,25,41
"E00021591",291,119,61,20,49,28,3,21,15,18,8,4,20,47
"E00021592",251,56,72,13,98,31,7,66,16,67,8,22,27,34
"E00021593",200,91,39,9,37,10,5,34,4,31,3,14,20,29
"E00021594",272,84,63,18,80,27,3,61,25,70,10,30,22,31
"E00021595",294,76,76,14,80,20,8,59,17,83,3,21,22,61
"E00021596",326,84,76,9,98,28,7,92,17,113,9,43,30,64
"E00021597",278,65,79,16,87,17,1,71,15,81,4,25,24,58
"E00021598",240,5,54,4,132,17,4,111,6,150,8,50,32,62
"E00021599",284,11,79,8,154,17,6,135,23,192,9,73,39,70
"E00021600",280,13,80,4,163,13,8,133,10,171,10,75,46,61
