"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E01004286",2364,225,101,75,172,40,64,69,252,242,582,302,72,87,56,17,8,9.51776649746193,4.27241962774958,3.17258883248731,7.27580372250423,1.69204737732657,2.7072758037225,2.91878172588833,10.6598984771574,10.2368866328257,24.6192893401015,12.7749576988156,3.04568527918782,3.68020304568528,2.36886632825719,0.71912013536379,0.338409475465313
"E01004287",2171,191,107,63,126,22,50,42,216,253,545,249,77,112,98,14,6,8.79778903730999,4.92860432980194,2.90188853063105,5.80377706126209,1.01335789958544,2.30308613542146,1.93459235375403,9.94933210502073,11.6536158452326,25.103638876094,11.4693689543989,3.54675264854906,5.15891294334408,4.51404882542607,0.64486411791801,0.276370336250576
"E01004288",1620,137,97,51,152,30,48,56,143,131,393,194,41,65,53,20,9,8.45679012345679,5.98765432098765,3.14814814814815,9.38271604938272,1.85185185185185,2.96296296296296,3.45679012345679,8.82716049382716,8.08641975308642,24.2592592592593,11.9753086419753,2.53086419753086,4.01234567901235,3.27160493827161,1.23456790123457,0.555555555555556
"E01004289",1844,106,66,50,126,19,46,62,317,201,401,217,56,86,61,24,6,5.74837310195228,3.57917570498915,2.7114967462039,6.83297180043384,1.03036876355748,2.49457700650759,3.36225596529284,17.1908893709328,10.9002169197397,21.7462039045553,11.7678958785249,3.03687635574837,4.66377440347072,3.30802603036876,1.30151843817787,0.325379609544469
"E01004290",1302,62,28,19,50,7,8,33,226,219,322,130,38,58,61,27,14,4.76190476190476,2.1505376344086,1.45929339477727,3.84024577572965,0.537634408602151,0.614439324116744,2.53456221198157,17.357910906298,16.8202764976959,24.7311827956989,9.98463901689708,2.91858678955453,4.45468509984639,4.68509984639017,2.07373271889401,1.0752688172043
"E01004291",1844,87,31,20,29,9,10,10,110,299,738,296,81,57,53,12,2,4.71800433839479,1.68112798264642,1.08459869848156,1.57266811279826,0.488069414316703,0.542299349240781,0.542299349240781,5.96529284164859,16.2147505422993,40.0216919739696,16.0520607375271,4.39262472885033,3.09110629067245,2.87418655097614,0.650759219088937,0.108459869848156
"E01004292",1738,105,24,7,28,7,15,24,165,373,635,237,48,49,20,0,1,6.04142692750288,1.38089758342923,0.402761795166859,1.61104718066743,0.402761795166859,0.863060989643268,1.38089758342923,9.49367088607595,21.4614499424626,36.536248561565,13.6363636363636,2.76179516685846,2.81933256616801,1.15074798619102,0,0.0575373993095512
"E01004293",2125,110,23,14,42,11,20,16,169,367,722,381,92,97,49,10,2,5.17647058823529,1.08235294117647,0.658823529411765,1.97647058823529,0.517647058823529,0.941176470588235,0.752941176470588,7.95294117647059,17.2705882352941,33.9764705882353,17.9294117647059,4.32941176470588,4.56470588235294,2.30588235294118,0.470588235294118,0.0941176470588235
"E01004294",1757,83,30,19,50,9,19,22,192,309,618,282,37,46,33,7,1,4.72396129766648,1.70745589072282,1.08138873079112,2.84575981787137,0.512236767216847,1.08138873079112,1.2521343198634,10.9277177006261,17.5867956744451,35.1735913488902,16.0500853727945,2.10586226522482,2.61809903244166,1.87820147979511,0.398406374501992,0.0569151963574274
"E01004295",1516,202,90,43,95,16,30,27,156,190,386,152,37,52,33,4,3,13.3245382585752,5.93667546174142,2.83641160949868,6.2664907651715,1.05540897097625,1.97889182058048,1.78100263852243,10.2902374670185,12.532981530343,25.4617414248021,10.0263852242744,2.44063324538259,3.43007915567282,2.17678100263852,0.263852242744063,0.197889182058048
"E01004296",1605,113,58,37,90,14,23,37,149,259,443,228,50,62,28,11,3,7.0404984423676,3.61370716510903,2.30529595015576,5.60747663551402,0.872274143302181,1.43302180685358,2.30529595015576,9.28348909657321,16.1370716510903,27.601246105919,14.2056074766355,3.11526479750779,3.86292834890966,1.74454828660436,0.685358255451713,0.186915887850467
"E01004297",1826,114,36,12,33,5,23,20,134,326,648,290,65,71,41,5,3,6.24315443592552,1.97152245345016,0.657174151150055,1.80722891566265,0.273822562979189,1.25958378970427,1.09529025191676,7.33844468784228,17.8532311062432,35.487404162103,15.881708652793,3.55969331872946,3.88828039430449,2.24534501642935,0.273822562979189,0.164293537787514
"E01004298",1637,134,62,46,95,10,36,45,197,253,397,192,34,91,31,10,4,8.1857055589493,3.78741600488699,2.81001832620648,5.80329871716555,0.610873549175321,2.19914477703115,2.74893097128894,12.0342089187538,15.4551007941356,24.2516799022602,11.7287721441662,2.07697006719609,5.55894929749542,1.89370800244349,0.610873549175321,0.244349419670128
"E01004300",1349,90,58,46,105,21,40,39,131,122,351,164,48,71,53,7,3,6.67160859896219,4.29948109710897,3.40993328391401,7.78354336545589,1.55670867309118,2.96515937731653,2.89103039288362,9.71089696071164,9.04373610081542,26.0192735359526,12.1571534469978,3.55819125277984,5.26315789473684,3.9288361749444,0.518902891030393,0.22238695329874
"E01004301",1324,111,68,39,112,19,37,36,153,185,310,147,28,36,31,9,3,8.38368580060423,5.13595166163142,2.94561933534743,8.45921450151057,1.43504531722054,2.79456193353474,2.7190332326284,11.5558912386707,13.9728096676737,23.4138972809668,11.1027190332326,2.11480362537764,2.7190332326284,2.34138972809668,0.6797583081571,0.226586102719033
"E01004302",1987,210,109,70,155,37,49,65,217,251,548,183,17,34,38,3,1,10.5686965274283,5.48565676899849,3.52289884247609,7.8007045797685,1.86210367388022,2.46602918973327,3.27126321087066,10.9209864116759,12.6321087065929,27.5792652239557,9.20986411675893,0.85556114745848,1.71112229491696,1.91243080020131,0.150981378963261,0.0503271263210871
"E01004303",2362,230,104,62,102,20,44,75,245,344,669,258,60,84,56,7,2,9.73751058425063,4.4030482641829,2.62489415749365,4.31837425910246,0.846740050804403,1.86282811176969,3.17527519051651,10.3725656223539,14.5639288738357,28.3234546994073,10.9229466553768,2.54022015241321,3.55630821337849,2.37087214225233,0.296359017781541,0.0846740050804403
"E01004304",1957,170,105,43,136,28,57,56,230,258,466,226,49,76,45,8,4,8.68676545733265,5.36535513541134,2.19724067450179,6.94941236586612,1.43076136944303,2.9126213592233,2.86152273888605,11.7526826775677,13.1834440470107,23.8119570771589,11.5482881962187,2.50383239652529,3.88349514563107,2.29943791517629,0.408788962698007,0.204394481349004
"E01004305",1952,153,96,54,147,30,53,57,203,238,485,201,52,90,68,19,6,7.83811475409836,4.91803278688525,2.76639344262295,7.53073770491803,1.53688524590164,2.71516393442623,2.92008196721312,10.3995901639344,12.1926229508197,24.8463114754098,10.297131147541,2.66393442622951,4.61065573770492,3.48360655737705,0.973360655737705,0.307377049180328
"E01004306",1799,89,49,34,72,17,31,36,244,393,466,215,39,62,49,2,1,4.94719288493608,2.72373540856031,1.8899388549194,4.00222345747638,0.9449694274597,1.72317954419122,2.00111172873819,13.5630906058922,21.8454697053919,25.9032795997777,11.9510839355197,2.16787103946637,3.44635908838243,2.72373540856031,0.111172873818788,0.0555864369093941
"E01004307",2186,69,24,11,28,7,18,71,413,544,691,224,37,33,15,1,0,3.15645013723696,1.09789569990851,0.5032021957914,1.28087831655993,0.320219579139982,0.823421774931381,3.24794144556267,18.8929551692589,24.8856358645929,31.6102470265325,10.2470265324794,1.69258920402562,1.5096065873742,0.686184812442818,0.0457456541628545,0
"E01004308",1478,100,45,33,81,16,31,35,214,245,359,176,32,69,36,5,1,6.765899864682,3.0446549391069,2.23274695534506,5.48037889039242,1.08254397834912,2.09742895805142,2.3680649526387,14.4790257104195,16.5764546684709,24.2895805142084,11.9079837618403,2.16508795669824,4.66847090663058,2.43572395128552,0.3382949932341,0.06765899864682
"E01004309",2852,161,98,51,130,26,39,194,477,469,698,307,41,95,58,4,4,5.64516129032258,3.43618513323983,1.78821879382889,4.55820476858345,0.91164095371669,1.36746143057503,6.80224403927069,16.7251051893408,16.4446002805049,24.4740532959327,10.7643758765778,1.43758765778401,3.33099579242637,2.03366058906031,0.140252454417952,0.140252454417952
"E01004310",1971,90,42,29,84,24,35,51,305,361,522,250,42,81,47,4,4,4.5662100456621,2.13089802130898,1.47133434804668,4.26179604261796,1.21765601217656,1.77574835109082,2.58751902587519,15.4743784880771,18.3155758498224,26.4840182648402,12.6839167935058,2.13089802130898,4.10958904109589,2.3845763571791,0.202942668696093,0.202942668696093
"E01004311",1518,116,46,42,81,18,15,21,154,218,422,189,43,76,55,15,7,7.64163372859025,3.03030303030303,2.76679841897233,5.33596837944664,1.18577075098814,0.988142292490119,1.38339920948617,10.1449275362319,14.3610013175231,27.7997364953887,12.4505928853755,2.83267457180501,5.00658761528327,3.6231884057971,0.988142292490119,0.461133069828722
"E01004312",1614,108,71,31,99,17,34,39,207,209,372,218,47,73,63,15,11,6.69144981412639,4.39900867410161,1.92069392812887,6.13382899628253,1.05328376703841,2.10656753407683,2.41635687732342,12.8252788104089,12.9491945477076,23.0483271375465,13.5068153655514,2.91201982651797,4.52292441140025,3.90334572490706,0.929368029739777,0.681536555142503
"E01004313",2043,144,107,55,135,24,38,32,256,352,528,209,30,59,51,17,6,7.04845814977974,5.23739598629466,2.69211943220754,6.6079295154185,1.17474302496329,1.86000978952521,1.56632403328439,12.5305922662751,17.2295643661282,25.8443465491924,10.2300538423886,1.46842878120411,2.88790993636809,2.49632892804699,0.83210964268233,0.293685756240822
"E01004314",1100,63,29,18,42,9,15,13,73,154,363,169,35,61,43,7,6,5.72727272727273,2.63636363636364,1.63636363636364,3.81818181818182,0.818181818181818,1.36363636363636,1.18181818181818,6.63636363636364,14,33,15.3636363636364,3.18181818181818,5.54545454545455,3.90909090909091,0.636363636363636,0.545454545454546
"E01004315",1628,62,33,22,64,9,19,30,204,297,454,227,59,77,54,11,6,3.80835380835381,2.02702702702703,1.35135135135135,3.93120393120393,0.552825552825553,1.16707616707617,1.84275184275184,12.5307125307125,18.2432432432432,27.8869778869779,13.9434889434889,3.62407862407862,4.72972972972973,3.31695331695332,0.675675675675676,0.368550368550369
"E01004316",1138,80,37,33,40,12,22,29,146,230,301,130,31,30,15,2,0,7.0298769771529,3.25131810193322,2.89982425307557,3.51493848857645,1.05448154657293,1.93321616871705,2.54833040421793,12.829525483304,20.2108963093146,26.4499121265378,11.4235500878735,2.72407732864675,2.63620386643234,1.31810193321617,0.175746924428822,0
"E01004317",2706,129,61,42,72,20,21,46,366,674,911,237,36,47,37,5,2,4.76718403547672,2.25424981522542,1.55210643015521,2.66075388026608,0.73909830007391,0.776053215077605,1.69992609016999,13.5254988913525,24.9076127124908,33.6659275683666,8.75831485587583,1.33037694013304,1.73688100517369,1.36733185513673,0.184774575018477,0.073909830007391
"E01004318",1459,110,62,45,83,19,43,29,161,190,420,188,35,30,34,8,2,7.53941055517478,4.24948594928033,3.08430431802605,5.68882796435915,1.30226182316655,2.94722412611378,1.9876627827279,11.0349554489376,13.0226182316655,28.7868403015764,12.8855380397533,2.3989033584647,2.05620287868403,2.33036326250857,0.548320767649075,0.137080191912269
"E01004319",1886,162,98,50,88,18,37,69,284,269,430,202,39,81,47,10,2,8.58960763520679,5.19618239660657,2.65111346765642,4.66595970307529,0.95440084835631,1.96182396606575,3.65853658536585,15.0583244962884,14.2629904559915,22.7995758218452,10.7104984093319,2.067868504772,4.29480381760339,2.49204665959703,0.530222693531283,0.106044538706257
"E01004321",1822,124,57,36,77,24,41,60,227,275,506,219,28,89,53,3,3,6.80570801317234,3.12843029637761,1.97585071350165,4.22612513721185,1.3172338090011,2.25027442371021,3.29308452250274,12.4588364434687,15.0933040614709,27.7716794731065,12.019758507135,1.53677277716795,4.8847420417124,2.90889132821076,0.164654226125137,0.164654226125137
"E01004322",1292,98,41,24,62,10,24,56,194,166,336,156,23,42,37,14,9,7.58513931888545,3.1733746130031,1.85758513931889,4.79876160990712,0.773993808049536,1.85758513931889,4.3343653250774,15.015479876161,12.8482972136223,26.0061919504644,12.0743034055728,1.78018575851393,3.25077399380805,2.86377708978328,1.08359133126935,0.696594427244582
"E01004323",1466,120,50,35,61,10,20,37,236,271,341,153,31,54,35,7,5,8.18553888130969,3.4106412005457,2.38744884038199,4.16098226466576,0.682128240109141,1.36425648021828,2.52387448840382,16.0982264665757,18.4856753069577,23.2605729877217,10.4365620736698,2.11459754433834,3.68349249658936,2.38744884038199,0.477489768076398,0.34106412005457
"E01004324",1574,113,89,49,122,21,43,47,184,211,381,178,33,60,33,7,3,7.17916137229987,5.65438373570521,3.1130876747141,7.75095298602287,1.33418043202033,2.73189326556544,2.98602287166455,11.6899618805591,13.4053367217281,24.2058449809403,11.3087674714104,2.09656925031766,3.81194409148666,2.09656925031766,0.444726810673443,0.190597204574333
"E01004325",2487,110,50,40,78,15,24,35,493,723,664,146,16,48,35,9,1,4.42299959790913,2.01045436268597,1.60836349014877,3.13630880579011,0.60313630880579,0.965018094089264,1.40731805388018,19.8230800160836,29.0711700844391,26.6988339364696,5.87052673904302,0.643345396059509,1.93003618817853,1.40731805388018,0.361881785283474,0.0402090872537193
"E01004326",1444,101,58,33,66,6,23,33,205,229,407,148,30,49,42,9,5,6.99445983379501,4.01662049861496,2.28531855955679,4.57063711911357,0.415512465373961,1.59279778393352,2.28531855955679,14.196675900277,15.8587257617729,28.185595567867,10.2493074792244,2.07756232686981,3.39335180055402,2.90858725761773,0.623268698060942,0.346260387811634
"E01032764",1302,68,18,15,46,10,13,16,165,320,400,134,24,40,23,7,3,5.22273425499232,1.38248847926267,1.15207373271889,3.53302611367127,0.768049155145929,0.998463901689708,1.22887864823349,12.6728110599078,24.5775729646697,30.7219662058372,10.2918586789555,1.84331797235023,3.07219662058372,1.76651305683564,0.537634408602151,0.230414746543779
"E01032765",1488,83,46,28,79,14,32,46,221,269,380,195,27,37,25,4,2,5.57795698924731,3.09139784946237,1.88172043010753,5.30913978494624,0.940860215053763,2.1505376344086,3.09139784946237,14.8521505376344,18.0779569892473,25.5376344086022,13.1048387096774,1.81451612903226,2.48655913978495,1.68010752688172,0.268817204301075,0.134408602150538
"E01032766",1307,73,37,17,33,9,23,34,211,316,398,115,18,16,6,1,0,5.58530986993114,2.83091048201989,1.30068859984698,2.52486610558531,0.688599846977812,1.75975516449885,2.60137719969396,16.1438408569243,24.1775057383321,30.451415455241,8.79877582249426,1.37719969395562,1.22417750573833,0.459066564651875,0.0765110941086457,0
"E01032767",1584,35,9,4,16,4,14,16,308,537,486,108,23,17,5,1,1,2.20959595959596,0.568181818181818,0.252525252525253,1.01010101010101,0.252525252525253,0.883838383838384,1.01010101010101,19.4444444444444,33.9015151515151,30.6818181818182,6.81818181818182,1.4520202020202,1.07323232323232,0.315656565656566,0.0631313131313131,0.0631313131313131
"E01032768",1307,86,24,9,6,1,6,5,111,295,573,139,25,18,9,0,0,6.57995409334353,1.8362662586075,0.688599846977812,0.459066564651875,0.0765110941086457,0.459066564651875,0.382555470543229,8.49273144605968,22.5707727620505,43.840856924254,10.6350420811018,1.91277735271614,1.37719969395562,0.688599846977812,0,0
"E01032769",1235,83,33,17,42,5,7,7,112,235,490,123,40,28,9,4,0,6.72064777327935,2.67206477732794,1.37651821862348,3.40080971659919,0.404858299595142,0.566801619433198,0.566801619433198,9.06882591093117,19.0283400809717,39.6761133603239,9.95951417004049,3.23886639676113,2.26720647773279,0.728744939271255,0.323886639676113,0
"E01032770",1191,87,30,13,19,5,8,10,179,292,375,78,24,38,26,3,4,7.30478589420655,2.51889168765743,1.09151973131822,1.59529806884971,0.419815281276238,0.671704450041982,0.839630562552477,15.0293870696893,24.5172124265323,31.4861460957179,6.54911838790932,2.01511335012594,3.19059613769941,2.18303946263644,0.251889168765743,0.335852225020991
"E01032771",1104,69,38,20,47,7,23,24,132,225,389,95,13,13,9,0,0,6.25,3.44202898550725,1.81159420289855,4.25724637681159,0.634057971014493,2.08333333333333,2.17391304347826,11.9565217391304,20.3804347826087,35.2355072463768,8.60507246376812,1.17753623188406,1.17753623188406,0.815217391304348,0,0
"E01032772",1135,60,29,14,51,11,33,30,153,195,320,135,31,46,23,4,0,5.2863436123348,2.55506607929515,1.23348017621145,4.49339207048458,0.969162995594714,2.90748898678414,2.6431718061674,13.4801762114537,17.1806167400881,28.1938325991189,11.8942731277533,2.73127753303965,4.05286343612335,2.02643171806167,0.352422907488987,0
"E01032773",1561,148,46,18,50,5,9,28,230,384,521,104,7,8,2,1,0,9.48110185778347,2.94682895579757,1.1531069827034,3.20307495195388,0.320307495195388,0.576553491351698,1.79372197309417,14.7341447789878,24.5996156310058,33.3760409993594,6.66239590006406,0.448430493273543,0.51249199231262,0.128122998078155,0.0640614990390775,0
"E01032774",1298,128,69,30,48,7,20,16,139,234,408,139,20,23,15,1,1,9.8613251155624,5.31587057010786,2.31124807395994,3.6979969183359,0.539291217257319,1.54083204930663,1.2326656394453,10.708782742681,18.0277349768875,31.4329738058552,10.708782742681,1.54083204930663,1.77195685670262,1.15562403697997,0.0770416024653313,0.0770416024653313
"E01032775",1108,71,18,11,19,0,3,13,104,223,481,125,16,16,5,3,0,6.40794223826715,1.62454873646209,0.992779783393502,1.71480144404332,0,0.270758122743682,1.17328519855596,9.38628158844765,20.1263537906137,43.4115523465704,11.2815884476534,1.44404332129964,1.44404332129964,0.451263537906137,0.270758122743682,0
"E01032776",1076,63,17,6,8,2,5,19,151,301,428,60,3,6,5,1,1,5.8550185873606,1.57992565055762,0.557620817843866,0.743494423791822,0.185873605947955,0.464684014869888,1.76579925650558,14.0334572490706,27.9739776951673,39.7769516728625,5.57620817843866,0.278810408921933,0.557620817843866,0.464684014869888,0.0929368029739777,0.0929368029739777
"E01032777",1141,75,33,23,53,9,15,17,146,231,411,99,11,11,5,1,1,6.57318141980719,2.89219982471516,2.01577563540754,4.64504820333041,0.788781770376862,1.31463628396144,1.48992112182296,12.7957931638913,20.2453987730061,36.0210341805434,8.67659947414549,0.964066608238387,0.964066608238387,0.438212094653812,0.0876424189307625,0.0876424189307625
"E01032778",1108,97,18,11,11,1,1,10,166,325,376,63,18,6,5,0,0,8.75451263537906,1.62454873646209,0.992779783393502,0.992779783393502,0.0902527075812274,0.0902527075812274,0.902527075812274,14.9819494584838,29.3321299638989,33.9350180505415,5.68592057761733,1.62454873646209,0.541516245487365,0.451263537906137,0,0
"E01032779",1089,96,50,21,21,4,3,10,119,269,410,66,10,5,1,0,4,8.81542699724518,4.59136822773186,1.92837465564738,1.92837465564738,0.367309458218549,0.275482093663912,0.918273645546373,10.9274563820018,24.7015610651974,37.6492194674013,6.06060606060606,0.918273645546373,0.459136822773186,0.0918273645546373,0,0.367309458218549
"E01032780",1333,79,13,11,9,3,3,14,165,335,535,121,17,19,8,0,1,5.9264816204051,0.975243810952738,0.825206301575394,0.675168792198049,0.225056264066016,0.225056264066016,1.05026256564141,12.3780945236309,25.1312828207052,40.1350337584396,9.07726931732933,1.27531882970743,1.42535633908477,0.600150037509377,0,0.0750187546886722
"E01032781",1535,73,34,14,28,8,15,21,159,327,616,168,30,26,15,0,1,4.7557003257329,2.21498371335505,0.912052117263844,1.82410423452769,0.521172638436482,0.977198697068404,1.36807817589577,10.3583061889251,21.3029315960912,40.1302931596091,10.9446254071661,1.95439739413681,1.69381107491857,0.977198697068404,0,0.0651465798045603
"E01032782",1614,114,73,49,84,16,33,47,212,272,538,129,15,19,11,0,2,7.0631970260223,4.52292441140025,3.0359355638166,5.20446096654275,0.991325898389095,2.04460966542751,2.91201982651797,13.1350681536555,16.8525402726146,33.3333333333333,7.99256505576208,0.929368029739777,1.17719950433705,0.681536555142503,0,0.123915737298637
"E01032783",1383,75,28,15,29,11,21,18,158,279,478,151,39,43,30,4,4,5.42299349240781,2.02458423716558,1.08459869848156,2.09689081706435,0.795372378886479,1.51843817787419,1.30151843817787,11.4244396240058,20.1735357917571,34.5625451916124,10.9182935647144,2.81995661605206,3.10918293564714,2.16919739696312,0.289226319595083,0.289226319595083
"E01032784",1516,89,42,35,48,11,19,25,264,338,423,126,18,28,34,13,3,5.87071240105541,2.77044854881266,2.30870712401055,3.16622691292876,0.725593667546174,1.2532981530343,1.6490765171504,17.4142480211082,22.2955145118734,27.9023746701847,8.311345646438,1.18733509234828,1.84696569920844,2.24274406332454,0.857519788918206,0.197889182058048
"E01032785",1348,113,37,22,40,10,5,16,96,308,569,84,12,18,14,3,1,8.38278931750742,2.74480712166172,1.63204747774481,2.9673590504451,0.741839762611276,0.370919881305638,1.18694362017804,7.12166172106825,22.8486646884273,42.2106824925816,6.23145400593472,0.890207715133531,1.3353115727003,1.03857566765579,0.222551928783383,0.0741839762611276
"E01032786",1561,138,79,55,83,17,23,21,116,214,475,194,30,45,56,10,5,8.8404868673927,5.06085842408712,3.52338244714926,5.31710442024343,1.08904548366432,1.47341447789878,1.34529147982063,7.43113388853299,13.7091607943626,30.4292120435618,12.427930813581,1.92184497117233,2.88276745675849,3.58744394618834,0.640614990390775,0.320307495195388
"E01032787",2567,217,135,81,198,32,83,72,313,356,596,293,43,86,46,7,9,8.45344760420724,5.25905726529022,3.15543435917413,7.71328398909233,1.2465913517725,3.23334631865991,2.80483054148812,12.1932216595247,13.868328788469,23.2177639267628,11.4141020646669,1.67510712894429,3.35021425788859,1.79197506817296,0.272691858200234,0.350603817686015
