"GeographyCode","QS416EW0001","QS416EW0002","QS416EW0003","QS416EW0004","QS416EW0005","QS416EW0006","QS416EW0007"
"E00167212",116,78,30,8,0,0,46
"E00167213",111,68,38,5,0,0,48
"E00167214",129,79,47,3,0,0,53
"E00167215",149,101,42,5,0,1,56
"E00167216",113,74,36,2,1,0,43
"E00167217",90,61,28,1,0,0,30
"E00167218",121,92,24,5,0,0,34
"E00167219",95,57,36,2,0,0,40
"E00167220",135,94,40,0,1,0,43
"E00167221",157,100,50,7,0,0,64
"E00167222",89,58,26,5,0,0,36
"E00167223",133,90,36,6,0,1,56
"E00167224",141,107,33,1,0,0,35
"E00167225",101,66,32,3,0,0,38
"E00167226",130,103,26,1,0,0,28
"E00167227",134,83,44,3,4,0,62
"E00167228",115,67,44,3,1,0,53
"E00167229",123,67,51,5,0,0,61
"E00167230",118,88,28,2,0,0,32
"E00167231",99,74,21,3,0,1,32
"E00167232",109,70,39,0,0,0,39
"E00167233",87,48,36,2,1,0,43
"E00167234",116,69,39,8,0,0,55
"E00167235",141,85,46,9,1,0,67
"E00167236",94,74,18,1,1,0,23
"E00167237",102,54,41,7,0,0,55
"E00167238",137,94,38,5,0,0,48
"E00167239",80,65,14,1,0,0,16
"E00167240",138,65,61,11,1,0,86
"E00167241",117,82,27,8,0,0,43
"E00167242",88,32,56,0,0,0,56
"E00167243",133,99,33,1,0,0,35
"E00167244",114,95,14,4,0,1,30
"E00167245",129,84,42,2,1,0,49
"E00167246",97,55,36,5,1,0,49
"E00167247",79,51,26,2,0,0,30
"E00167248",256,192,60,3,1,0,69
"E00167249",234,177,49,8,0,0,65
"E00167250",102,75,23,4,0,0,31
"E00167251",111,102,6,3,0,0,12
"E00167252",142,96,42,4,0,0,50
"E00167253",139,76,59,4,0,0,67
"E00167254",107,81,22,4,0,0,30
"E00167255",119,57,56,5,0,1,70
"E00167256",126,74,47,4,1,0,58
"E00167257",166,87,66,12,1,0,93
"E00167258",95,48,32,15,0,0,62
"E00167259",75,39,34,1,1,0,39
"E00167260",135,76,49,10,0,0,69
"E00167261",157,110,42,4,1,0,53
"E00167262",46,25,16,5,0,0,26
"E00167263",102,81,18,3,0,0,24
"E00167264",124,75,47,2,0,0,51
"E00167265",146,97,41,6,1,1,60
"E00167266",164,126,33,4,1,0,44
