"GeographyCode","QS403EW0001","QS403EW0002","QS403EW0003","QS403EW0004","QS403EW0005","QS403EW0006","QS403EW0007","QS403EW0008","QS403EW0009","QS403EW0010","QS403EW0011","QS403EW0012","QS403EW0013","QS403EW0014"
"E00021601",230,136,57,79,2,2,2,0,87,85,0,0,2,3
"E00021602",368,107,28,79,0,88,76,12,170,168,0,2,0,3
"E00021603",184,85,20,65,2,2,2,0,92,91,0,1,0,3
"E00021604",356,113,34,79,5,149,142,7,84,79,0,5,0,5
"E00021605",289,133,57,76,0,24,22,2,127,118,0,9,0,5
"E00021606",282,144,77,67,1,9,8,1,126,122,1,3,0,2
"E00021607",262,47,13,34,0,168,165,3,42,37,0,5,0,5
"E00021608",217,93,39,54,0,45,13,32,79,78,1,0,0,0
"E00021610",323,109,24,85,1,125,118,7,82,78,0,1,3,6
"E00021611",397,111,23,88,4,171,24,147,108,103,0,5,0,3
"E00021612",214,106,44,62,0,3,0,3,105,98,2,2,3,0
"E00021613",188,86,34,52,0,2,0,2,93,93,0,0,0,7
"E00021614",263,137,40,97,0,0,0,0,115,111,1,1,2,11
"E00021615",218,88,22,66,38,2,2,0,88,86,0,1,1,2
"E00021616",438,105,23,82,3,229,64,165,96,93,0,0,3,5
"E00021617",166,67,32,35,0,4,4,0,91,86,0,5,0,4
"E00021618",282,15,4,11,1,217,88,129,41,34,0,2,5,8
"E00021619",463,111,44,67,0,248,69,179,90,86,0,0,4,14
"E00021620",246,61,19,42,16,91,34,57,76,72,0,4,0,2
"E00021621",333,37,17,20,0,234,34,200,54,47,0,2,5,8
"E00021622",247,97,30,67,0,10,6,4,138,136,0,2,0,2
"E00021623",189,1,0,1,0,157,31,126,31,19,0,0,12,0
"E00021624",292,111,51,60,57,10,4,6,112,108,0,4,0,2
"E00021625",443,197,63,134,1,23,5,18,220,209,1,10,0,2
"E00021626",329,114,69,45,1,43,37,6,168,163,3,1,1,3
"E00021627",372,86,20,66,8,62,39,23,215,199,0,16,0,1
"E00021628",214,81,44,37,0,30,7,23,95,44,40,3,8,8
"E00021629",229,86,27,59,0,28,3,25,106,105,0,1,0,9
"E00021630",262,73,24,49,0,123,118,5,61,60,0,1,0,5
"E00021631",305,131,37,94,2,3,3,0,168,156,0,12,0,1
"E00021632",229,107,40,67,0,15,15,0,105,101,0,4,0,2
"E00021633",214,124,57,67,2,1,0,1,84,82,0,2,0,3
"E00021634",283,125,22,103,1,65,28,37,92,90,0,2,0,0
"E00021635",227,90,35,55,0,8,8,0,127,123,0,4,0,2
"E00021636",335,64,29,35,8,205,103,102,55,51,0,4,0,3
"E00021637",507,63,12,51,58,278,86,192,104,91,0,9,4,4
"E00021639",347,55,12,43,0,205,110,95,79,75,0,4,0,8
"E00021640",397,96,48,48,3,223,65,158,73,65,0,2,6,2
"E00021641",415,35,6,29,17,253,38,215,108,101,0,7,0,2
"E00021642",335,91,30,61,0,144,113,31,94,93,0,1,0,6
"E00021643",246,95,20,75,0,106,81,25,38,33,0,5,0,7
"E00021644",327,50,26,24,0,200,47,153,77,70,0,1,6,0
"E00021646",498,131,46,85,31,238,99,139,97,92,0,2,3,1
"E00021648",202,72,16,56,18,9,0,9,101,89,0,12,0,2
"E00021649",434,103,40,63,0,221,206,15,106,104,0,2,0,4
"E00021650",265,71,13,58,0,96,9,87,91,84,0,7,0,7
"E00021651",251,104,34,70,0,6,0,6,136,134,0,2,0,5
"E00021652",276,125,36,89,2,6,6,0,139,132,2,5,0,4
"E00021653",547,95,24,71,3,313,265,48,124,118,0,6,0,12
"E00021654",379,2,0,2,0,325,34,291,47,47,0,0,0,5
"E00021655",274,85,26,59,0,129,114,15,54,47,0,0,7,6
"E00021656",386,108,46,62,4,130,44,86,128,113,0,2,13,16
"E00021657",204,86,23,63,0,6,5,1,106,101,0,3,2,6
"E00021658",177,102,38,64,0,3,0,3,71,63,0,5,3,1
"E00021659",335,22,9,13,18,193,13,180,100,98,0,2,0,2
"E00021660",278,64,25,39,44,95,91,4,73,73,0,0,0,2
"E00021661",480,77,49,28,0,224,94,130,170,152,0,3,15,9
"E00021662",566,64,8,56,4,355,81,274,131,128,0,0,3,12
"E00021663",236,10,4,6,7,210,51,159,3,3,0,0,0,6
"E00021665",473,121,40,81,0,238,213,25,105,92,0,5,8,9
"E00021666",559,82,21,61,0,285,65,220,181,176,2,3,0,11
"E00021667",490,152,26,126,1,211,182,29,115,110,0,5,0,11
"E00021668",499,110,18,92,7,249,94,155,130,129,0,1,0,3
"E00021669",488,103,17,86,6,282,162,120,88,88,0,0,0,9
"E00021670",402,70,10,60,9,219,71,148,95,95,0,0,0,9
"E00021671",351,112,26,86,1,166,141,25,58,56,0,2,0,14
"E00021672",416,74,41,33,7,195,64,131,135,132,0,3,0,5
"E00021673",374,3,0,3,2,303,11,292,62,54,0,0,8,4
"E00021674",378,121,33,88,1,85,29,56,168,162,0,6,0,3
"E00021675",518,92,23,69,0,353,318,35,72,70,0,0,2,1
"E00021676",293,69,17,52,6,9,2,7,206,195,1,10,0,3
"E00021677",336,64,17,47,1,193,47,146,76,74,0,1,1,2
"E00021678",438,217,59,158,0,91,47,44,123,119,0,4,0,7
"E00021679",150,55,9,46,3,56,41,15,36,30,0,6,0,0
"E00021680",494,199,99,100,1,142,8,134,139,130,0,4,5,13
"E00021681",262,93,43,50,2,27,2,25,140,139,0,1,0,0
"E00021682",545,194,50,144,0,201,185,16,146,146,0,0,0,4
"E00021683",509,132,45,87,0,241,155,86,117,114,0,1,2,19
"E00021685",568,141,32,109,9,228,92,136,187,169,0,13,5,3
"E00021686",330,112,42,70,3,68,23,45,141,123,0,5,13,6
"E00021687",435,110,36,74,2,82,63,19,239,225,0,11,3,2
"E00021688",381,115,37,78,6,141,83,58,112,102,0,3,7,7
"E00021689",271,68,17,51,1,15,1,14,184,182,0,2,0,3
"E00021690",445,92,26,66,1,126,41,85,226,202,1,3,20,0
"E00021691",315,51,24,27,0,165,59,106,97,76,2,2,17,2
"E00021692",271,72,35,37,0,50,2,48,145,139,0,2,4,4
"E00021693",430,94,30,64,0,153,55,98,179,171,0,8,0,4
"E00021694",454,85,19,66,3,198,39,159,155,141,0,3,11,13
"E00021695",372,117,41,76,2,101,45,56,151,140,0,11,0,1
"E00021696",522,117,26,91,10,285,37,248,108,99,0,4,5,2
"E00021697",305,48,14,34,19,169,166,3,69,66,0,3,0,0
"E00021698",340,186,78,108,0,44,9,35,103,84,0,19,0,7
"E00021699",390,72,36,36,2,227,79,148,84,74,0,4,6,5
"E00021700",511,145,40,105,3,195,150,45,164,158,2,4,0,4
"E00021701",442,164,41,123,8,112,86,26,148,130,0,18,0,10
"E00021702",370,40,29,11,0,260,235,25,55,55,0,0,0,15
"E00021703",315,72,23,49,2,156,135,21,84,82,0,0,2,1
"E00021704",375,50,13,37,4,179,146,33,135,133,0,2,0,7
"E00021705",431,130,51,79,13,176,158,18,112,100,0,3,9,0
"E00021706",338,82,35,47,6,148,146,2,89,89,0,0,0,13
"E00021707",377,60,6,54,0,221,182,39,95,94,0,0,1,1
"E00021708",298,75,19,56,4,132,115,17,86,78,0,8,0,1
"E00021709",324,30,9,21,0,185,173,12,109,106,0,3,0,0
"E00021710",313,83,29,54,0,170,159,11,58,54,0,4,0,2
"E00021711",471,85,23,62,0,145,120,25,238,231,3,4,0,3
"E00021712",297,73,30,43,0,74,50,24,148,145,0,0,3,2
"E00021713",295,24,6,18,0,196,173,23,62,62,0,0,0,13
"E00021714",209,45,12,33,5,141,113,28,18,18,0,0,0,0
"E00021715",357,49,17,32,0,221,174,47,81,80,0,1,0,6
"E00021716",280,40,14,26,0,193,186,7,46,40,0,2,4,1
"E00021717",253,43,23,20,0,154,134,20,53,53,0,0,0,3
"E00021718",361,102,21,81,3,124,112,12,128,125,0,3,0,4
"E00021719",163,47,15,32,0,83,74,9,33,31,0,2,0,0
"E00021722",342,12,5,7,0,211,24,187,110,101,0,0,9,9
"E00021723",269,63,17,46,1,123,70,53,78,64,2,12,0,4
"E00021724",260,149,63,86,0,14,5,9,93,86,0,4,3,4
"E00021725",232,123,54,69,0,38,3,35,71,67,0,0,4,0
"E00021726",268,46,13,33,0,190,187,3,32,32,0,0,0,0
"E00021727",249,14,3,11,0,218,50,168,15,12,1,2,0,2
"E00021728",253,54,18,36,1,131,124,7,57,55,0,2,0,10
"E00021729",190,39,8,31,2,101,99,2,48,44,0,4,0,0
"E00021730",370,80,24,56,2,219,213,6,68,64,0,0,4,1
"E00021731",396,79,19,60,10,246,209,37,59,56,0,3,0,2
"E00021732",268,90,22,68,0,90,82,8,88,80,0,4,4,0
"E00021733",525,109,43,66,4,280,30,250,132,98,13,8,13,0
"E00021734",599,116,34,82,32,357,167,190,91,76,0,11,4,3
"E00021735",481,80,33,47,0,258,82,176,142,139,1,0,2,1
"E00021736",492,135,50,85,5,232,226,6,112,106,0,0,6,8
"E00021737",283,78,13,65,5,103,60,43,89,83,0,3,3,8
"E00021738",332,18,7,11,1,271,22,249,42,39,2,0,1,0
"E00021739",273,30,10,20,0,14,8,6,229,222,0,7,0,0
"E00021740",393,65,21,44,33,226,197,29,66,66,0,0,0,3
"E00021741",223,44,14,30,0,5,0,5,173,168,0,4,1,1
"E00021742",547,46,27,19,1,137,43,94,357,355,0,0,2,6
"E00021743",313,21,15,6,0,147,41,106,141,139,0,0,2,4
"E00021744",568,82,14,68,0,129,56,73,347,342,0,0,5,10
"E00021745",233,47,12,35,0,135,124,11,51,47,0,4,0,0
"E00021746",233,48,7,41,13,2,0,2,166,164,0,2,0,4
"E00021748",534,143,70,73,6,145,132,13,234,222,0,12,0,6
"E00021750",449,128,63,65,0,173,158,15,145,145,0,0,0,3
"E00021752",422,93,39,54,1,197,187,10,127,127,0,0,0,4
"E00021753",282,40,19,21,0,201,125,76,41,40,0,1,0,0
"E00021754",204,35,11,24,0,109,107,2,60,57,0,0,3,0
"E00021755",358,156,30,126,0,104,44,60,94,88,0,6,0,4
"E00021756",217,50,3,47,5,83,55,28,77,62,0,6,9,2
"E00021757",248,44,12,32,0,167,164,3,33,31,0,1,1,4
"E00021758",322,47,18,29,0,160,49,111,112,105,0,5,2,3
"E00021759",369,105,26,79,0,188,170,18,69,67,0,2,0,7
"E00021760",351,89,18,71,0,205,190,15,54,54,0,0,0,3
"E00021761",209,37,19,18,6,41,2,39,120,102,7,0,11,5
"E00021762",306,67,13,54,0,115,106,9,119,105,0,3,11,5
"E00021763",394,112,44,68,0,192,135,57,87,84,0,3,0,3
"E00021764",467,142,43,99,2,140,57,83,166,166,0,0,0,17
"E00021766",413,38,22,16,0,268,36,232,91,88,3,0,0,16
"E00021767",233,64,20,44,0,81,72,9,84,84,0,0,0,4
"E00167078",270,42,22,20,0,57,49,8,170,164,0,2,4,1
"E00167079",222,31,4,27,2,16,0,16,169,169,0,0,0,4
"E00167080",390,78,30,48,23,189,14,175,97,97,0,0,0,3
"E00167081",279,114,36,78,0,14,0,14,141,138,0,3,0,10
"E00167082",309,55,12,43,28,39,8,31,185,164,0,21,0,2
"E00167083",343,29,8,21,8,195,26,169,103,101,0,2,0,8
"E00167084",231,21,8,13,42,55,10,45,111,111,0,0,0,2
"E00167085",267,55,25,30,0,97,36,61,114,107,0,6,1,1
"E00167086",368,102,33,69,5,125,82,43,136,134,0,2,0,0
"E00167087",282,71,8,63,9,44,19,25,158,158,0,0,0,0
"E00167088",210,55,5,50,1,29,15,14,120,117,0,3,0,5
"E00167089",171,20,8,12,2,39,0,39,107,104,0,3,0,3
"E00167090",195,3,0,3,13,148,7,141,24,24,0,0,0,7
"E00167091",331,60,6,54,22,90,3,87,154,143,2,9,0,5
"E00167092",294,49,19,30,35,96,19,77,109,106,0,3,0,5
"E00167093",196,33,8,25,6,51,3,48,106,102,1,3,0,0
"E00167094",280,69,32,37,2,52,3,49,148,146,0,2,0,9
"E00167095",286,89,18,71,6,109,55,54,82,81,0,1,0,0
"E00167096",131,35,4,31,0,2,1,1,94,91,0,3,0,0
"E00167097",259,31,13,18,55,78,32,46,86,85,1,0,0,9
"E00167098",131,8,1,7,3,7,2,5,113,113,0,0,0,0
"E00167099",110,25,16,9,0,4,2,2,81,77,0,3,1,0
"E00167100",519,60,26,34,0,4,0,4,452,441,0,6,5,3
"E00167101",256,100,32,68,0,6,0,6,140,136,0,2,2,10
"E00167102",300,14,0,14,8,119,38,81,150,150,0,0,0,9
"E00167103",206,57,11,46,0,3,3,0,144,139,0,5,0,2
"E00167104",216,96,32,64,4,5,0,5,111,107,0,4,0,0
"E00167105",479,70,4,66,21,347,68,279,26,20,0,5,1,15
"E00167106",314,149,36,113,11,14,0,14,132,126,0,6,0,8
"E00167107",238,39,5,34,9,106,6,100,83,80,0,0,3,1
"E00167108",400,89,32,57,26,190,37,153,92,82,0,8,2,3
"E00167109",261,44,14,30,0,100,22,78,115,112,1,2,0,2
"E00167110",293,73,22,51,0,102,33,69,113,112,1,0,0,5
"E00167111",282,37,12,25,4,4,0,4,237,232,0,0,5,0
"E00167112",795,154,34,120,5,167,40,127,433,406,19,3,5,36
"E00167113",473,22,7,15,49,315,47,268,84,70,1,0,13,3
"E00167114",464,81,31,50,0,282,52,230,100,94,0,6,0,1
"E00167115",727,83,37,46,27,259,46,213,344,337,3,2,2,14
"E00167116",280,59,27,32,0,183,18,165,31,28,0,3,0,7
"E00167117",133,52,10,42,2,11,4,7,52,52,0,0,0,16
"E00167118",244,70,15,55,0,11,4,7,159,154,0,4,1,4
"E00167119",305,96,17,79,6,79,45,34,118,115,1,1,1,6
"E00167120",283,24,6,18,24,109,31,78,111,105,2,4,0,15
"E00167121",265,75,29,46,0,15,1,14,172,165,5,2,0,3
"E00167122",202,50,27,23,0,27,4,23,123,121,1,0,1,2
"E00167123",347,22,6,16,30,270,31,239,22,22,0,0,0,3
"E00167124",308,38,2,36,68,158,9,149,44,38,0,4,2,0
"E00167125",173,53,10,43,2,13,0,13,104,101,0,3,0,1
"E00167126",367,106,26,80,0,15,6,9,243,235,0,7,1,3
"E00167127",265,91,33,58,0,22,12,10,146,138,3,2,3,6
"E00167128",276,14,4,10,35,183,47,136,40,40,0,0,0,4
"E00167129",615,95,19,76,6,180,24,156,331,322,1,7,1,3
"E00167130",834,249,51,198,39,289,26,263,244,235,0,4,5,13
"E00167131",145,10,1,9,0,91,2,89,32,31,0,0,1,12
"E00167132",393,47,15,32,22,5,1,4,314,305,0,9,0,5
"E00167133",175,49,17,32,0,66,23,43,59,55,0,4,0,1
"E00167134",222,116,33,83,0,5,0,5,98,91,0,5,2,3
"E00167135",269,106,36,70,1,9,3,6,149,146,0,3,0,4
"E00167136",178,26,5,21,0,100,26,74,52,52,0,0,0,0
"E00167137",222,47,16,31,5,12,4,8,156,153,0,0,3,2
"E00167138",230,28,7,21,11,68,2,66,120,120,0,0,0,3
"E00167139",305,35,14,21,2,18,8,10,250,246,2,2,0,0
"E00167140",246,13,3,10,13,75,18,57,143,139,0,4,0,2
"E00167141",313,102,22,80,0,11,0,11,200,200,0,0,0,0
"E00167142",453,199,70,129,3,15,8,7,235,230,0,3,2,1
"E00167143",337,47,31,16,13,174,157,17,103,99,0,4,0,0
"E00167144",428,53,26,27,1,339,286,53,35,32,0,2,1,0
"E00167145",196,41,11,30,0,10,0,10,141,133,0,2,6,4
"E00167146",300,93,15,78,1,15,9,6,186,174,0,11,1,5
"E00167147",277,9,4,5,13,200,10,190,53,50,0,2,1,2
"E00167148",188,27,10,17,0,2,0,2,157,156,0,1,0,2
"E00167149",167,27,0,27,11,40,0,40,87,83,0,4,0,2
"E00167150",366,62,9,53,32,76,12,64,194,187,0,3,4,2
"E00167151",423,71,24,47,5,13,4,9,327,320,0,7,0,7
"E00167152",164,36,20,16,7,5,0,5,116,114,0,2,0,0
"E00167153",402,25,8,17,2,295,63,232,70,67,1,2,0,10
"E00167154",205,66,30,36,0,7,0,7,131,127,0,2,2,1
"E00167155",310,76,17,59,8,28,0,28,192,176,7,4,5,6
"E00167156",336,30,12,18,0,220,145,75,84,76,0,8,0,2
"E00167157",317,78,26,52,0,2,0,2,234,228,0,6,0,3
"E00167158",257,63,19,44,0,5,0,5,188,187,0,0,1,1
"E00167159",211,93,45,48,0,3,0,3,112,111,0,0,1,3
"E00167160",316,44,21,23,8,180,9,171,81,79,0,2,0,3
"E00167161",312,49,15,34,7,206,73,133,50,50,0,0,0,0
"E00167162",337,69,8,61,0,22,15,7,244,243,0,1,0,2
"E00167163",260,57,18,39,21,4,0,4,176,165,0,6,5,2
"E00167164",118,16,3,13,18,60,16,44,24,24,0,0,0,0
"E00167165",228,77,23,54,4,1,1,0,143,141,1,1,0,3
"E00167166",464,21,6,15,14,64,9,55,365,352,5,3,5,0
"E00167167",267,41,23,18,2,6,0,6,218,211,0,5,2,0
"E00167168",281,86,18,68,5,69,4,65,116,114,0,2,0,5
"E00167169",282,7,4,3,22,190,27,163,63,60,0,0,3,0
"E00167170",171,75,19,56,0,10,6,4,85,85,0,0,0,1
"E00167171",211,40,11,29,0,105,93,12,66,66,0,0,0,0
"E00167172",174,48,14,34,9,14,1,13,99,94,0,5,0,4
"E00167173",473,36,4,32,10,387,67,320,17,17,0,0,0,23
"E00167174",240,127,56,71,1,9,9,0,101,99,0,0,2,2
"E00167175",212,141,94,47,1,0,0,0,67,62,0,4,1,3
"E00167176",332,36,19,17,1,120,10,110,168,163,0,5,0,7
"E00167177",264,54,23,31,2,6,1,5,202,193,0,6,3,0
"E00167178",321,39,10,29,9,158,17,141,114,105,0,9,0,1
"E00167179",240,12,4,8,1,18,11,7,209,208,0,0,1,0
"E00167180",311,15,3,12,56,206,28,178,29,24,0,2,3,5
"E00167181",160,26,3,23,7,51,25,26,76,76,0,0,0,0
"E00167182",149,18,1,17,13,102,8,94,15,10,0,0,5,1
"E00167183",139,89,54,35,0,2,0,2,46,44,0,0,2,2
"E00167184",175,20,7,13,13,94,41,53,45,43,0,2,0,3
"E00167185",247,3,0,3,2,222,21,201,19,19,0,0,0,1
"E00167186",243,69,12,57,2,19,0,19,153,149,0,4,0,0
"E00167187",288,82,25,57,0,73,68,5,132,126,0,1,5,1
"E00167188",304,85,21,64,1,6,4,2,212,210,0,2,0,0
"E00167189",273,44,7,37,3,87,14,73,136,136,0,0,0,3
"E00167190",210,39,13,26,2,70,8,62,98,90,0,8,0,1
"E00167191",216,64,4,60,0,21,5,16,131,128,0,2,1,0
"E00167192",230,43,5,38,6,70,18,52,111,108,0,3,0,0
"E00167193",220,19,5,14,0,178,13,165,23,18,0,5,0,0
"E00167194",287,30,7,23,47,144,5,139,55,49,0,6,0,11
"E00167195",189,54,12,42,5,52,0,52,74,72,0,1,1,4
"E00167196",204,11,7,4,0,183,19,164,3,3,0,0,0,7
"E00167197",246,23,4,19,2,160,10,150,58,52,0,0,6,3
"E00167198",535,93,44,49,37,270,49,221,133,133,0,0,0,2
"E00167199",171,26,0,26,0,27,8,19,118,114,0,4,0,0
"E00167200",218,20,3,17,0,14,2,12,184,184,0,0,0,0
"E00167201",319,19,5,14,0,273,26,247,27,25,0,2,0,0
"E00167202",197,30,14,16,0,149,37,112,16,16,0,0,0,2
"E00167203",384,52,6,46,0,219,27,192,113,101,0,6,6,0
"E00167204",239,127,16,111,0,9,1,8,103,95,0,8,0,0
"E00167205",326,49,7,42,12,211,177,34,54,35,0,7,12,0
"E00167206",387,65,26,39,1,243,233,10,77,77,0,0,0,1
"E00167207",335,78,32,46,34,148,39,109,75,68,0,7,0,0
"E00167208",266,127,29,98,2,12,7,5,122,120,0,2,0,3
"E00167209",376,6,0,6,79,246,13,233,45,39,0,0,6,0
"E00167210",141,69,9,60,0,7,7,0,64,58,0,6,0,1
"E00167211",378,64,13,51,1,128,71,57,170,166,0,0,4,15
"E00167212",282,49,7,42,6,195,79,116,29,26,0,0,3,3
"E00167213",397,57,8,49,0,259,102,157,52,41,0,0,11,29
"E00167214",362,48,21,27,1,159,57,102,152,149,0,3,0,2
"E00167215",327,66,13,53,5,136,27,109,110,105,0,1,4,10
"E00167216",379,44,16,28,16,225,90,135,81,76,0,5,0,13
"E00167217",278,37,9,28,0,185,79,106,55,55,0,0,0,1
"E00167218",303,66,16,50,9,167,31,136,53,52,0,0,1,8
"E00167219",307,22,0,22,1,246,82,164,36,32,0,0,4,2
"E00167220",228,61,24,37,8,9,0,9,149,147,0,0,2,1
"E00167221",419,93,18,75,6,215,153,62,90,90,0,0,0,15
"E00167222",322,101,23,78,2,125,118,7,89,89,0,0,0,5
"E00167223",393,15,7,8,45,313,7,306,20,20,0,0,0,0
"E00167224",351,6,1,5,16,293,30,263,35,35,0,0,0,1
"E00167225",402,11,2,9,26,333,32,301,32,28,0,0,4,0
"E00167226",226,35,9,26,85,56,4,52,50,49,0,1,0,0
"E00167227",336,68,12,56,3,135,45,90,130,126,0,3,1,0
"E00167228",292,27,5,22,24,201,40,161,39,37,0,1,1,1
"E00167229",341,39,5,34,3,239,92,147,55,55,0,0,0,5
"E00167230",196,36,7,29,16,12,7,5,132,132,0,0,0,0
"E00167231",260,34,1,33,6,106,40,66,114,113,0,0,1,0
"E00167232",200,52,10,42,14,27,6,21,105,96,0,9,0,2
"E00167233",213,31,14,17,63,105,24,81,14,14,0,0,0,0
"E00167234",378,56,9,47,13,254,79,175,47,42,0,0,5,8
"E00167235",462,77,13,64,8,256,149,107,98,92,0,3,3,23
"E00167236",180,20,4,16,0,2,2,0,158,151,0,2,5,0
"E00167237",192,89,18,71,0,4,0,4,99,99,0,0,0,0
"E00167238",349,25,11,14,25,273,108,165,23,14,0,2,7,3
"E00167239",188,8,6,2,59,102,8,94,19,18,0,0,1,0
"E00167240",481,13,2,11,0,432,66,366,26,16,0,0,10,10
"E00167241",380,59,6,53,12,209,190,19,86,86,0,0,0,14
"E00167242",191,16,1,15,79,49,5,44,47,45,0,1,1,0
"E00167243",283,55,19,36,4,30,10,20,193,183,0,10,0,1
"E00167244",255,41,23,18,4,14,2,12,196,196,0,0,0,0
"E00167245",302,60,16,44,2,146,23,123,92,78,0,14,0,2
"E00167246",226,29,16,13,8,170,12,158,19,18,0,1,0,0
"E00167247",171,76,21,55,0,36,5,31,59,53,0,6,0,0
"E00167248",369,61,10,51,40,21,11,10,242,241,0,1,0,5
"E00167249",352,53,20,33,6,22,3,19,266,265,0,0,1,5
"E00167250",428,11,4,7,6,371,57,314,30,30,0,0,0,10
"E00167251",309,8,2,6,0,50,1,49,251,70,0,0,181,0
"E00167252",381,45,5,40,42,212,97,115,79,75,3,1,0,3
"E00167253",310,10,0,10,31,238,16,222,31,29,0,2,0,0
"E00167254",254,51,28,23,0,92,72,20,109,78,0,6,25,2
"E00167255",382,41,11,30,52,258,13,245,21,18,0,0,3,10
"E00167256",280,4,0,4,82,176,5,171,18,16,0,0,2,0
"E00167257",367,21,4,17,140,184,16,168,22,20,0,2,0,0
"E00167258",393,26,1,25,0,352,34,318,5,5,0,0,0,10
"E00167259",255,5,0,5,8,205,22,183,36,36,0,0,0,1
"E00167260",474,31,6,25,0,375,32,343,57,52,0,4,1,11
"E00167261",401,128,46,82,5,112,17,95,154,128,2,24,0,2
"E00167262",91,47,19,28,0,3,0,3,41,41,0,0,0,0
"E00167263",192,54,15,39,3,4,0,4,131,127,0,4,0,0
"E00167264",287,43,11,32,51,148,19,129,43,40,0,2,1,2
"E00167265",328,99,31,68,0,121,117,4,104,93,0,5,6,4
"E00167266",315,73,15,58,1,124,54,70,109,107,0,2,0,8
