"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E01032764",1302,8,19,10,14,17,7,7,4,5,10,17,7,7,11,4,10,7,6,2,14,15,27,22,59,42,60,57,73,63,67,43,47,36,45,30,27,36,13,18,21,34,9,14,12,15,17,20,16,13,13,9,5,8,4,4,5,7,1,4,8,6,2,5,6,5,5,4,2,5,5,4,7,3,1,4,8,3,3,3,2,1,0,1,1,1,0,2,3,1,1,1,0,0,0,0,0,1,1,0,0,0
"E01032765",1488,17,14,19,21,12,17,13,16,15,13,17,20,13,13,16,14,23,9,17,29,33,42,42,54,50,50,49,66,56,48,50,54,32,36,25,23,18,13,19,21,22,18,15,19,15,15,21,24,9,16,9,13,11,13,11,16,9,7,8,13,4,7,6,4,6,4,4,3,9,2,3,4,1,4,3,1,4,4,3,2,4,3,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"E01032766",1307,12,20,13,12,16,14,14,9,10,7,5,5,6,9,8,9,14,9,10,24,32,41,38,44,56,73,54,56,80,53,57,51,38,32,30,29,25,17,23,23,22,10,14,18,9,10,11,11,9,3,8,7,4,8,11,8,5,4,9,7,10,1,3,3,1,2,2,0,1,1,1,2,1,4,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01032767",1584,8,12,7,3,5,4,2,3,2,2,1,7,3,1,4,4,8,6,3,13,35,45,50,82,96,136,107,118,92,84,63,57,64,50,47,34,42,26,14,14,16,15,13,14,17,11,7,6,7,9,7,10,4,8,6,6,4,9,9,5,6,4,5,3,5,0,1,3,4,2,3,1,1,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"E01032768",1307,21,22,17,18,8,14,6,4,3,6,2,1,1,2,0,1,2,4,1,4,6,14,18,28,45,57,58,63,56,61,85,67,54,71,40,38,37,30,29,30,25,19,12,19,17,21,11,14,11,6,10,9,12,10,10,6,7,6,4,2,4,6,5,6,4,3,3,4,1,0,2,2,1,1,1,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01032769",1235,21,25,11,17,9,15,7,11,12,5,9,10,8,7,8,5,4,3,3,4,7,20,19,30,36,49,37,56,39,54,58,55,35,47,51,35,27,37,30,14,32,18,15,21,15,13,16,13,11,8,10,6,11,5,5,4,3,5,7,6,7,12,7,8,6,2,3,3,3,1,4,3,4,2,3,1,1,0,2,3,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01032770",1191,23,22,10,15,17,11,9,10,6,7,5,3,2,5,4,5,5,3,7,3,15,31,19,56,58,64,54,66,45,63,52,58,51,33,32,29,19,20,21,5,11,11,6,15,12,4,6,9,5,12,5,2,5,4,4,9,4,4,2,3,3,7,7,2,5,3,5,7,2,4,1,3,8,2,3,6,1,4,3,2,1,2,0,3,4,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0
"E01032771",1104,8,21,20,10,10,11,12,15,5,15,5,8,7,17,10,7,8,15,13,11,15,17,22,35,43,41,38,28,67,51,54,45,30,28,36,31,24,25,15,15,19,17,22,13,15,7,11,10,4,3,5,10,6,5,5,12,2,3,8,4,2,2,4,2,3,0,1,1,0,3,2,2,0,2,2,1,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01032772",1135,14,12,14,8,12,5,15,9,5,9,4,11,12,9,15,11,17,16,12,18,21,34,30,40,28,57,22,33,45,38,39,35,33,21,30,15,25,23,11,22,11,14,19,14,8,14,16,7,14,7,7,9,12,11,8,7,4,7,6,6,3,4,12,6,6,1,3,3,8,5,4,3,7,6,6,3,5,3,3,1,0,2,2,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"E01032773",1561,28,36,29,30,25,11,16,19,12,6,11,9,10,12,8,5,4,5,7,21,30,18,40,55,87,61,74,77,92,80,64,53,69,51,63,45,33,30,18,23,20,12,10,15,15,7,14,13,10,6,11,9,4,12,3,2,3,1,3,6,2,2,1,0,2,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01032774",1298,20,35,29,20,24,31,21,17,18,12,10,8,8,16,6,7,13,7,7,9,18,23,31,30,37,34,36,67,53,44,44,61,47,36,39,17,31,22,14,8,27,18,9,16,19,10,16,12,11,10,12,8,9,9,7,10,7,5,5,8,4,5,6,4,1,7,1,2,1,1,1,2,3,1,4,4,0,2,2,1,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01032775",1108,22,15,16,10,8,10,6,2,6,5,6,2,3,4,4,0,2,1,4,9,15,22,20,18,29,27,49,40,49,58,58,54,55,47,43,45,40,27,18,24,14,12,13,10,21,10,8,9,15,9,5,8,6,11,10,5,8,12,4,5,5,2,4,2,3,3,5,4,2,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E01032776",1076,20,18,13,7,5,6,7,4,4,2,1,1,2,2,2,2,1,4,1,18,10,24,25,46,46,51,58,63,73,56,63,73,60,47,27,38,26,16,14,15,8,10,10,8,13,6,7,10,2,1,4,3,7,2,4,8,1,2,3,0,0,1,0,0,2,1,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E01032777",1141,20,15,14,12,14,11,10,12,8,15,12,13,9,11,8,9,5,10,6,11,22,25,20,42,37,41,40,58,40,52,35,54,41,39,35,37,25,17,29,28,15,13,18,11,14,3,15,11,7,12,11,11,7,3,6,3,4,3,3,0,2,3,1,1,4,0,3,2,1,2,0,1,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01032778",1108,25,14,25,16,17,8,8,2,6,5,5,4,1,0,1,1,1,0,1,9,13,29,33,48,43,55,71,73,67,59,62,55,44,35,35,23,27,24,15,7,8,13,11,6,11,4,7,4,5,6,7,0,2,7,7,2,3,2,5,2,3,2,4,4,5,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01032779",1089,21,19,23,20,13,9,17,24,14,7,6,6,4,3,2,4,3,0,2,8,8,20,15,38,38,47,48,69,54,51,61,67,40,41,30,27,35,23,22,10,10,15,7,10,12,5,2,9,7,3,6,6,4,3,3,6,4,3,4,1,2,3,0,2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"E01032780",1333,20,23,19,10,7,3,6,4,9,2,1,3,0,2,3,3,2,1,6,8,4,21,39,35,66,56,65,74,68,72,62,60,64,46,42,35,39,37,35,24,24,16,18,15,18,14,12,9,10,6,6,9,10,10,6,9,3,3,7,7,2,1,7,5,2,3,2,1,3,2,2,2,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01032781",1535,29,15,12,9,8,14,11,9,10,4,6,3,9,4,6,8,8,7,4,17,12,15,32,45,55,37,66,80,67,77,73,80,57,54,62,37,39,38,34,38,21,23,19,17,24,18,20,9,25,9,11,18,10,6,13,9,5,4,6,5,7,5,4,12,2,4,2,2,4,2,2,2,5,3,0,4,4,1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"E01032782",1614,19,25,24,19,27,29,22,22,34,15,21,9,21,15,18,16,13,20,26,21,35,31,49,44,53,62,51,54,53,52,60,50,58,49,37,33,40,39,35,25,26,24,19,13,30,15,13,6,18,12,9,10,8,8,7,7,4,4,5,3,0,4,5,3,3,1,5,2,2,0,3,3,0,3,0,3,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"E01032783",1383,21,17,12,14,11,8,6,14,10,5,6,2,7,3,11,11,11,10,7,11,17,26,20,49,46,51,64,50,57,57,62,61,45,45,50,35,35,20,17,22,15,24,21,11,15,13,14,14,11,7,15,10,10,10,11,8,11,6,4,7,7,9,7,6,10,5,6,5,2,5,2,8,1,3,6,3,3,5,7,2,1,4,1,2,2,1,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0
"E01032784",1516,20,13,28,10,18,11,16,15,13,22,5,12,10,10,11,11,7,12,11,14,38,30,58,76,62,78,56,75,66,63,65,53,50,47,35,34,24,22,19,19,14,8,15,9,9,10,7,9,13,11,10,10,5,9,9,8,8,7,6,4,2,4,8,3,1,2,1,6,2,5,3,3,2,1,3,3,2,5,1,3,3,7,5,3,2,4,2,2,5,0,2,0,0,0,0,0,0,0,0,0,1
"E01032785",1348,35,27,16,22,13,11,10,16,11,11,13,8,7,9,3,10,1,4,10,6,8,13,14,27,34,48,51,69,77,63,75,86,66,59,38,41,34,32,24,26,21,19,18,14,16,4,14,12,6,5,5,2,5,3,9,3,8,4,2,2,3,1,2,3,3,0,4,1,5,1,1,5,0,1,0,1,1,2,2,0,1,2,3,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"E01032786",1561,22,26,26,35,29,27,33,19,27,28,20,14,15,18,16,17,13,10,11,10,18,16,16,26,40,37,30,36,66,45,34,40,49,47,36,29,41,28,28,25,27,21,27,22,21,27,23,17,11,15,13,12,17,14,4,10,4,7,12,8,2,3,4,9,12,9,4,2,3,4,3,5,4,6,5,8,7,4,5,6,5,5,8,5,3,3,3,0,4,0,2,1,0,0,2,0,0,0,0,0,0
"E01032787",2567,31,45,36,58,47,42,44,49,40,41,42,33,46,39,38,32,36,47,32,40,58,68,61,65,61,74,84,77,58,63,58,39,52,47,55,40,42,45,37,29,32,34,32,33,21,29,20,21,24,26,19,16,17,19,21,20,27,13,12,9,10,10,6,6,11,10,7,14,7,9,9,8,5,10,7,8,4,6,6,4,5,5,2,2,4,2,1,0,1,3,6,2,1,0,0,0,0,0,0,0,0
