"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E01004207",1416,22,19,18,17,16,19,15,14,15,16,15,12,17,12,16,22,22,27,16,33,25,47,48,67,52,39,32,36,41,29,40,34,18,26,20,19,23,20,19,11,15,11,25,13,9,14,18,16,21,13,11,11,16,11,9,15,16,9,10,10,7,3,9,6,6,7,1,6,6,6,7,3,8,3,5,5,3,2,7,4,6,5,6,2,2,1,1,3,0,1,1,0,0,1,0,0,0,0,0,1,0
"E01004208",1976,23,25,10,15,19,8,17,16,9,9,11,12,13,20,13,10,20,20,37,54,54,60,78,84,114,95,96,71,85,72,75,62,46,33,43,34,37,19,34,29,19,23,27,21,21,29,7,17,13,13,15,20,18,8,12,11,9,9,7,9,13,10,1,6,3,7,2,3,5,3,0,4,1,0,3,3,3,4,2,2,2,1,0,1,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0
"E01004209",1366,25,28,16,26,31,25,32,21,25,30,25,18,16,26,17,20,17,18,8,23,19,17,42,44,39,30,37,42,41,34,34,31,38,27,18,17,20,21,13,29,18,16,14,9,12,11,9,12,11,19,10,5,6,5,17,13,15,13,6,7,3,5,5,3,2,3,5,4,6,4,6,4,2,7,5,3,2,2,6,4,4,3,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
"E01004211",1463,17,12,9,8,4,7,7,4,3,8,9,10,4,8,5,7,10,6,27,17,19,46,47,46,55,76,76,56,65,61,70,56,58,33,37,38,31,36,11,20,26,15,16,15,21,13,14,9,17,19,7,8,9,14,10,8,8,9,9,7,11,6,3,1,5,1,3,3,5,5,6,2,2,2,1,4,4,1,1,0,7,2,0,5,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
"E01004212",1780,23,17,22,18,20,17,28,17,19,20,24,14,17,9,17,15,13,16,42,56,65,64,66,78,71,58,50,52,75,48,43,45,41,48,32,23,36,22,22,18,39,27,17,13,23,24,13,12,6,11,13,9,10,10,14,5,6,10,8,7,9,3,6,10,6,8,11,6,2,8,4,3,5,5,4,4,5,5,4,5,1,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E01004214",1669,24,38,39,46,30,29,27,35,24,24,23,29,19,24,27,23,32,21,29,26,15,25,22,34,38,37,21,33,27,37,36,37,32,32,27,28,25,26,17,26,23,18,19,25,20,21,20,24,18,18,17,13,11,17,22,20,14,12,16,18,12,10,10,6,7,3,12,6,5,6,4,7,7,14,5,11,7,7,3,1,4,1,4,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1
"E01004215",2756,45,44,35,46,36,49,31,40,23,21,30,27,41,28,36,18,22,21,20,41,30,54,71,69,75,93,91,116,95,89,110,83,93,70,61,63,54,47,43,48,44,22,37,25,34,19,25,26,17,18,28,9,12,14,13,14,21,11,14,10,11,10,13,11,15,14,11,17,5,7,13,5,7,9,5,4,15,12,0,6,9,6,0,5,7,2,3,2,3,2,2,2,0,0,0,0,1,0,0,0,0
"E01004216",1619,32,37,28,12,19,13,14,15,12,10,16,11,6,4,7,20,5,18,7,10,18,25,39,46,36,51,60,42,49,58,60,69,61,58,52,45,42,32,40,29,29,23,30,8,14,10,11,18,10,18,10,14,9,11,10,17,6,8,4,7,5,12,10,10,8,7,7,6,5,1,2,8,2,5,2,5,3,3,7,3,5,5,3,5,2,1,2,1,3,2,2,0,2,0,0,0,0,0,0,0,0
"E01004217",1745,30,38,32,23,22,21,15,24,16,16,12,17,16,16,8,10,8,14,10,19,29,25,30,45,28,46,42,36,47,41,66,52,54,51,37,39,31,22,29,22,24,19,15,17,25,25,21,18,19,16,12,19,17,25,12,10,12,23,22,10,14,17,13,11,18,12,9,12,5,6,8,6,7,10,15,12,10,8,6,6,9,8,1,3,6,4,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0
"E01004218",1750,31,25,21,23,18,21,25,24,13,12,10,14,14,9,17,12,11,12,18,18,24,28,35,46,47,37,56,44,55,64,58,52,56,51,41,27,41,29,32,37,34,26,28,26,32,18,15,19,18,17,17,23,10,22,14,10,13,15,14,13,12,12,8,7,13,9,8,7,7,8,7,3,8,6,6,5,3,5,0,2,2,2,1,1,4,2,1,1,1,0,1,0,0,1,0,4,0,1,0,0,0
"E01004219",2294,50,51,44,40,42,39,24,32,26,30,29,28,25,29,23,27,20,24,28,21,52,41,60,61,101,84,73,87,92,78,65,61,77,52,48,38,42,28,29,31,29,22,19,27,23,16,10,14,22,17,15,7,16,12,14,15,16,10,11,15,6,11,10,7,8,9,11,4,8,3,5,3,4,8,2,2,5,5,2,2,1,2,3,0,2,2,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0
"E01004221",1881,32,25,22,21,25,20,21,22,24,21,22,10,11,13,13,18,14,20,12,23,17,33,34,31,61,61,66,74,57,68,86,79,68,65,47,40,56,35,41,31,32,23,20,17,19,13,19,23,17,12,9,17,9,16,12,11,13,12,9,11,10,9,11,13,7,9,3,7,4,1,9,5,8,4,4,0,1,3,2,1,4,3,0,1,2,1,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0
"E01004222",2480,41,37,32,61,37,32,30,25,28,36,32,32,38,32,28,27,26,52,30,31,40,41,38,43,56,50,54,54,48,50,54,54,38,53,38,32,47,35,25,26,21,26,49,26,36,31,28,23,22,42,24,29,31,20,23,22,22,20,21,19,21,15,35,13,21,16,15,15,17,14,14,8,15,15,13,6,10,10,16,8,13,16,6,5,9,4,6,9,2,4,1,1,0,3,1,1,3,0,0,0,1
"E01004223",2079,33,41,33,29,28,29,28,21,17,26,21,23,17,24,20,14,21,13,26,21,28,35,34,35,41,38,52,54,45,60,58,50,48,34,34,30,27,29,22,30,19,29,27,35,26,35,28,31,25,30,23,35,24,18,16,19,21,13,20,15,14,15,17,18,19,10,13,9,9,12,8,10,12,12,5,11,11,16,9,3,11,11,11,12,11,5,5,2,6,2,2,4,0,3,1,0,0,0,1,0,1
"E01004224",2000,23,16,17,26,25,29,18,22,29,24,19,23,28,22,24,22,21,16,28,19,37,55,45,53,47,68,67,56,53,79,73,67,53,48,50,24,36,27,33,23,22,23,13,37,25,14,21,18,21,12,14,9,15,17,15,11,9,12,14,3,13,10,17,9,12,9,7,7,7,4,8,8,15,8,8,9,10,7,9,6,6,7,4,1,7,3,4,3,6,1,1,0,1,0,0,2,0,1,0,0,0
"E01004225",2178,36,30,22,20,15,10,11,14,11,2,14,7,8,4,4,4,2,3,3,21,35,36,46,82,112,111,116,123,120,107,97,86,73,70,72,54,53,47,30,43,40,25,28,27,16,26,13,24,19,10,18,14,16,7,9,15,7,3,7,7,5,6,8,3,6,4,5,8,2,6,4,1,1,2,2,4,3,7,3,1,4,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"E01004226",1738,32,38,31,30,29,37,33,26,29,21,28,16,10,22,16,20,17,15,14,29,53,36,32,40,50,39,44,47,37,51,60,39,38,35,39,36,20,41,20,17,24,24,23,17,20,18,19,17,15,17,9,29,8,10,16,13,10,8,6,9,10,7,10,6,7,9,7,6,4,10,6,6,8,5,2,8,6,3,5,2,7,3,7,3,4,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
"E01004228",1857,33,20,23,21,24,17,17,26,14,14,10,14,16,14,13,17,15,8,17,18,32,39,30,38,36,53,60,47,56,63,57,47,38,40,40,42,33,32,23,27,24,29,29,34,14,27,27,25,17,26,22,20,18,13,17,12,15,23,31,11,13,16,18,26,12,12,9,15,7,10,7,5,7,3,8,2,8,5,7,10,6,7,4,3,2,2,4,3,0,1,2,2,1,0,1,1,0,0,0,0,0
"E01004229",1484,27,24,23,20,18,13,29,16,23,13,9,15,14,21,11,17,15,17,9,23,41,25,39,45,51,45,39,39,51,45,42,32,26,35,32,26,24,19,15,14,28,16,10,15,18,20,22,17,17,14,11,14,8,18,15,11,21,7,11,12,7,7,2,9,11,4,5,10,6,9,5,4,3,5,10,4,3,6,4,2,5,3,3,0,0,1,2,1,0,3,0,3,0,0,0,0,0,0,0,0,0
"E01004230",2101,32,33,27,28,24,30,21,16,37,19,13,25,30,16,27,20,18,11,23,28,41,45,44,58,56,84,66,67,62,67,61,54,47,36,47,36,32,33,28,34,24,29,22,18,23,17,28,25,13,19,14,17,17,26,13,26,20,15,6,11,12,10,6,11,14,13,8,8,13,4,14,8,6,10,2,6,10,13,8,4,8,9,4,7,2,6,4,3,2,6,4,3,2,1,0,0,0,1,0,0,0
"E01004231",1793,40,36,24,29,34,31,26,36,25,27,31,18,36,29,31,26,13,22,22,25,41,26,48,41,39,60,58,48,53,39,53,37,27,40,45,29,26,26,33,19,26,18,20,25,9,17,18,15,9,10,11,13,13,9,9,9,9,16,10,10,7,8,10,7,7,5,10,8,3,6,7,7,10,6,2,4,7,11,6,3,6,6,2,3,2,3,1,2,2,4,0,1,0,0,2,0,0,0,0,0,0
"E01004232",1665,17,15,23,16,10,20,12,14,10,13,13,14,19,5,5,12,8,12,17,27,56,56,65,63,79,57,60,63,55,64,54,43,37,31,24,22,28,20,21,19,23,24,17,13,19,8,19,21,14,16,18,20,13,16,20,12,12,15,26,5,9,10,7,6,14,5,7,7,14,6,4,5,3,4,6,6,2,1,1,2,3,4,2,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"E01004233",1821,27,31,33,23,33,23,20,32,36,26,35,30,23,18,24,20,20,18,17,20,34,23,35,33,44,34,29,63,42,37,40,42,27,40,33,34,30,22,25,16,20,28,15,17,18,21,22,17,18,18,14,19,20,13,19,16,11,19,22,19,11,17,11,18,8,10,14,15,12,10,10,10,9,11,9,9,6,10,9,7,7,8,6,3,6,3,4,1,2,2,1,2,0,1,1,0,0,0,0,0,0
"E01004234",2218,42,37,26,33,25,30,24,21,13,22,17,22,15,18,16,16,10,15,10,36,40,53,52,61,54,69,57,66,84,67,57,64,59,48,56,40,34,28,38,42,37,33,35,31,29,29,27,29,24,26,26,25,17,18,18,16,19,13,15,12,16,9,13,16,21,15,5,9,6,8,9,8,6,10,10,5,6,5,8,5,4,6,3,3,2,3,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0
"E01004235",1372,25,38,27,24,28,24,23,25,32,21,30,22,25,14,16,20,14,15,18,16,21,20,25,22,15,34,41,22,24,34,37,32,27,23,32,32,30,26,17,21,24,17,17,27,22,13,12,6,21,10,17,8,10,12,7,9,10,8,3,6,4,8,2,8,4,3,5,7,3,5,4,6,5,6,8,5,3,3,2,5,2,7,3,1,0,1,1,1,2,3,1,1,0,1,0,0,0,0,1,0,0
"E01004236",1679,28,26,33,35,28,35,26,35,22,29,30,30,32,30,26,32,31,36,30,41,27,33,41,35,36,35,30,39,24,34,30,34,29,20,36,23,28,22,22,22,21,23,19,23,22,12,20,20,18,15,17,17,13,15,19,17,7,12,9,13,4,12,6,3,3,2,4,4,7,5,7,5,3,6,6,6,6,7,5,1,5,6,4,1,2,1,2,1,4,1,1,1,0,1,0,0,0,0,0,0,0
"E01004237",1158,18,24,24,22,22,19,14,17,16,14,9,11,18,7,9,15,10,12,6,22,28,18,16,28,44,31,36,25,30,37,49,28,31,20,16,16,27,12,17,24,16,17,22,15,11,16,6,9,12,11,9,9,9,6,10,15,5,7,5,3,5,8,5,3,3,3,3,5,2,6,2,4,6,3,2,9,3,3,2,2,3,5,2,2,3,1,0,3,2,1,0,1,0,0,0,0,1,0,0,0,0
"E01004238",2733,57,62,67,35,51,43,43,46,34,31,52,20,39,30,28,27,26,30,25,31,42,68,48,108,100,88,100,115,92,87,79,73,72,61,75,52,62,48,43,35,24,25,28,36,29,25,16,29,23,16,9,14,12,14,12,8,12,12,12,5,8,3,10,7,7,4,5,2,4,7,6,10,3,6,4,10,4,6,8,5,6,7,2,3,0,3,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"E01004239",1649,40,15,31,30,23,27,35,32,29,27,25,33,29,22,19,22,26,23,21,25,35,24,34,40,40,31,36,38,33,30,31,28,31,25,31,25,30,23,24,17,23,18,28,17,21,17,13,6,21,16,14,11,14,14,19,18,11,8,13,10,14,9,7,15,8,12,8,6,7,10,9,10,5,11,8,9,5,5,8,6,3,2,2,1,4,4,1,1,1,2,1,1,0,2,0,0,0,0,0,0,0
"E01004240",1815,27,24,37,31,37,30,32,42,41,39,44,37,38,28,32,27,30,30,22,21,42,34,32,30,41,32,34,35,47,43,36,35,31,29,21,23,24,25,28,28,23,18,41,23,21,19,21,21,28,15,15,14,12,12,15,13,13,10,15,12,7,10,12,8,12,6,4,6,5,7,9,6,7,5,8,2,4,5,1,0,3,6,5,3,2,2,0,1,3,4,1,0,1,0,0,0,0,0,0,0,0
"E01004241",1621,27,30,33,27,24,32,37,29,23,39,31,24,16,21,28,25,31,28,26,18,33,30,34,29,35,22,31,39,29,32,44,31,23,43,47,24,22,29,22,28,17,23,25,18,8,10,14,12,18,14,15,15,22,15,16,13,12,12,14,8,9,9,10,7,3,5,6,6,10,6,4,6,3,5,4,8,3,2,4,0,2,2,3,3,3,2,2,1,0,5,3,2,1,3,0,1,0,1,0,0,0
"E01004242",2453,48,49,64,52,42,54,31,46,28,39,30,35,24,34,34,35,31,29,33,54,61,48,62,89,85,63,75,68,68,69,69,37,39,51,49,35,49,41,30,42,28,27,30,30,35,20,20,21,20,21,18,15,23,15,7,13,14,16,13,17,12,8,11,6,4,1,4,5,6,3,6,7,4,8,5,2,4,6,3,4,6,0,4,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"E01004243",1789,36,27,37,38,37,47,30,23,21,46,24,27,31,38,22,33,23,27,26,26,21,30,30,53,39,33,30,30,37,36,50,27,33,45,26,26,27,34,18,26,24,23,30,23,16,19,22,16,22,13,18,13,17,13,24,15,9,15,13,11,7,8,8,6,5,9,8,5,2,7,7,5,8,9,9,5,8,6,6,5,8,4,2,4,1,0,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0
"E01004244",1885,23,26,26,30,36,40,33,36,25,33,25,27,37,33,32,31,22,30,36,26,29,34,31,36,42,37,36,35,35,31,28,31,30,28,39,17,24,27,25,22,16,29,28,32,27,15,17,15,26,18,20,10,17,20,9,24,17,21,18,10,16,11,13,11,9,9,6,11,7,5,12,12,7,7,8,10,10,10,9,11,8,11,5,10,9,7,3,8,3,4,3,4,0,3,0,0,0,0,0,0,0
"E01004245",1539,39,27,25,29,41,39,36,37,37,38,26,22,34,31,26,43,42,29,35,26,25,29,24,31,30,34,23,28,24,23,20,18,19,23,24,25,28,29,22,19,18,20,17,20,21,18,21,15,18,20,23,11,8,6,14,10,10,7,11,11,6,5,7,4,3,3,3,4,5,6,1,1,6,0,5,1,2,6,4,0,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E01004246",1977,32,33,28,31,29,29,32,27,26,28,23,24,26,26,24,19,21,24,19,25,36,40,53,40,39,50,40,59,32,40,48,40,49,22,47,40,36,30,33,26,38,27,34,28,26,28,19,17,28,15,31,21,18,16,19,24,10,21,23,18,17,13,8,11,12,14,5,7,8,8,3,3,5,7,5,3,10,5,5,10,2,5,3,5,2,1,4,3,1,2,1,2,0,0,0,0,0,0,0,0,0
"E01004247",1934,29,34,40,33,32,34,30,26,37,39,20,17,29,22,27,28,20,26,19,32,32,37,45,61,52,55,45,53,57,44,39,43,44,45,41,32,35,23,21,23,21,23,28,29,19,15,29,18,26,19,16,18,11,10,15,19,6,7,12,11,6,13,14,8,5,7,6,7,7,5,6,4,7,7,5,4,6,5,7,6,7,0,8,3,2,5,6,4,3,0,5,1,1,0,0,1,0,0,0,0,0
"E01004248",1344,27,18,30,27,35,39,27,36,26,27,17,25,24,21,36,33,18,19,19,27,16,18,21,29,29,24,17,23,32,25,18,23,15,30,29,20,26,15,14,15,15,21,16,17,13,18,13,10,15,7,14,4,13,13,10,12,7,6,5,12,9,5,5,4,4,5,6,7,1,2,4,6,8,2,8,5,4,2,4,4,5,3,3,1,1,7,5,2,2,3,1,3,0,0,0,0,0,1,0,1,0
"E01004249",2049,36,39,34,37,42,46,40,39,43,28,31,23,35,24,35,38,31,33,34,28,29,33,30,34,46,41,52,32,41,46,46,53,37,34,44,40,32,28,25,29,39,24,34,21,16,23,26,25,25,23,23,25,17,15,17,20,15,16,17,11,14,14,9,15,13,7,6,4,4,9,2,4,6,6,6,4,5,7,6,5,3,3,4,0,1,0,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0
"E01004250",2342,49,42,43,44,50,48,44,36,41,38,39,37,33,28,42,40,29,28,25,33,47,33,41,39,39,32,57,52,50,72,59,54,53,33,41,40,34,34,32,38,30,38,28,38,20,19,24,16,25,22,21,27,29,24,20,19,25,14,10,14,12,10,16,11,12,7,8,12,6,9,6,5,7,4,5,7,10,11,10,5,11,8,6,8,2,4,9,1,3,1,3,0,0,0,0,1,0,0,0,0,0
"E01004251",2082,41,42,34,37,36,34,27,43,24,24,28,27,33,23,26,21,33,22,22,24,46,40,30,45,58,44,71,52,47,44,52,44,53,41,39,35,34,37,36,30,26,37,18,22,20,12,24,21,18,18,16,20,11,14,11,16,17,6,15,14,11,11,10,16,12,7,3,6,11,7,8,7,10,9,8,10,5,7,8,10,3,9,9,10,8,9,4,5,4,3,4,2,0,1,0,0,0,0,0,0,0
"E01004252",2707,54,50,50,29,42,46,44,49,39,36,33,34,17,30,27,38,28,26,26,27,34,44,51,76,57,76,87,89,81,85,92,92,88,51,83,64,57,52,61,32,42,41,36,19,37,18,20,16,21,25,22,20,15,17,20,11,20,13,15,15,12,5,11,9,12,8,6,8,3,13,7,8,4,11,6,5,5,2,10,2,9,7,5,4,0,2,3,3,1,1,3,0,1,1,0,0,0,0,0,0,0
"E01004253",2340,40,52,55,34,42,39,39,40,33,35,35,34,34,41,38,36,38,41,25,35,45,43,41,55,53,49,50,47,58,44,42,34,43,36,42,34,35,37,40,24,38,35,31,21,36,22,26,32,23,18,17,22,19,25,18,23,22,23,16,19,9,14,12,9,13,12,15,8,9,4,11,12,4,5,9,3,6,3,6,8,9,8,10,3,5,2,7,6,4,2,2,1,1,3,0,0,1,0,0,0,0
"E01004254",2120,32,34,30,11,8,10,14,10,13,9,14,9,7,9,6,12,6,10,6,10,22,23,39,53,59,82,92,95,101,107,94,111,74,91,70,91,73,69,49,32,36,30,37,31,21,16,19,16,10,19,11,12,16,14,12,14,9,15,10,9,8,7,10,7,3,3,7,6,6,2,1,2,0,4,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"E01004255",1618,21,26,22,28,24,19,23,24,24,25,16,19,25,28,21,23,9,15,23,27,25,27,37,45,37,38,44,41,39,55,45,37,41,43,35,33,36,32,29,20,30,31,13,17,23,24,13,20,21,13,14,15,10,14,14,14,17,8,16,10,11,8,7,5,9,3,4,2,3,2,6,4,3,4,3,2,5,6,0,2,1,2,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"E01004256",1729,44,43,33,27,23,28,20,25,23,36,28,22,19,20,19,20,24,18,26,17,30,32,36,38,44,50,35,52,42,44,47,50,37,37,43,24,27,29,17,19,23,18,23,16,18,21,15,13,7,12,20,9,16,10,18,16,10,10,9,11,5,10,6,7,9,6,4,10,8,8,6,12,6,8,6,11,11,7,7,9,4,2,4,5,1,3,0,5,0,2,2,1,1,0,0,0,0,0,0,0,0
"E01004257",1884,35,46,35,38,38,49,39,36,35,33,35,22,32,35,24,36,31,29,30,23,37,36,30,37,44,37,55,34,42,50,44,33,47,42,35,29,23,20,33,29,22,27,23,24,20,15,20,23,16,6,16,13,11,12,7,18,14,10,6,9,10,7,6,10,3,4,3,5,7,9,6,11,4,7,4,7,1,6,1,5,4,5,9,6,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1
"E01004258",1506,22,23,24,18,18,19,13,11,6,9,9,12,11,14,10,3,18,7,18,7,8,18,16,27,29,34,38,40,34,36,49,40,42,49,30,32,39,32,34,25,30,19,33,26,22,25,26,17,27,21,13,16,18,19,12,12,17,10,14,13,11,12,18,17,14,8,7,5,6,4,13,6,7,4,7,4,1,6,8,7,4,4,3,4,3,1,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0
