"GeographyCode","QS701EW0001","QS701EW0002","QS701EW0003","QS701EW0004","QS701EW0005","QS701EW0006","QS701EW0007","QS701EW0008","QS701EW0009","QS701EW0010","QS701EW0011","QS701EW0012","QS701EW0013"
"E00021628",186,19,25,1,5,3,0,10,1,4,75,0,43
"E00021629",209,7,57,6,23,5,3,21,1,12,45,1,28
"E00021630",208,10,43,9,16,0,2,18,0,7,31,1,71
"E00021631",267,6,99,10,28,3,2,16,0,20,45,1,37
"E00021632",211,5,56,5,15,4,3,11,0,15,77,2,18
"E00021633",196,6,51,3,31,7,3,20,2,12,33,0,28
"E00021634",247,7,66,8,27,1,4,20,3,18,34,2,57
"E00021635",204,4,48,3,17,2,1,11,0,12,73,1,32
"E00021636",239,3,34,11,15,0,2,25,3,11,23,1,111
"E00021637",368,4,77,18,16,0,0,25,0,15,31,2,180
"E00021639",250,3,30,13,20,0,0,14,1,1,21,0,147
"E00021640",268,2,48,18,16,1,2,19,1,8,29,3,121
"E00021641",320,10,58,17,16,0,0,12,1,17,31,0,158
"E00021642",239,1,37,15,14,1,2,14,1,4,19,1,130
"E00021643",185,4,30,12,12,2,0,10,1,5,21,0,88
"E00021644",256,5,42,6,14,0,2,21,3,3,28,3,129
"E00021646",327,3,53,27,11,0,2,18,1,10,37,0,165
"E00021648",193,11,66,7,8,0,5,17,0,18,31,1,29
"E00021649",303,3,58,16,16,2,1,20,0,10,34,1,142
"E00021650",210,12,62,7,7,2,1,16,1,10,39,0,53
"E00021651",220,14,90,10,7,5,3,13,2,7,29,1,39
"E00021652",249,12,75,6,10,8,4,25,1,16,46,1,45
"E00021653",390,6,61,26,14,1,1,32,5,10,33,1,200
"E00021654",257,5,37,13,18,1,0,20,1,11,20,0,131
"E00021655",184,3,22,16,3,0,1,10,0,3,16,0,110
"E00021656",328,9,54,12,12,0,1,17,4,11,37,2,169
"E00021657",194,11,82,3,7,4,2,11,1,10,33,0,30
"E00021658",161,3,53,12,7,0,0,15,0,15,24,0,32
"E00021659",266,6,35,8,17,0,1,11,2,10,41,4,131
"E00021660",210,5,40,11,17,2,1,12,0,12,21,0,89
"E00021661",400,4,101,21,22,0,1,23,1,11,48,0,168
"E00021662",420,2,67,17,47,2,1,48,1,13,27,2,193
"E00021663",198,0,36,13,13,0,0,10,0,4,23,1,98
"E00021665",305,1,27,13,26,0,0,29,1,5,24,0,179
"E00021666",423,11,127,20,34,0,3,30,1,8,31,3,155
"E00021667",316,3,49,22,18,0,0,22,0,6,24,2,170
"E00021668",401,14,87,14,54,1,6,23,3,12,31,0,156
"E00021669",324,4,30,16,17,1,1,14,0,6,34,2,199
"E00021670",253,1,25,6,34,2,0,21,2,4,21,1,136
"E00021671",235,1,43,10,11,0,1,20,1,2,16,0,130
"E00021672",344,6,78,9,14,1,2,12,1,16,50,1,154
"E00021673",357,7,32,10,12,0,0,9,2,3,52,1,229
"E00021674",326,7,70,14,25,1,0,12,3,10,74,1,109
"E00021675",357,3,43,17,32,0,1,14,1,7,42,1,196
"E00021676",281,6,61,11,22,0,1,9,0,13,106,2,50
"E00021677",277,11,27,11,18,1,0,16,1,8,53,1,130
"E00021678",351,7,81,10,19,0,2,11,1,28,71,3,118
"E00021679",124,4,32,4,4,0,1,1,0,14,27,0,37
"E00021680",416,25,60,18,33,3,1,22,1,30,89,1,133
"E00021681",245,17,45,6,18,3,3,5,0,12,80,2,54
"E00021682",409,5,64,11,28,0,0,18,5,15,64,1,198
"E00021683",392,6,58,13,29,1,0,18,2,10,53,2,200
"E00021685",452,18,92,16,24,1,0,12,1,25,95,2,166
"E00021686",495,19,51,10,40,3,1,5,0,23,90,2,251
"E00021687",384,6,99,18,31,0,2,12,1,31,95,1,88
"E00021688",325,10,61,13,21,0,1,8,0,15,53,1,142
"E00021689",393,15,72,10,19,2,1,3,0,10,109,0,152
"E00021690",396,14,81,18,38,0,1,13,0,11,96,3,121
"E00021691",243,7,32,18,20,1,0,4,1,10,53,0,97
"E00021692",254,7,50,10,17,3,1,2,0,13,95,4,52
"E00021693",363,24,71,6,28,0,2,20,5,25,77,0,105
"E00021694",342,13,65,12,18,2,2,14,2,16,52,2,144
"E00021695",320,11,78,12,24,2,2,10,0,25,68,1,87
"E00021696",431,11,66,19,33,0,3,19,1,30,66,4,179
"E00021697",240,5,37,4,26,2,2,17,1,17,37,1,91
"E00021698",271,13,42,10,28,3,4,12,1,48,42,1,67
"E00021699",297,13,39,9,32,0,0,11,2,12,53,3,123
"E00021700",432,12,87,17,38,6,4,22,0,34,84,2,126
"E00021701",368,18,75,16,39,2,4,15,1,43,61,3,91
"E00021702",239,5,36,7,19,2,2,9,1,5,28,1,124
"E00021703",242,5,37,7,24,2,1,11,0,14,39,4,98
"E00021704",280,7,64,12,27,5,2,8,3,16,45,1,90
"E00021705",330,10,49,6,39,0,1,19,2,35,44,0,125
"E00021706",258,3,33,9,29,0,0,18,0,13,30,0,123
"E00021707",287,6,37,10,41,2,2,17,1,20,41,1,109
"E00021708",242,4,35,10,24,3,2,11,0,22,37,1,93
"E00021709",246,4,41,6,50,2,0,13,1,7,25,1,96
"E00021710",234,3,30,8,21,0,2,12,0,11,43,0,104
"E00021711",387,12,83,18,33,1,2,14,0,29,70,3,122
"E00021712",277,17,43,9,32,3,5,11,1,26,55,0,75
"E00021713",204,4,26,12,21,0,1,9,0,6,30,0,95
"E00021714",182,5,24,4,17,1,1,11,0,10,26,1,82
"E00021715",273,9,30,12,22,0,2,13,1,20,40,0,124
"E00021716",204,5,32,5,31,0,1,8,0,7,18,1,96
"E00021717",207,2,25,10,20,0,1,6,0,12,35,3,93
"E00021718",314,19,53,19,30,3,0,10,2,29,63,2,84
"E00021719",125,6,13,5,10,0,0,7,0,9,22,0,53
"E00021722",295,6,34,12,55,1,1,13,0,20,59,3,91
"E00021723",226,8,29,4,34,1,1,12,5,14,29,0,89
"E00021724",215,19,34,7,25,5,1,17,0,34,33,3,37
"E00021725",192,8,34,3,14,2,2,16,1,38,28,0,46
"E00021726",167,5,21,7,19,0,1,13,1,6,18,1,75
"E00021727",168,1,14,5,23,0,1,15,2,4,17,2,84
"E00021728",180,3,38,2,14,0,1,9,1,5,24,0,83
"E00021729",146,3,21,3,21,0,1,4,1,8,19,1,64
"E00021730",273,7,27,9,30,0,2,12,1,26,39,1,119
"E00021731",268,9,47,9,25,2,2,12,1,15,35,1,110
"E00021732",205,10,33,3,7,2,1,14,0,29,42,1,63
"E00021733",504,10,93,15,39,2,1,22,1,30,114,5,172
"E00021734",426,1,60,22,22,0,2,21,2,17,44,0,235
"E00021735",342,5,49,11,27,0,0,22,2,12,30,0,184
"E00021736",344,0,38,14,24,3,1,28,4,11,32,3,186
"E00021737",220,5,49,8,17,0,1,9,1,13,25,1,91
"E00021738",254,2,36,9,16,1,0,18,1,8,31,3,129
"E00021739",254,12,77,6,23,0,1,2,0,21,34,0,78
"E00021740",284,3,53,12,26,1,0,18,2,17,37,0,115
"E00021741",221,6,53,6,24,2,2,4,0,12,86,1,25
"E00021742",429,11,65,19,38,1,0,24,2,16,73,3,177
"E00021743",261,3,40,6,13,0,1,21,2,10,37,3,125
"E00021744",521,13,138,19,21,2,5,15,3,14,133,5,153
"E00021745",162,1,25,9,23,0,0,13,1,4,12,1,73
"E00021746",222,9,65,7,17,0,0,11,1,10,72,1,29
"E00021748",444,5,74,27,28,0,2,27,4,19,85,3,170
"E00021750",297,7,44,8,14,0,0,23,1,6,31,5,158
"E00021752",328,3,47,15,21,0,2,14,0,7,39,1,179
"E00021753",192,1,24,6,21,1,0,14,0,8,21,0,96
"E00021754",134,1,30,5,6,0,0,7,0,1,17,1,66
"E00021755",299,6,71,20,20,0,4,19,1,19,30,3,106
"E00021756",180,1,34,8,26,2,3,7,1,11,26,0,61
"E00021757",183,4,21,10,12,0,0,10,0,5,19,2,100
"E00021758",264,5,60,11,20,0,1,12,2,13,31,2,107
"E00021759",260,3,37,8,30,2,0,26,1,2,28,1,122
"E00021760",234,4,20,8,16,0,0,23,0,4,34,2,123
"E00021761",308,9,47,6,11,0,2,9,2,10,40,0,172
"E00021762",240,2,47,11,22,0,1,16,0,9,31,1,100
"E00021763",284,2,47,10,23,1,0,18,1,13,35,6,128
"E00021764",375,10,87,13,25,2,1,27,3,21,53,1,132
"E00021766",317,7,41,14,13,0,0,16,2,12,50,3,159
"E00021767",184,7,53,5,8,1,1,6,1,22,16,0,64
"E00167078",470,8,101,7,24,1,0,5,0,10,67,3,244
"E00167079",208,8,81,8,29,0,5,14,1,10,13,6,33
"E00167080",266,6,75,6,19,0,0,24,5,8,19,7,97
"E00167081",236,13,99,13,12,1,0,26,1,5,11,2,53
"E00167082",279,5,107,10,15,0,5,19,1,12,10,1,94
"E00167083",248,4,69,12,15,0,1,12,1,10,19,1,104
"E00167084",191,2,104,5,6,1,1,21,0,7,5,1,38
"E00167085",216,3,42,12,22,4,1,12,2,6,28,0,84
"E00167086",288,3,85,18,34,0,2,17,2,9,16,2,100
"E00167087",256,5,107,18,24,0,5,15,1,14,30,0,37
"E00167088",197,6,94,6,5,0,3,16,1,11,15,0,40
"E00167089",152,4,66,1,13,0,1,10,0,9,11,0,37
"E00167090",155,1,69,10,21,1,3,10,0,4,2,0,34
"E00167091",265,4,125,16,12,0,1,18,2,13,12,0,62
"E00167092",247,6,88,11,29,0,1,17,0,14,7,1,73
"E00167093",163,3,51,2,10,0,3,4,0,12,48,0,30
"E00167094",244,6,62,8,25,0,1,6,1,15,71,5,44
"E00167095",332,7,49,6,15,0,0,12,0,10,33,1,199
"E00167096",130,2,43,3,5,0,2,2,0,13,35,0,25
"E00167097",221,5,56,8,12,1,1,1,1,11,64,3,58
"E00167098",126,2,45,3,3,0,2,0,0,3,59,0,9
"E00167099",109,4,29,3,1,2,0,3,2,6,40,2,17
"E00167100",508,10,169,12,27,3,4,7,1,41,159,5,70
"E00167101",245,8,69,13,6,2,3,5,0,5,89,5,40
"E00167102",245,8,70,10,19,0,2,9,0,6,32,0,89
"E00167103",199,4,102,10,7,0,3,13,0,8,30,2,20
"E00167104",205,7,89,7,8,2,1,15,0,12,37,1,26
"E00167105",315,3,38,14,22,4,1,31,3,4,22,0,173
"E00167106",278,11,140,10,7,1,3,10,2,9,39,0,46
"E00167107",189,2,74,9,6,3,1,15,1,4,21,0,53
"E00167108",313,2,85,14,5,2,1,26,2,12,21,0,143
"E00167109",207,6,83,11,4,1,1,10,2,2,32,0,55
"E00167110",227,6,88,10,7,0,2,16,0,6,25,1,66
"E00167111",265,4,117,12,3,0,0,9,1,2,68,2,47
"E00167112",693,11,284,21,11,0,1,15,1,11,168,2,168
"E00167113",326,5,87,13,11,1,0,17,2,1,32,0,157
"E00167114",347,9,67,11,19,1,3,26,2,7,24,1,177
"E00167115",588,19,203,19,19,2,2,20,0,5,117,1,181
"E00167116",204,3,39,9,10,0,2,22,3,3,19,1,93
"E00167117",126,2,52,5,1,0,0,7,1,1,22,1,34
"E00167118",225,10,77,6,32,1,0,25,1,6,24,1,42
"E00167119",243,6,64,5,18,0,2,27,1,8,37,2,73
"E00167120",235,4,78,15,17,1,0,15,1,3,41,1,59
"E00167121",240,8,85,5,4,2,0,10,2,1,75,2,46
"E00167122",187,11,72,5,1,3,1,5,0,1,41,0,47
"E00167123",233,7,65,15,15,0,0,23,5,1,12,2,88
"E00167124",259,4,102,18,9,0,5,13,2,4,21,0,81
"E00167125",153,6,75,9,1,0,3,5,0,3,16,0,35
"E00167126",338,6,177,12,7,0,0,13,3,5,40,1,74
"E00167127",222,9,107,5,4,0,2,10,4,5,25,3,48
"E00167128",178,4,35,9,14,1,1,18,0,4,8,0,84
"E00167129",510,19,193,15,12,0,1,22,0,7,118,5,118
"E00167130",703,15,276,25,18,0,2,41,2,10,129,7,178
"E00167131",102,0,18,7,0,0,0,17,0,1,5,0,54
"E00167132",387,15,143,9,4,0,1,15,0,4,108,1,87
"E00167133",137,1,41,1,13,2,1,13,0,2,18,0,45
"E00167134",209,13,90,6,24,0,0,23,1,2,14,7,29
"E00167135",228,6,78,5,19,1,2,22,0,4,55,4,32
"E00167136",132,2,27,2,15,0,0,4,1,0,19,0,62
"E00167137",210,5,97,2,4,0,1,13,0,2,45,3,38
"E00167138",202,6,86,11,4,0,0,5,0,2,22,3,63
"E00167139",282,10,90,8,7,3,1,15,0,4,66,4,74
"E00167140",203,4,90,7,6,1,0,3,0,7,23,3,59
"E00167141",296,3,163,17,4,2,1,22,0,2,34,2,46
"E00167142",411,17,169,12,15,2,6,18,2,9,89,3,69
"E00167143",256,3,69,14,19,2,0,14,1,7,20,1,106
"E00167144",296,3,35,15,21,1,0,24,3,1,14,1,178
"E00167145",179,7,69,10,2,0,1,8,1,1,47,0,33
"E00167146",272,11,147,10,2,0,1,11,0,4,35,1,50
"E00167147",160,1,43,3,14,0,0,16,2,3,18,1,59
"E00167148",184,2,79,7,5,0,0,12,1,2,49,0,27
"E00167149",137,3,55,7,6,1,2,8,2,2,21,1,29
"E00167150",341,7,171,20,14,1,0,12,1,3,44,3,65
"E00167151",385,15,152,12,15,0,1,23,2,10,84,3,68
"E00167152",161,3,61,5,2,0,2,6,0,0,41,1,40
"E00167153",249,5,42,23,11,0,0,15,0,0,19,0,134
"E00167154",190,6,75,16,9,0,2,11,1,13,29,4,24
"E00167155",280,11,126,9,12,1,3,9,1,11,37,4,56
"E00167156",246,2,41,6,22,0,2,14,0,2,19,3,135
"E00167157",302,17,127,5,7,1,0,19,0,5,85,6,30
"E00167158",240,11,95,6,1,6,1,6,0,1,69,5,39
"E00167159",194,12,75,2,2,2,3,8,0,5,53,3,29
"E00167160",230,4,52,11,15,2,1,21,4,7,26,2,85
"E00167161",224,2,29,14,20,0,0,13,3,1,15,2,125
"E00167162",304,10,112,4,55,1,2,23,1,12,26,9,49
"E00167163",245,6,92,6,43,0,1,16,1,12,24,4,40
"E00167164",83,1,25,2,5,0,0,5,3,4,13,0,25
"E00167165",223,4,106,5,6,1,0,20,1,10,47,2,21
"E00167166",431,6,133,10,34,1,2,8,0,21,121,6,89
"E00167167",261,9,88,13,21,0,0,6,1,15,72,1,35
"E00167168",246,6,66,7,14,0,2,3,0,10,81,1,56
"E00167169",317,10,44,8,19,1,0,12,1,15,28,1,178
"E00167170",149,3,66,4,3,0,1,14,1,2,28,1,26
"E00167171",146,1,28,7,17,0,0,3,0,4,18,0,68
"E00167172",195,7,68,5,24,1,1,11,0,15,17,2,44
"E00167173",354,4,29,25,21,0,0,33,0,6,28,1,207
"E00167174",220,8,44,5,19,3,4,9,1,8,80,1,38
"E00167175",185,11,38,7,11,6,2,15,2,13,37,0,43
"E00167176",316,17,64,13,21,1,3,18,0,29,64,0,86
"E00167177",245,18,62,7,14,1,3,4,0,26,70,3,37
"E00167178",261,5,53,12,18,2,2,13,0,17,52,3,84
"E00167179",234,12,53,7,12,0,1,5,2,31,66,3,42
"E00167180",211,4,64,13,13,0,1,12,0,7,14,2,81
"E00167181",140,3,57,4,6,0,1,5,2,5,11,0,46
"E00167182",99,1,22,1,7,0,0,9,0,2,11,0,46
"E00167183",112,3,45,1,8,0,0,12,0,4,30,2,7
"E00167184",151,1,58,5,8,0,2,10,0,11,4,1,51
"E00167185",172,2,21,8,17,2,0,25,0,5,8,0,84
"E00167186",234,3,130,9,11,1,1,10,2,15,8,0,44
"E00167187",234,7,93,12,10,2,2,15,1,12,12,0,68
"E00167188",285,18,113,7,18,0,3,23,1,50,12,4,36
"E00167189",243,2,84,7,29,0,2,16,1,14,14,0,74
"E00167190",178,2,70,4,15,0,1,24,1,11,12,0,38
"E00167191",207,5,131,7,7,0,2,13,2,12,9,1,18
"E00167192",204,5,99,3,17,0,0,14,2,11,6,0,47
"E00167193",173,1,23,12,14,2,1,21,0,2,7,0,90
"E00167194",213,1,77,13,13,1,3,17,1,15,8,0,64
"E00167195",160,4,73,3,6,2,2,21,0,9,6,1,33
"E00167196",153,1,25,5,14,1,1,16,2,0,4,0,84
"E00167197",181,5,32,5,28,0,0,21,2,10,16,0,62
"E00167198",365,5,72,17,43,2,1,28,2,17,18,0,160
"E00167199",155,8,42,7,14,0,0,14,1,24,11,3,31
"E00167200",200,6,57,14,6,0,4,20,6,34,16,3,34
"E00167201",218,0,27,8,25,1,2,14,3,5,18,1,114
"E00167202",145,6,10,4,19,1,1,7,2,6,11,0,78
"E00167203",313,8,45,9,22,2,2,17,2,11,63,1,131
"E00167204",228,7,102,11,22,0,2,10,1,30,15,1,27
"E00167205",212,5,34,9,20,0,1,13,1,9,15,0,105
"E00167206",261,1,61,6,17,0,1,25,1,6,28,0,115
"E00167207",243,6,75,7,23,0,1,6,1,26,11,3,84
"E00167208",255,7,103,5,30,1,7,10,0,33,18,4,37
"E00167209",287,7,77,6,38,0,2,16,4,38,31,0,68
"E00167210",126,1,51,4,16,0,1,3,0,10,18,2,20
"E00167211",290,3,71,17,20,0,0,16,1,6,9,4,143
"E00167212",194,1,28,11,17,0,2,25,1,6,11,0,92
"E00167213",260,5,37,16,11,0,1,18,1,2,15,1,153
"E00167214",255,4,98,8,17,0,0,16,1,5,12,1,93
"E00167215",265,6,111,11,12,1,1,18,1,10,8,1,85
"E00167216",248,1,24,9,19,0,1,23,3,7,9,0,152
"E00167217",203,1,45,12,13,0,3,9,2,0,6,0,112
"E00167218",221,5,93,15,11,0,1,14,0,9,10,0,63
"E00167219",194,2,21,8,13,0,0,14,0,1,19,1,115
"E00167220",218,11,94,6,9,0,0,8,0,4,56,0,30
"E00167221",292,5,68,14,22,0,2,26,4,5,22,3,121
"E00167222",222,2,41,12,8,1,2,14,1,3,23,1,114
"E00167223",256,2,43,16,19,2,0,24,3,8,24,3,112
"E00167224",222,5,29,10,18,0,0,19,2,7,25,2,105
"E00167225",230,2,34,8,11,0,0,23,0,2,20,2,128
"E00167226",206,6,95,13,11,0,3,7,1,11,37,0,22
"E00167227",269,6,65,20,20,0,1,19,3,7,22,2,104
"E00167228",212,2,61,10,15,1,1,20,2,5,21,1,73
"E00167229",219,1,38,6,14,1,2,30,2,2,14,1,108
"E00167230",183,2,69,8,16,1,4,10,1,15,36,1,20
"E00167231",216,3,56,9,13,0,0,7,3,2,23,1,99
"E00167232",178,3,75,8,5,2,3,16,1,2,25,1,37
"E00167233",156,4,40,6,19,0,1,17,1,7,21,2,38
"E00167234",261,2,43,11,18,1,4,29,1,4,14,0,134
"E00167235",326,1,46,9,24,1,0,30,5,9,18,3,180
"E00167236",171,3,89,20,8,1,1,3,0,2,21,0,23
"E00167237",174,4,95,11,5,0,1,7,1,6,20,0,24
"E00167238",233,2,50,15,7,2,1,20,3,9,19,1,104
"E00167239",124,0,37,4,7,1,0,5,0,10,6,0,54
"E00167240",294,2,28,11,15,0,0,32,4,6,25,1,170
"E00167241",262,1,24,19,21,0,0,22,1,5,17,1,151
"E00167242",150,10,33,7,14,1,2,12,0,14,22,0,35
"E00167243",257,5,65,7,44,0,5,9,0,37,56,2,27
"E00167244",241,9,98,7,25,0,2,11,0,18,23,2,46
"E00167245",254,10,43,8,42,0,1,16,0,23,29,1,81
"E00167246",171,7,27,4,14,1,1,9,1,7,6,0,94
"E00167247",144,3,40,9,22,0,1,7,1,23,7,0,31
"E00167248",355,11,138,16,10,0,2,8,1,1,88,6,74
"E00167249",346,8,101,12,5,2,0,22,0,2,94,5,95
"E00167250",235,3,35,7,11,2,0,15,0,2,12,0,148
"E00167251",1049,8,77,14,13,0,0,11,11,10,49,0,856
"E00167252",277,2,65,16,22,0,1,18,1,15,27,0,110
"E00167253",231,4,67,14,22,1,0,30,4,9,21,1,58
"E00167254",211,1,27,6,14,0,0,3,0,8,9,0,143
"E00167255",272,0,52,11,27,0,1,20,2,8,14,0,137
"E00167256",222,2,83,10,23,0,1,20,2,12,25,1,43
"E00167257",281,7,95,13,24,0,0,28,1,15,38,1,59
"E00167258",288,1,20,10,12,0,0,28,6,4,15,2,190
"E00167259",171,2,21,6,6,0,0,15,1,6,12,0,102
"E00167260",375,3,44,8,30,1,0,26,1,9,32,2,219
"E00167261",320,6,77,9,23,0,3,20,1,25,41,0,115
"E00167262",81,4,38,2,3,0,2,4,1,5,4,0,18
"E00167263",188,4,109,12,6,0,0,6,1,8,9,0,33
"E00167264",224,1,68,7,26,0,1,13,2,6,11,2,87
"E00167265",247,7,63,3,9,1,1,16,0,13,16,2,116
"E00167266",234,3,74,8,11,0,4,14,0,22,19,1,78
