"GeographyCode","QS502EW0001","QS502EW0002","QS502EW0003","QS502EW0004","QS502EW0005","QS502EW0006","QS502EW0007","QS502EW0008","QS502EW0009","QS502EW0010","QS502EW0011","QS502EW0012","QS502EW0013","QS502EW0014"
"E01004243",1272,426,309,77,249,123,15,165,71,246,30,71,97,199
"E01004244",1392,452,340,99,276,177,34,163,95,239,41,89,119,202
"E01004245",1009,308,310,96,186,139,13,101,75,127,18,56,96,153
"E01004246",1540,338,443,99,438,147,35,332,107,458,43,187,171,311
"E01004247",1457,430,355,90,259,137,35,172,88,289,26,93,104,323
"E01004248",896,342,254,81,160,88,14,101,57,131,17,53,53,100
"E01004249",1479,451,386,112,269,146,29,163,111,258,34,119,138,237
"E01004250",1688,546,434,141,373,189,46,216,133,291,38,116,169,255
"E01004251",1582,447,324,106,356,141,35,263,91,367,50,115,149,296
"E01004252",2089,432,533,153,582,200,28,453,131,665,44,256,209,469
"E01004253",1713,463,437,118,351,173,50,216,110,329,24,121,157,304
"E01004254",1892,98,454,68,912,96,28,827,89,1203,54,477,278,531
"E01004255",1250,302,274,92,296,118,22,219,76,364,29,129,134,263
"E01004256",1299,399,311,102,235,120,29,160,69,261,15,89,103,272
"E01004257",1316,403,326,93,257,142,30,182,93,245,31,100,109,238
"E01004258",1284,181,321,61,534,81,23,446,58,614,29,286,154,283
"E01004259",1471,218,400,87,611,95,25,515,75,661,48,197,161,336
"E01004260",1362,350,338,101,365,128,14,292,82,426,25,125,101,263
"E01004261",2187,267,698,98,935,112,15,922,73,356,23,70,122,551
"E01004262",1506,246,442,88,550,92,19,513,63,351,33,80,121,345
"E01004263",1098,363,300,78,263,103,29,213,70,204,16,76,103,139
"E01004264",1124,311,251,69,264,81,13,190,70,252,19,66,66,240
"E01004266",1257,294,348,80,469,114,26,372,94,459,31,148,158,167
"E01004267",1455,234,481,82,660,130,27,558,96,610,43,173,135,214
"E01004268",1344,346,376,103,298,138,21,246,97,283,19,100,115,264
"E01004269",1570,377,398,117,429,138,24,354,93,485,41,129,169,308
"E01004270",1892,277,505,99,770,135,24,709,102,755,65,186,181,405
"E01004271",1098,288,300,107,256,112,18,165,78,226,18,61,79,191
"E01004272",1443,440,351,117,257,162,27,165,100,219,33,80,120,277
"E01004273",1361,406,355,125,305,156,24,177,89,240,27,98,121,209
"E01004274",1526,335,402,86,405,135,38,344,83,502,35,170,153,324
"E01004275",1521,264,387,73,492,127,38,385,95,594,38,219,179,329
"E01004276",1851,66,450,60,849,98,30,744,88,1149,58,467,241,578
"E01004277",1480,47,275,42,574,45,18,559,53,1049,36,371,170,582
"E01004280",1473,263,337,102,431,114,25,339,102,602,30,233,189,388
"E01004281",1531,87,343,53,559,80,26,528,60,888,43,303,187,525
"E01004283",1837,521,461,122,521,149,29,386,102,429,27,142,143,281
"E01004284",1766,381,466,118,633,144,32,454,120,615,58,275,168,309
"E01004285",1605,498,424,103,365,143,18,246,120,260,38,79,135,244
"E01004286",1751,487,488,129,502,174,25,365,106,436,46,169,170,210
"E01004287",1662,467,401,97,405,145,24,300,91,407,31,137,137,323
"E01004288",1153,358,314,97,282,132,16,157,67,215,32,81,106,176
"E01004289",1477,382,422,93,495,142,24,371,94,380,53,117,129,195
"E01004290",1136,239,307,58,436,76,25,420,48,429,36,136,134,213
"E01004291",1668,157,426,51,767,85,22,673,73,950,56,451,203,396
"E01004292",1567,80,385,37,792,82,30,693,61,1011,38,389,213,439
"E01004293",1925,172,527,49,899,78,35,813,90,1135,69,506,297,482
"E01004294",1566,199,442,71,624,101,32,531,94,765,30,303,192,384
"E01004295",1070,313,260,72,230,92,25,159,55,232,27,60,68,182
"E01004296",1293,272,337,72,460,98,19,378,80,480,36,198,155,249
"E01004297",1626,129,416,37,816,82,30,723,79,977,51,412,222,428
"E01004298",1290,343,346,104,387,116,19,281,79,332,29,113,123,235
"E01004300",1029,300,259,73,273,88,21,167,65,209,24,97,120,142
"E01004301",975,239,250,58,298,80,7,250,49,291,18,88,90,177
"E01004302",1406,367,353,99,313,127,18,240,63,340,30,100,105,305
"E01004303",1844,330,487,114,639,166,29,486,144,610,62,229,200,374
"E01004304",1475,403,400,92,373,137,20,286,88,362,21,113,118,273
"E01004305",1472,388,370,96,390,124,28,273,87,335,29,126,129,283
"E01004306",1538,254,444,87,599,93,13,525,81,686,36,182,161,331
"E01004307",2047,121,504,65,847,91,35,769,61,1244,45,351,233,700
"E01004308",1203,265,323,69,393,97,18,342,70,419,35,117,111,243
"E01004309",2386,512,658,178,756,188,28,596,160,663,53,174,201,460
"E01004310",1702,378,449,94,542,122,20,461,95,597,36,178,147,363
"E01004311",1215,308,332,77,361,124,28,295,95,414,40,117,112,221
"E01004312",1288,381,291,78,314,87,14,240,59,331,20,97,83,259
"E01004313",1578,359,388,97,522,144,22,393,74,582,38,138,146,301
"E01004314",939,154,248,32,474,48,11,399,38,515,28,181,120,162
"E01004315",1438,301,368,92,500,107,26,404,75,541,44,148,128,312
"E01004316",936,179,254,58,316,72,16,264,62,356,19,98,70,199
"E01004317",2382,290,653,145,1038,185,39,926,133,1250,57,318,270,552
"E01004318",1140,272,333,65,367,88,11,249,75,361,49,89,114,178
"E01004319",1470,358,312,113,430,138,20,314,83,396,34,122,113,325
"E01004321",1504,339,389,96,475,119,17,367,89,458,42,174,166,299
"E01004322",1057,215,271,52,339,89,14,303,51,288,23,97,96,231
"E01004323",1190,252,332,84,408,97,19,359,73,408,27,96,120,211
"E01004324",1180,341,322,83,298,108,17,223,57,279,25,69,102,208
"E01004325",2194,211,579,75,956,129,28,889,94,1213,39,313,203,588
"E01004326",1180,256,289,67,364,115,16,314,83,419,34,106,103,284
"E01032764",1145,155,345,81,505,114,26,424,97,546,40,193,143,209
"E01032765",1238,259,366,77,489,127,26,412,84,421,35,172,154,165
"E01032766",1138,103,326,53,528,74,19,466,68,602,30,205,130,303
"E01032767",1516,53,425,42,740,58,19,740,45,1036,28,339,192,471
"E01032768",1181,44,282,35,593,50,12,557,40,813,27,315,144,323
"E01032769",1055,84,274,41,441,68,14,412,53,585,30,226,134,291
"E01032770",1037,110,213,41,317,55,12,285,38,587,26,184,90,370
"E01032771",923,100,203,46,287,48,9,274,30,507,18,183,103,298
"E01032772",970,172,224,32,273,67,16,245,52,384,23,143,85,280
"E01032773",1294,99,297,72,437,84,8,424,73,699,46,247,133,406
"E01032774",1016,202,231,67,269,93,21,255,53,389,34,173,121,248
"E01032775",989,51,202,36,382,66,12,343,51,621,26,211,114,349
"E01032776",980,44,207,30,329,57,10,329,36,621,29,210,112,367
"E01032777",948,104,216,52,325,79,20,272,61,459,27,159,113,257
"E01032778",970,25,232,44,342,66,18,320,48,606,24,212,94,308
"E01032779",897,57,199,45,301,61,13,277,42,538,30,182,116,283
"E01032780",1218,33,269,39,497,80,14,461,62,830,38,307,164,419
"E01032781",1378,89,321,55,542,66,21,485,42,857,34,293,161,493
"E01032782",1278,166,298,55,363,72,15,334,80,597,37,194,143,385
"E01032783",1225,163,283,51,413,83,28,335,56,625,31,190,152,368
"E01032784",1291,202,385,70,606,97,27,520,84,617,45,210,163,260
"E01032785",1126,107,347,57,526,97,18,485,71,647,42,254,143,247
"E01032786",1189,248,302,94,364,105,21,293,101,385,25,162,150,215
"E01032787",1904,485,535,133,519,185,21,381,134,427,43,127,184,327
