"GeographyCode","KS206EW0001","KS206EW0002","KS206EW0003","KS206EW0004","KS206EW0005","KS206EW0006","KS206EW0007","KS206EW0008","KS206EW0009"
"E00167125",92,57,9,1,25,61.9565217391304,9.78260869565217,1.08695652173913,27.1739130434783
"E00167126",177,102,25,2,48,57.6271186440678,14.1242937853107,1.12994350282486,27.1186440677966
"E00167127",122,75,22,2,23,61.4754098360656,18.0327868852459,1.63934426229508,18.8524590163934
"E00167128",95,51,16,8,20,53.6842105263158,16.8421052631579,8.42105263157895,21.0526315789474
"E00167129",321,204,31,11,75,63.5514018691589,9.65732087227414,3.42679127725857,23.3644859813084
"E00167130",466,278,38,13,137,59.656652360515,8.15450643776824,2.78969957081545,29.3991416309013
"E00167131",63,44,11,1,7,69.8412698412698,17.4603174603175,1.58730158730159,11.1111111111111
"E00167132",289,165,14,0,110,57.0934256055363,4.84429065743945,0,38.0622837370242
"E00167133",82,52,9,1,20,63.4146341463415,10.9756097560976,1.21951219512195,24.390243902439
"E00167134",137,100,11,0,26,72.992700729927,8.02919708029197,0,18.978102189781
"E00167135",130,92,10,0,28,70.7692307692308,7.69230769230769,0,21.5384615384615
"E00167136",57,28,11,3,15,49.1228070175439,19.2982456140351,5.26315789473684,26.3157894736842
"E00167137",135,81,10,1,43,60,7.40740740740741,0.740740740740741,31.8518518518519
"E00167138",134,78,15,1,40,58.2089552238806,11.1940298507463,0.746268656716418,29.8507462686567
"E00167139",212,118,15,1,78,55.6603773584906,7.07547169811321,0.471698113207547,36.7924528301887
"E00167140",131,82,11,1,37,62.5954198473283,8.3969465648855,0.763358778625954,28.2442748091603
"E00167141",169,103,27,0,39,60.9467455621302,15.9763313609467,0,23.0769230769231
"E00167142",216,143,33,1,39,66.2037037037037,15.2777777777778,0.462962962962963,18.0555555555556
"E00167143",114,52,27,3,32,45.6140350877193,23.6842105263158,2.63157894736842,28.0701754385965
"E00167144",120,35,41,7,37,29.1666666666667,34.1666666666667,5.83333333333333,30.8333333333333
"E00167145",103,63,11,2,27,61.1650485436893,10.6796116504854,1.94174757281553,26.2135922330097
"E00167146",161,99,18,1,43,61.4906832298137,11.1801242236025,0.62111801242236,26.7080745341615
"E00167147",109,68,8,8,25,62.3853211009174,7.3394495412844,7.3394495412844,22.9357798165138
"E00167148",119,68,8,0,43,57.1428571428571,6.72268907563025,0,36.1344537815126
"E00167149",82,46,13,1,22,56.0975609756098,15.8536585365854,1.21951219512195,26.8292682926829
"E00167150",209,102,15,0,92,48.8038277511962,7.17703349282297,0,44.0191387559809
"E00167151",239,150,31,1,57,62.7615062761506,12.9707112970711,0.418410041841004,23.8493723849372
"E00167152",117,70,7,0,40,59.8290598290598,5.98290598290598,0,34.1880341880342
"E00167153",129,61,25,10,33,47.2868217054264,19.3798449612403,7.75193798449612,25.5813953488372
"E00167154",110,82,14,0,14,74.5454545454545,12.7272727272727,0,12.7272727272727
"E00167155",144,86,32,2,24,59.7222222222222,22.2222222222222,1.38888888888889,16.6666666666667
"E00167156",120,55,25,6,34,45.8333333333333,20.8333333333333,5,28.3333333333333
"E00167157",190,116,23,0,51,61.0526315789474,12.1052631578947,0,26.8421052631579
"E00167158",162,119,7,0,36,73.4567901234568,4.32098765432099,0,22.2222222222222
"E00167159",119,80,13,0,26,67.2268907563025,10.9243697478992,0,21.8487394957983
"E00167160",118,85,22,2,9,72.0338983050847,18.6440677966102,1.69491525423729,7.6271186440678
"E00167161",99,50,15,6,28,50.5050505050505,15.1515151515152,6.06060606060606,28.2828282828283
"E00167162",189,107,20,5,57,56.6137566137566,10.5820105820106,2.64550264550265,30.1587301587302
"E00167163",119,70,19,2,28,58.8235294117647,15.9663865546218,1.68067226890756,23.5294117647059
"E00167164",56,42,4,2,8,75,7.14285714285714,3.57142857142857,14.2857142857143
"E00167165",133,87,19,0,27,65.4135338345865,14.2857142857143,0,20.3007518796992
"E00167166",182,114,30,2,36,62.6373626373626,16.4835164835165,1.0989010989011,19.7802197802198
"E00167167",131,70,31,1,29,53.4351145038168,23.6641221374046,0.763358778625954,22.1374045801527
"E00167168",148,90,21,2,35,60.8108108108108,14.1891891891892,1.35135135135135,23.6486486486486
"E00167169",135,68,21,5,41,50.3703703703704,15.5555555555556,3.7037037037037,30.3703703703704
"E00167170",82,62,9,1,10,75.609756097561,10.9756097560976,1.21951219512195,12.1951219512195
"E00167171",70,22,15,4,29,31.4285714285714,21.4285714285714,5.71428571428571,41.4285714285714
"E00167172",104,77,8,0,19,74.0384615384615,7.69230769230769,0,18.2692307692308
"E00167173",142,59,38,7,38,41.5492957746479,26.7605633802817,4.92957746478873,26.7605633802817
"E00167174",134,101,9,1,23,75.3731343283582,6.71641791044776,0.746268656716418,17.1641791044776
"E00167175",134,106,9,0,19,79.1044776119403,6.71641791044776,0,14.1791044776119
"E00167176",182,121,17,5,39,66.4835164835165,9.34065934065934,2.74725274725275,21.4285714285714
"E00167177",129,90,16,0,23,69.7674418604651,12.4031007751938,0,17.8294573643411
"E00167178",132,94,21,1,16,71.2121212121212,15.9090909090909,0.757575757575758,12.1212121212121
"E00167179",129,84,19,0,26,65.1162790697674,14.7286821705426,0,20.1550387596899
"E00167180",120,68,20,6,26,56.6666666666667,16.6666666666667,5,21.6666666666667
"E00167181",51,25,10,1,15,49.0196078431373,19.6078431372549,1.96078431372549,29.4117647058824
"E00167182",66,47,9,3,7,71.2121212121212,13.6363636363636,4.54545454545455,10.6060606060606
"E00167183",67,47,9,0,11,70.1492537313433,13.4328358208955,0,16.4179104477612
"E00167184",93,61,12,3,17,65.5913978494624,12.9032258064516,3.2258064516129,18.2795698924731
"E00167185",105,88,11,1,5,83.8095238095238,10.4761904761905,0.952380952380952,4.76190476190476
"E00167186",121,100,11,0,10,82.6446280991736,9.09090909090909,0,8.26446280991736
"E00167187",122,90,14,1,17,73.7704918032787,11.4754098360656,0.819672131147541,13.9344262295082
"E00167188",141,104,21,0,16,73.7588652482269,14.8936170212766,0,11.3475177304965
"E00167189",120,94,19,1,6,78.3333333333333,15.8333333333333,0.833333333333333,5
"E00167190",97,77,8,0,12,79.3814432989691,8.24742268041237,0,12.3711340206186
"E00167191",123,89,14,0,20,72.3577235772358,11.3821138211382,0,16.260162601626
"E00167192",104,74,8,3,19,71.1538461538462,7.69230769230769,2.88461538461538,18.2692307692308
"E00167193",102,85,9,0,8,83.3333333333333,8.82352941176471,0,7.84313725490196
"E00167194",125,94,14,4,13,75.2,11.2,3.2,10.4
"E00167195",98,80,6,3,9,81.6326530612245,6.12244897959184,3.06122448979592,9.18367346938776
"E00167196",79,62,7,2,8,78.4810126582278,8.86075949367089,2.53164556962025,10.126582278481
"E00167197",122,104,9,1,8,85.2459016393443,7.37704918032787,0.819672131147541,6.55737704918033
"E00167198",183,123,26,10,24,67.2131147540984,14.207650273224,5.46448087431694,13.1147540983607
"E00167199",64,45,13,0,6,70.3125,20.3125,0,9.375
"E00167200",106,76,21,1,8,71.6981132075472,19.811320754717,0.943396226415094,7.54716981132075
"E00167201",141,108,10,5,18,76.5957446808511,7.09219858156028,3.54609929078014,12.7659574468085
"E00167202",108,81,7,4,16,75,6.48148148148148,3.7037037037037,14.8148148148148
"E00167203",129,61,36,5,27,47.2868217054264,27.906976744186,3.87596899224806,20.9302325581395
"E00167204",121,95,16,0,10,78.5123966942149,13.2231404958678,0,8.26446280991736
"E00167205",123,74,14,10,25,60.1626016260163,11.3821138211382,8.13008130081301,20.3252032520325
"E00167206",125,66,30,4,25,52.8,24,3.2,20
"E00167207",116,65,31,8,12,56.0344827586207,26.7241379310345,6.89655172413793,10.3448275862069
"E00167208",131,104,13,0,14,79.3893129770992,9.9236641221374,0,10.6870229007634
"E00167209",168,115,26,8,19,68.4523809523809,15.4761904761905,4.76190476190476,11.3095238095238
"E00167210",73,60,7,1,5,82.1917808219178,9.58904109589041,1.36986301369863,6.84931506849315
"E00167211",138,79,22,9,28,57.2463768115942,15.9420289855072,6.52173913043478,20.2898550724638
"E00167212",116,67,18,5,26,57.7586206896552,15.5172413793103,4.31034482758621,22.4137931034483
"E00167213",111,37,37,6,31,33.3333333333333,33.3333333333333,5.40540540540541,27.9279279279279
"E00167214",129,81,19,5,24,62.7906976744186,14.7286821705426,3.87596899224806,18.6046511627907
"E00167215",149,71,23,8,47,47.6510067114094,15.4362416107383,5.36912751677852,31.5436241610738
"E00167216",113,44,28,8,33,38.9380530973451,24.7787610619469,7.07964601769912,29.2035398230088
"E00167217",90,34,20,6,30,37.7777777777778,22.2222222222222,6.66666666666667,33.3333333333333
"E00167218",121,76,13,2,30,62.8099173553719,10.7438016528926,1.65289256198347,24.7933884297521
"E00167219",95,40,24,8,23,42.1052631578947,25.2631578947368,8.42105263157895,24.2105263157895
"E00167220",135,82,14,0,39,60.7407407407407,10.3703703703704,0,28.8888888888889
"E00167221",157,93,19,10,35,59.2356687898089,12.1019108280255,6.36942675159236,22.2929936305732
"E00167222",89,18,31,8,32,20.2247191011236,34.8314606741573,8.98876404494382,35.9550561797753
"E00167223",133,73,27,7,26,54.8872180451128,20.3007518796992,5.26315789473684,19.5488721804511
"E00167224",141,86,20,7,28,60.9929078014184,14.1843971631206,4.9645390070922,19.8581560283688
"E00167225",101,41,24,9,27,40.5940594059406,23.7623762376238,8.91089108910891,26.7326732673267
"E00167226",130,82,14,2,32,63.0769230769231,10.7692307692308,1.53846153846154,24.6153846153846
"E00167227",134,77,23,3,31,57.4626865671642,17.1641791044776,2.23880597014925,23.134328358209
"E00167228",115,78,12,11,14,67.8260869565217,10.4347826086957,9.56521739130435,12.1739130434783
"E00167229",123,84,17,7,15,68.2926829268293,13.8211382113821,5.69105691056911,12.1951219512195
"E00167230",118,79,12,2,25,66.9491525423729,10.1694915254237,1.69491525423729,21.1864406779661
"E00167231",99,43,20,3,33,43.4343434343434,20.2020202020202,3.03030303030303,33.3333333333333
"E00167232",109,66,15,2,26,60.5504587155963,13.7614678899083,1.8348623853211,23.8532110091743
"E00167233",87,60,13,4,10,68.9655172413793,14.9425287356322,4.59770114942529,11.4942528735632
"E00167234",116,66,20,8,22,56.8965517241379,17.2413793103448,6.89655172413793,18.9655172413793
"E00167235",141,71,31,10,29,50.354609929078,21.9858156028369,7.09219858156028,20.5673758865248
"E00167236",94,53,19,0,22,56.3829787234042,20.2127659574468,0,23.4042553191489
"E00167237",102,71,17,0,14,69.6078431372549,16.6666666666667,0,13.7254901960784
"E00167238",137,87,20,7,23,63.5036496350365,14.5985401459854,5.10948905109489,16.7883211678832
"E00167239",80,46,6,8,20,57.5,7.5,10,25
"E00167240",138,65,28,18,27,47.1014492753623,20.2898550724638,13.0434782608696,19.5652173913043
"E00167241",117,49,32,9,27,41.8803418803419,27.3504273504274,7.69230769230769,23.0769230769231
"E00167242",88,62,10,1,15,70.4545454545455,11.3636363636364,1.13636363636364,17.0454545454545
"E00167243",133,97,12,3,21,72.9323308270677,9.02255639097744,2.25563909774436,15.7894736842105
"E00167244",114,75,16,0,23,65.7894736842105,14.0350877192982,0,20.1754385964912
"E00167245",129,81,33,0,15,62.7906976744186,25.5813953488372,0,11.6279069767442
"E00167246",97,79,8,1,9,81.4432989690722,8.24742268041237,1.03092783505155,9.27835051546392
"E00167247",79,71,5,1,2,89.873417721519,6.32911392405063,1.26582278481013,2.53164556962025
"E00167248",256,137,13,1,105,53.515625,5.078125,0.390625,41.015625
"E00167249",234,119,20,0,95,50.8547008547009,8.54700854700855,0,40.5982905982906
"E00167250",102,44,27,12,19,43.1372549019608,26.4705882352941,11.7647058823529,18.6274509803922
"E00167251",111,49,45,0,17,44.1441441441441,40.5405405405405,0,15.3153153153153
"E00167252",142,93,23,3,23,65.4929577464789,16.1971830985916,2.11267605633803,16.1971830985916
"E00167253",139,99,10,4,26,71.2230215827338,7.19424460431655,2.87769784172662,18.705035971223
"E00167254",107,66,18,2,21,61.6822429906542,16.8224299065421,1.86915887850467,19.6261682242991
"E00167255",119,64,27,6,22,53.781512605042,22.6890756302521,5.04201680672269,18.4873949579832
"E00167256",126,93,17,2,14,73.8095238095238,13.4920634920635,1.58730158730159,11.1111111111111
"E00167257",166,121,24,5,16,72.8915662650602,14.4578313253012,3.01204819277108,9.63855421686747
"E00167258",95,22,36,6,31,23.1578947368421,37.8947368421053,6.31578947368421,32.6315789473684
"E00167259",75,24,23,4,24,32,30.6666666666667,5.33333333333333,32
"E00167260",135,66,36,4,29,48.8888888888889,26.6666666666667,2.96296296296296,21.4814814814815
"E00167261",157,95,27,6,29,60.5095541401274,17.1974522292994,3.82165605095541,18.4713375796178
"E00167262",46,29,6,0,11,63.0434782608696,13.0434782608696,0,23.9130434782609
"E00167263",102,77,7,1,17,75.4901960784314,6.86274509803922,0.980392156862745,16.6666666666667
"E00167264",124,75,22,6,21,60.4838709677419,17.741935483871,4.83870967741935,16.9354838709677
"E00167265",146,99,22,3,22,67.8082191780822,15.0684931506849,2.05479452054794,15.0684931506849
"E00167266",164,115,14,4,31,70.1219512195122,8.53658536585366,2.4390243902439,18.9024390243902
