"GeographyCode","QS415EW0001","QS415EW0002","QS415EW0003","QS415EW0004","QS415EW0005","QS415EW0006","QS415EW0007","QS415EW0008"
"E01004247",714,19,552,55,5,0,28,55
"E01004248",441,7,324,51,1,0,15,43
"E01004249",758,9,544,90,9,0,48,58
"E01004250",866,20,657,104,5,1,34,45
"E01004251",779,13,467,133,8,0,109,49
"E01004252",1107,9,888,108,1,1,28,72
"E01004253",829,9,677,34,1,0,34,74
"E01004254",1046,45,648,298,1,0,16,38
"E01004255",647,9,514,48,3,0,24,49
"E01004256",611,6,447,83,1,0,38,36
"E01004257",618,7,491,41,1,0,32,46
"E01004258",713,41,263,348,1,0,48,12
"E01004259",812,46,583,123,0,0,13,47
"E01004260",636,25,426,131,3,0,16,35
"E01004261",550,22,310,150,4,1,27,36
"E01004262",495,12,364,60,0,0,23,36
"E01004263",529,20,457,16,1,0,12,23
"E01004264",457,5,347,30,4,0,25,46
"E01004266",583,12,451,80,0,0,10,30
"E01004267",707,20,539,98,0,2,19,29
"E01004268",688,8,329,290,3,0,24,34
"E01004269",726,7,508,97,1,1,67,45
"E01004270",745,12,524,151,1,0,21,36
"E01004271",548,10,341,97,3,0,66,31
"E01004272",639,2,454,46,0,0,83,54
"E01004273",594,7,427,66,0,4,42,48
"E01004274",654,15,491,89,3,0,12,44
"E01004275",768,29,488,166,10,0,39,36
"E01004276",996,65,217,607,18,0,76,13
"E01004277",898,49,148,524,11,0,149,17
"E01004280",769,24,480,163,1,0,64,37
"E01004281",831,80,313,406,0,0,7,25
"E01004283",756,17,601,74,5,0,18,41
"E01004284",884,7,296,494,10,0,43,34
"E01004285",658,10,425,108,1,0,75,39
"E01004286",817,17,562,164,1,0,28,45
"E01004287",854,18,540,193,3,1,55,44
"E01004288",525,16,408,45,0,0,23,33
"E01004289",670,20,531,46,2,0,24,47
"E01004290",575,19,421,72,8,2,29,24
"E01004291",1051,52,477,475,3,0,20,24
"E01004292",818,35,599,151,1,0,5,27
"E01004293",1133,30,644,218,31,2,158,50
"E01004294",877,26,469,328,5,0,15,34
"E01004295",500,4,403,28,1,0,20,44
"E01004296",684,17,440,160,0,0,39,28
"E01004297",909,53,481,334,3,0,15,23
"E01004298",635,21,296,240,7,0,43,28
"E01004300",522,7,302,46,20,0,104,43
"E01004301",413,5,310,54,1,0,14,29
"E01004302",637,14,427,113,0,0,31,52
"E01004303",967,13,569,216,12,0,90,67
"E01004304",653,27,460,58,4,1,62,41
"E01004305",699,14,427,129,8,0,83,38
"E01004306",687,27,503,81,5,0,33,38
"E01004307",1014,55,644,240,0,0,30,45
"E01004308",504,3,420,40,2,0,12,27
"E01004309",902,20,624,170,1,0,24,63
"E01004310",793,31,528,165,3,2,24,40
"E01004311",644,16,465,48,14,0,63,38
"E01004312",628,13,403,88,9,0,75,40
"E01004313",812,26,530,154,4,0,43,55
"E01004314",493,11,432,24,2,0,7,17
"E01004315",718,15,520,96,1,0,44,42
"E01004316",455,10,319,77,1,0,21,27
"E01004317",1193,45,690,385,3,0,35,35
"E01004318",630,13,526,35,0,0,20,36
"E01004319",595,5,458,57,1,1,33,40
"E01004321",711,11,508,83,5,0,56,48
"E01004322",502,17,312,76,8,0,68,21
"E01004323",480,4,320,58,4,0,65,29
"E01004324",485,10,352,36,5,0,46,36
"E01004325",1033,85,464,422,2,0,21,39
"E01004326",623,17,367,110,6,1,91,31
"E01032764",643,10,327,249,0,1,22,34
"E01032765",645,9,467,112,0,2,14,41
"E01032766",601,42,192,314,1,1,28,23
"E01032767",767,68,164,495,4,0,21,15
"E01032768",696,60,100,517,1,0,6,12
"E01032769",593,29,234,306,0,0,14,10
"E01032770",572,5,383,98,3,0,39,44
"E01032771",546,17,81,332,6,1,88,21
"E01032772",544,14,159,236,16,0,95,24
"E01032773",852,13,130,532,57,0,108,12
"E01032774",583,4,235,207,16,0,83,38
"E01032775",600,27,60,470,1,0,29,13
"E01032776",631,20,174,388,2,0,33,14
"E01032777",514,8,300,147,1,0,27,31
"E01032778",564,27,239,243,1,0,26,28
"E01032779",565,29,30,471,1,0,29,5
"E01032780",647,78,139,379,7,5,18,21
"E01032781",771,34,421,247,2,0,44,23
"E01032782",776,22,211,339,0,0,170,34
"E01032783",661,49,251,310,0,0,39,12
"E01032784",692,30,291,330,2,0,24,15
"E01032785",616,43,147,412,0,0,5,9
"E01032786",674,12,529,93,0,0,9,31
"E01032787",793,10,619,56,2,0,33,73
