"GeographyCode","QS411EW0001","QS411EW0002","QS411EW0003","QS411EW0004","QS411EW0005","QS411EW0006","QS411EW0007"
"E01004307",1014,12,460,399,99,41,3
"E01004308",504,0,126,168,130,58,22
"E01004309",902,13,308,301,166,80,34
"E01004310",793,3,367,275,91,38,19
"E01004311",644,2,195,246,160,34,7
"E01004312",628,7,207,223,146,40,5
"E01004313",812,5,160,449,161,27,10
"E01004314",493,4,109,233,119,26,2
"E01004315",718,5,273,216,140,68,16
"E01004316",455,4,155,183,85,24,4
"E01004317",1193,8,422,474,198,74,17
"E01004318",630,9,231,272,76,37,5
"E01004319",595,4,165,191,151,54,30
"E01004321",711,6,324,193,105,47,36
"E01004322",502,9,214,192,59,21,7
"E01004323",480,4,123,190,60,47,56
"E01004324",485,0,100,183,131,63,8
"E01004325",1033,3,354,430,168,54,24
"E01004326",623,1,218,294,101,4,5
"E01032764",643,3,236,303,67,27,7
"E01032765",645,2,162,350,65,47,19
"E01032766",601,4,199,324,50,22,2
"E01032767",767,2,319,267,142,28,9
"E01032768",696,0,234,364,86,10,2
"E01032769",593,0,163,346,63,9,12
"E01032770",572,5,264,150,132,9,12
"E01032771",546,3,172,291,41,39,0
"E01032772",544,4,275,120,105,32,8
"E01032773",852,6,471,296,62,16,1
"E01032774",583,3,210,275,62,25,8
"E01032775",600,0,233,333,32,2,0
"E01032776",631,11,361,234,25,0,0
"E01032777",514,0,181,258,40,24,11
"E01032778",564,2,212,268,62,18,2
"E01032779",565,0,204,341,19,1,0
"E01032780",647,2,119,412,84,23,7
"E01032781",771,2,246,410,99,13,1
"E01032782",776,4,421,222,79,47,3
"E01032783",661,2,229,273,111,33,13
"E01032784",692,0,231,325,93,34,9
"E01032785",616,2,151,395,54,11,3
"E01032786",674,4,167,423,69,7,4
"E01032787",793,4,186,287,232,67,17
