"GeographyCode","CT00100001","CT00100002","CT00100003","CT00100004","CT00100005","CT00100006","CT00100007","CT00100008","CT00100009","CT00100010","CT00100011","CT00100012","CT00100013","CT00100014","CT00100015","CT00100016","CT00100017","CT00100018","CT00100019","CT00100020","CT00100021","CT00100022","CT00100023","CT00100024","CT00100025","CT00100026","CT00100027","CT00100028","CT00100029","CT00100030","CT00100031","CT00100032","CT00100033","CT00100034","CT00100035","CT00100036","CT00100037","CT00100038","CT00100039","CT00100040","CT00100041","CT00100042","CT00100043","CT00100044","CT00100045","CT00100046","CT00100047","CT00100048","CT00100049","CT00100050","CT00100051","CT00100052","CT00100053","CT00100054","CT00100055","CT00100056","CT00100057","CT00100058","CT00100059","CT00100060","CT00100061","CT00100062","CT00100063","CT00100064","CT00100065","CT00100066","CT00100067","CT00100068","CT00100069","CT00100070","CT00100071","CT00100072","CT00100073","CT00100074","CT00100075","CT00100076","CT00100077","CT00100078","CT00100079","CT00100080","CT00100081","CT00100082","CT00100083","CT00100084","CT00100085","CT00100086","CT00100087","CT00100088","CT00100089","CT00100090","CT00100091","CT00100092","CT00100093","CT00100094","CT00100095"
"E00021153",344,205,14,0,6,2,0,8,4,4,1,15,5,1,4,4,0,3,0,0,0,0,1,0,6,1,0,0,0,0,0,1,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,20,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021154",401,61,1,1,1,6,0,3,4,6,2,239,0,0,10,4,0,1,0,0,1,2,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,3,10,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"E00021155",359,188,8,1,9,1,10,5,0,3,0,31,4,12,5,2,0,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0
"E00021156",237,64,0,0,7,2,0,6,0,2,0,93,1,0,15,8,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3,0,0,4,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,2,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0
"E00021157",331,76,1,0,1,0,0,1,0,3,0,174,3,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,6,0,2,0,0,0,0,1,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,0
"E00021158",340,48,2,0,1,4,6,2,1,3,0,214,3,0,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,7,0,2,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021159",571,237,21,0,2,8,1,7,2,5,0,139,7,0,18,9,1,4,2,0,0,0,0,1,7,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,18,2,2,0,0,0,0,13,1,0,0,0,1,7,0,2,2,0,0,0,0,1,3,1,24,0,3,0,2,0,0,1,0,0,0,0,0,2,5,1,0,1,0,0,1,0,0,0
"E00021160",322,88,7,0,0,4,0,0,0,0,0,157,9,0,7,3,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"E00021161",391,172,10,4,6,11,3,6,1,14,0,82,0,0,4,4,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,2,0,0,0,0,1,6,1,19,0,11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"E00021162",375,85,2,0,5,5,0,7,0,10,0,158,1,1,14,9,0,6,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,4,0,0,1,0,6,3,0,0,2,0,0,1,0,6,0,0,0,0,2,2,2,19,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00021163",353,99,3,0,2,0,2,1,0,5,0,155,4,0,32,6,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,11,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021164",279,84,6,0,6,1,0,3,1,0,1,84,4,5,21,8,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,6,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,10,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00021165",338,95,3,0,2,1,0,3,0,1,0,154,12,0,4,3,0,2,6,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8,0,4,0,0,0,0,6,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
"E00021166",387,127,9,0,4,8,1,6,2,2,0,127,9,1,8,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,10,0,2,1,0,0,0,12,4,0,3,0,0,2,0,0,0,0,0,0,1,0,2,0,19,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00021167",305,121,8,0,6,4,0,5,0,2,5,82,5,2,9,2,0,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,2,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,1,1,0,14,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00021168",374,210,16,1,8,2,7,10,6,5,0,9,6,0,3,0,0,2,2,0,0,1,0,0,21,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,7,1,0,1,0,0,6,0,0,0,0,0,0,0,2,3,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0
"E00021169",467,156,11,0,3,3,1,4,1,4,2,185,2,0,23,9,0,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,2,3,0,0,0,0,4,1,0,0,2,0,0,0,5,4,0,14,0,3,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"E00021170",466,84,8,1,5,13,5,3,0,15,1,224,1,4,30,19,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,1,2,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,7,0,4,0,0,2,0,10,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
"E00021171",660,175,5,0,6,13,0,5,2,3,1,294,3,0,21,12,0,8,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,10,0,4,1,0,2,1,7,0,0,0,1,0,4,0,0,0,4,0,0,0,1,5,0,30,0,6,0,0,0,0,13,7,0,3,0,0,0,3,0,0,1,0,0,0,0,0,1
"E00021172",281,149,8,0,0,7,0,8,2,4,0,44,3,0,6,10,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0
"E00021173",372,191,6,0,7,0,1,9,0,4,2,71,2,0,30,9,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,3,0,8,0,3,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"E00021174",228,158,8,0,3,0,1,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021175",300,145,7,0,4,2,1,4,0,1,1,70,5,0,15,7,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,11,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021176",298,134,5,0,2,5,4,8,0,3,1,63,0,1,16,12,1,4,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"E00021177",425,62,7,0,8,3,10,4,1,7,14,225,0,6,20,8,0,6,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,2,3,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"E00021179",327,105,4,0,5,3,2,3,0,15,3,78,7,1,13,3,4,4,2,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,4,0,5,0,0,3,6,0,0,0,0,1,0,0,0,2,0,0,0,5,4,0,9,0,1,0,0,0,0,5,0,0,4,0,1,1,4,1,0,1,0,1,0,0,0,0
"E00021180",444,74,1,0,7,6,4,3,0,6,5,188,6,0,34,12,0,5,0,0,0,0,0,0,7,3,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,1,0,0,0,10,1,0,1,0,0,1,0,0,0,2,0,0,5,1,0,0,16,0,6,0,0,0,0,8,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0
"E00021181",230,80,6,0,5,4,3,5,1,4,5,67,1,0,10,6,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,1,3,0,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"E00021182",343,178,10,0,9,2,2,4,1,2,0,26,6,0,7,7,0,3,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,14,0,2,0,2,4,0,7,2,0,2,0,0,1,0,0,0,0,0,0,1,3,0,0,23,0,2,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"E00021183",231,140,3,0,5,3,0,4,1,1,0,9,5,0,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,4,1,0,0,0,1,0,8,3,0,1,0,0,2,0,0,0,0,0,0,1,1,1,2,10,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00021184",169,47,2,0,2,0,1,1,1,4,1,45,3,0,12,2,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021185",304,159,6,0,0,3,1,4,0,2,2,73,2,0,17,14,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
"E00021186",440,60,7,1,1,0,6,3,0,6,2,296,0,0,9,5,0,3,1,0,0,0,0,0,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"E00021187",307,45,2,0,1,0,3,3,0,2,0,177,2,0,15,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021188",302,140,6,0,5,2,2,8,0,9,1,87,1,0,5,10,1,3,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"E00021189",397,74,9,0,1,1,1,4,0,4,0,203,13,0,14,8,3,4,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,2,1,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,16,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"E00021190",476,140,7,0,10,5,3,6,0,11,7,180,13,0,11,1,1,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,10,2,3,0,0,1,0,7,1,0,3,0,0,6,0,0,0,0,0,0,1,2,2,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"E00021191",396,62,2,0,3,6,2,5,3,4,2,261,3,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
"E00021192",329,43,5,0,4,0,1,2,4,3,3,194,5,0,19,7,0,4,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"E00021193",323,170,11,0,2,2,6,2,3,23,5,19,6,1,8,1,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,1,1,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,16,0,4,0,0,2,0,0,2,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0
"E00021194",563,55,11,1,7,2,0,1,2,8,2,390,6,1,20,4,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,8,0,5,0,0,0,0,5,1,0,0,0,0,0,4,2,0,3,0,1,0,0,0,0
"E00021195",392,83,4,0,9,1,1,3,0,1,1,222,10,0,7,5,0,4,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,7,0,0,0,0,0,0,0,6,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0
"E00021196",381,66,4,0,0,4,5,0,0,4,1,227,7,3,10,15,2,6,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"E00021197",519,173,15,0,10,1,8,6,1,6,3,87,74,0,15,3,1,5,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,11,0,4,0,1,0,0,7,4,0,2,0,0,4,0,1,0,0,0,0,0,7,2,0,22,0,4,0,0,0,0,1,0,0,5,1,0,2,0,0,0,6,0,0,0,0,0,0
"E00021198",313,63,2,0,4,6,0,4,1,1,2,188,2,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"E00021199",182,52,8,0,0,0,2,3,2,3,0,71,0,0,10,11,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021200",322,49,6,0,11,3,1,2,0,9,6,150,10,0,12,5,0,4,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00021201",321,97,5,0,2,5,0,1,0,6,1,137,6,0,27,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00021202",285,48,0,0,0,0,6,11,0,0,0,182,1,2,12,4,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021203",246,58,2,0,5,4,0,3,0,3,4,99,6,0,5,10,0,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,4,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"E00021204",401,81,6,0,4,3,0,6,3,3,7,224,7,0,13,9,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00021205",336,44,3,0,4,0,0,2,2,3,3,218,1,0,6,5,1,0,1,1,0,0,0,0,2,1,0,0,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"E00021206",239,28,0,0,5,3,0,2,0,2,2,166,1,0,3,9,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"E00021207",258,142,11,0,8,2,0,3,1,0,0,3,4,0,5,4,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,7,2,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,20,0,7,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0
"E00021208",299,67,4,0,4,3,2,8,0,6,1,160,2,0,3,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
