"GeographyCode","QS411EW0001","QS411EW0002","QS411EW0003","QS411EW0004","QS411EW0005","QS411EW0006","QS411EW0007"
"E00167212",116,0,55,48,10,2,1
"E00167213",111,2,37,5,53,7,7
"E00167214",129,0,28,72,26,3,0
"E00167215",149,0,64,54,18,12,1
"E00167216",113,0,18,51,41,3,0
"E00167217",90,0,23,16,39,9,3
"E00167218",121,1,43,44,26,6,1
"E00167219",95,0,20,43,21,9,2
"E00167220",135,0,60,68,5,2,0
"E00167221",157,1,61,53,24,18,0
"E00167222",89,0,18,38,23,10,0
"E00167223",133,1,36,62,28,5,1
"E00167224",141,1,41,83,14,2,0
"E00167225",101,1,17,43,23,11,6
"E00167226",130,0,68,59,3,0,0
"E00167227",134,1,49,50,24,3,7
"E00167228",115,2,17,64,25,4,3
"E00167229",123,0,5,74,31,9,4
"E00167230",118,0,62,51,5,0,0
"E00167231",99,2,11,65,5,14,2
"E00167232",109,0,26,40,41,1,1
"E00167233",87,2,18,50,15,2,0
"E00167234",116,0,20,34,51,9,2
"E00167235",141,0,39,45,34,14,9
"E00167236",94,0,33,55,4,1,1
"E00167237",102,0,20,61,21,0,0
"E00167238",137,0,65,53,13,2,4
"E00167239",80,1,21,38,16,3,1
"E00167240",138,2,32,61,26,12,5
"E00167241",117,2,18,32,58,2,5
"E00167242",88,0,3,24,22,30,9
"E00167243",133,0,60,51,15,6,1
"E00167244",114,0,45,40,17,8,4
"E00167245",129,0,67,28,20,8,6
"E00167246",97,0,17,49,22,5,4
"E00167247",79,0,21,50,6,2,0
"E00167248",256,0,197,57,2,0,0
"E00167249",234,1,155,72,5,0,1
"E00167250",102,2,18,9,36,36,1
"E00167251",111,1,26,2,6,5,71
"E00167252",142,1,37,81,21,2,0
"E00167253",139,0,46,86,5,2,0
"E00167254",107,0,42,30,9,15,11
"E00167255",119,0,17,67,23,7,5
"E00167256",126,0,59,59,6,1,1
"E00167257",166,0,36,115,14,1,0
"E00167258",95,1,29,12,24,13,16
"E00167259",75,1,20,26,16,9,3
"E00167260",135,1,23,47,42,17,5
"E00167261",157,1,34,62,43,12,5
"E00167262",46,0,8,24,7,6,1
"E00167263",102,0,48,49,5,0,0
"E00167264",124,1,56,25,32,10,0
"E00167265",146,1,66,22,49,6,2
"E00167266",164,3,88,32,28,8,5
