"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E01032778",564,476,30,380,0,10,3,26,16,11,88,10,29,11,18,20
"E01032779",565,492,35,374,2,15,4,33,20,9,73,4,31,13,8,17
"E01032780",647,604,26,485,2,18,5,46,9,13,43,13,16,4,4,6
"E01032781",771,702,20,566,4,24,5,64,12,7,69,21,16,9,12,11
"E01032782",776,633,59,433,4,12,9,52,44,20,143,14,62,17,28,22
"E01032783",661,538,32,395,2,14,9,44,28,14,123,57,10,13,25,18
"E01032784",692,546,37,404,4,8,6,41,19,27,146,56,21,26,27,16
"E01032785",616,528,34,398,1,11,8,32,34,10,88,28,12,19,12,17
"E01032786",674,483,93,265,5,12,19,38,42,9,191,83,10,27,48,23
"E01032787",793,562,126,276,5,12,27,36,63,17,231,86,17,39,59,30
