"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0018","KS102EW0019","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E00021153",344,9,3,3,1,0,0,5,56,107,105,32,5,12,4,1,1,32.6802325581395,29,2.61627906976744,0.872093023255814,0.872093023255814,0.290697674418605,0,0,1.45348837209302,16.2790697674419,31.1046511627907,30.5232558139535,9.30232558139535,1.45348837209302,3.48837209302326,1.16279069767442,0.290697674418605,0.290697674418605
"E00021154",401,21,19,28,39,5,14,13,58,45,85,54,8,6,6,0,0,28.0997506234414,25,5.23690773067332,4.73815461346633,6.98254364089776,9.72568578553616,1.24688279301746,3.49127182044888,3.24189526184539,14.4638403990025,11.2219451371571,21.1970074812968,13.4663341645885,1.99501246882793,1.49625935162095,1.49625935162095,0,0
"E00021155",359,10,6,3,8,3,5,7,61,103,131,14,5,1,2,0,0,29.3175487465181,28,2.78551532033426,1.67130919220056,0.835654596100279,2.22841225626741,0.835654596100279,1.39275766016713,1.94986072423398,16.991643454039,28.6908077994429,36.4902506963788,3.89972144846797,1.39275766016713,0.278551532033426,0.557103064066852,0,0
"E00021156",237,22,8,5,9,0,2,3,19,33,82,18,8,12,8,7,1,34.0759493670886,30,9.28270042194093,3.37552742616034,2.10970464135021,3.79746835443038,0,0.843881856540084,1.26582278481013,8.0168776371308,13.9240506329114,34.5991561181435,7.59493670886076,3.37552742616034,5.06329113924051,3.37552742616034,2.9535864978903,0.421940928270042
"E00021157",331,32,21,14,31,5,5,11,34,34,84,40,5,8,6,1,0,27.6918429003021,26,9.66767371601208,6.34441087613293,4.22960725075529,9.36555891238671,1.51057401812689,1.51057401812689,3.32326283987915,10.2719033232628,10.2719033232628,25.3776435045317,12.0845921450151,1.51057401812689,2.41691842900302,1.81268882175227,0.302114803625378,0
"E00021158",340,36,16,17,32,9,10,6,40,42,57,35,10,17,10,2,1,28.9852941176471,25,10.5882352941176,4.70588235294118,5,9.41176470588235,2.64705882352941,2.94117647058824,1.76470588235294,11.7647058823529,12.3529411764706,16.7647058823529,10.2941176470588,2.94117647058824,5,2.94117647058824,0.588235294117647,0.294117647058824
"E00021159",571,32,15,4,26,6,9,11,57,103,129,79,15,32,39,11,3,37.292469352014,32,5.60420315236427,2.62697022767075,0.700525394045534,4.55341506129597,1.0507880910683,1.57618213660245,1.92644483362522,9.98248686514886,18.0385288966725,22.5919439579685,13.8353765323993,2.62697022767075,5.60420315236427,6.83012259194396,1.92644483362522,0.525394045534151
"E00021160",322,21,25,8,23,4,11,10,25,57,79,26,8,17,7,0,1,29.6180124223602,27,6.52173913043478,7.7639751552795,2.48447204968944,7.14285714285714,1.24223602484472,3.41614906832298,3.1055900621118,7.7639751552795,17.7018633540373,24.5341614906832,8.07453416149068,2.48447204968944,5.27950310559006,2.17391304347826,0,0.31055900621118
"E00021161",391,26,21,5,19,1,4,3,36,76,103,54,21,13,6,2,1,32.5575447570332,30,6.64961636828645,5.37084398976982,1.27877237851662,4.85933503836317,0.255754475703325,1.0230179028133,0.767263427109974,9.20716112531969,19.4373401534527,26.3427109974425,13.8107416879795,5.37084398976982,3.32480818414322,1.53452685421995,0.51150895140665,0.255754475703325
"E00021162",375,23,13,6,20,3,10,4,54,91,77,38,2,20,8,5,1,31.0613333333333,27,6.13333333333333,3.46666666666667,1.6,5.33333333333333,0.8,2.66666666666667,1.06666666666667,14.4,24.2666666666667,20.5333333333333,10.1333333333333,0.533333333333333,5.33333333333333,2.13333333333333,1.33333333333333,0.266666666666667
"E00021163",353,14,11,11,18,4,8,12,38,43,60,42,16,23,29,13,11,40.1133144475921,32,3.96600566572238,3.11614730878187,3.11614730878187,5.09915014164306,1.13314447592068,2.26628895184136,3.39943342776204,10.7648725212465,12.1813031161473,16.9971671388102,11.8980169971671,4.53257790368272,6.51558073654391,8.21529745042493,3.68271954674221,3.11614730878187
"E00021164",279,23,7,7,16,9,8,4,15,23,70,53,13,6,12,11,2,36.8602150537634,35,8.24372759856631,2.5089605734767,2.5089605734767,5.73476702508961,3.2258064516129,2.8673835125448,1.4336917562724,5.37634408602151,8.24372759856631,25.089605734767,18.9964157706093,4.6594982078853,2.1505376344086,4.3010752688172,3.9426523297491,0.716845878136201
"E00021165",338,17,20,12,24,4,13,9,41,43,78,37,7,18,10,3,2,31.6449704142012,27.5,5.02958579881657,5.91715976331361,3.55029585798817,7.10059171597633,1.18343195266272,3.84615384615385,2.66272189349112,12.1301775147929,12.7218934911243,23.0769230769231,10.9467455621302,2.07100591715976,5.32544378698225,2.9585798816568,0.887573964497041,0.591715976331361
"E00021166",387,21,17,17,23,6,7,8,54,73,94,31,7,12,11,6,0,30.3255813953488,27,5.42635658914729,4.39276485788114,4.39276485788114,5.94315245478036,1.55038759689922,1.80878552971576,2.0671834625323,13.953488372093,18.8630490956072,24.2894056847545,8.01033591731266,1.80878552971576,3.10077519379845,2.84237726098191,1.55038759689922,0
"E00021167",305,26,7,10,16,3,4,13,28,54,91,27,7,12,6,1,0,30.4622950819672,29,8.52459016393443,2.29508196721311,3.27868852459016,5.24590163934426,0.983606557377049,1.31147540983607,4.26229508196721,9.18032786885246,17.7049180327869,29.8360655737705,8.85245901639344,2.29508196721311,3.9344262295082,1.9672131147541,0.327868852459016,0
"E00021168",374,4,3,2,5,0,1,4,65,118,146,21,2,2,0,1,0,29.951871657754,29,1.06951871657754,0.802139037433155,0.53475935828877,1.33689839572193,0,0.267379679144385,1.06951871657754,17.379679144385,31.5508021390374,39.0374331550802,5.61497326203209,0.53475935828877,0.53475935828877,0,0.267379679144385,0
"E00021169",467,32,14,7,25,5,10,10,47,76,165,54,0,18,3,0,1,30.2805139186296,30,6.85224839400428,2.99785867237687,1.49892933618844,5.35331905781585,1.07066381156317,2.14132762312634,2.14132762312634,10.0642398286938,16.2740899357602,35.3319057815846,11.5631691648822,0,3.85438972162741,0.642398286937901,0,0.214132762312634
"E00021170",466,45,28,22,31,8,9,10,41,58,123,54,16,16,5,0,0,28.6995708154506,28,9.65665236051502,6.00858369098712,4.72103004291846,6.65236051502146,1.71673819742489,1.931330472103,2.14592274678112,8.79828326180258,12.4463519313305,26.3948497854077,11.587982832618,3.43347639484979,3.43347639484979,1.07296137339056,0,0
"E00021171",660,54,29,17,46,7,21,16,74,96,184,70,14,14,15,2,1,29.230303030303,28,8.18181818181818,4.39393939393939,2.57575757575758,6.96969696969697,1.06060606060606,3.18181818181818,2.42424242424242,11.2121212121212,14.5454545454545,27.8787878787879,10.6060606060606,2.12121212121212,2.12121212121212,2.27272727272727,0.303030303030303,0.151515151515152
"E00021172",281,9,5,4,18,5,10,7,29,28,62,75,13,9,7,0,0,36.3665480427046,34,3.20284697508897,1.77935943060498,1.42348754448399,6.40569395017794,1.77935943060498,3.55871886120996,2.49110320284698,10.3202846975089,9.9644128113879,22.0640569395018,26.6903914590747,4.62633451957295,3.20284697508897,2.49110320284698,0,0
"E00021173",372,32,18,7,18,3,13,8,36,58,97,46,9,13,7,6,1,31.6962365591398,28,8.60215053763441,4.83870967741935,1.88172043010753,4.83870967741935,0.806451612903226,3.49462365591398,2.1505376344086,9.67741935483871,15.5913978494624,26.0752688172043,12.3655913978495,2.41935483870968,3.49462365591398,1.88172043010753,1.61290322580645,0.268817204301075
"E00021174",228,6,1,0,1,0,0,1,16,37,124,31,9,1,1,0,0,35.780701754386,34,2.63157894736842,0.43859649122807,0,0.43859649122807,0,0,0.43859649122807,7.01754385964912,16.2280701754386,54.3859649122807,13.5964912280702,3.94736842105263,0.43859649122807,0.43859649122807,0,0
"E00021175",300,12,5,7,17,2,4,4,19,63,98,36,15,7,8,1,2,34.0433333333333,31,4,1.66666666666667,2.33333333333333,5.66666666666667,0.666666666666667,1.33333333333333,1.33333333333333,6.33333333333333,21,32.6666666666667,12,5,2.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667
"E00021176",298,14,11,7,10,5,6,3,27,41,86,50,8,13,11,5,1,35.7046979865772,33,4.69798657718121,3.69127516778524,2.3489932885906,3.35570469798658,1.67785234899329,2.01342281879195,1.00671140939597,9.06040268456376,13.758389261745,28.8590604026846,16.7785234899329,2.68456375838926,4.36241610738255,3.69127516778524,1.67785234899329,0.335570469798658
"E00021177",425,34,22,21,27,11,12,16,50,64,89,38,8,19,13,1,0,28.8635294117647,26,8,5.17647058823529,4.94117647058823,6.35294117647059,2.58823529411765,2.82352941176471,3.76470588235294,11.7647058823529,15.0588235294118,20.9411764705882,8.94117647058824,1.88235294117647,4.47058823529412,3.05882352941176,0.235294117647059,0
"E00021179",327,8,8,2,15,1,8,5,73,70,79,46,5,4,2,0,1,30.3547400611621,27,2.44648318042813,2.44648318042813,0.611620795107034,4.58715596330275,0.305810397553517,2.44648318042813,1.52905198776758,22.3241590214067,21.4067278287462,24.1590214067278,14.0672782874618,1.52905198776758,1.22324159021407,0.611620795107034,0,0.305810397553517
"E00021180",444,43,28,9,21,3,9,11,69,69,112,47,8,10,4,1,0,27.8806306306306,27,9.68468468468468,6.30630630630631,2.02702702702703,4.72972972972973,0.675675675675676,2.02702702702703,2.47747747747748,15.5405405405405,15.5405405405405,25.2252252252252,10.5855855855856,1.8018018018018,2.25225225225225,0.900900900900901,0.225225225225225,0
"E00021181",230,9,5,2,4,1,2,6,43,50,71,25,3,3,5,1,0,31.6695652173913,29,3.91304347826087,2.17391304347826,0.869565217391304,1.73913043478261,0.434782608695652,0.869565217391304,2.60869565217391,18.695652173913,21.7391304347826,30.8695652173913,10.8695652173913,1.30434782608696,1.30434782608696,2.17391304347826,0.434782608695652,0
"E00021182",343,12,5,2,7,0,0,3,53,94,126,36,0,3,1,1,0,30.2857142857143,29,3.49854227405248,1.45772594752187,0.583090379008746,2.04081632653061,0,0,0.87463556851312,15.4518950437318,27.4052478134111,36.734693877551,10.4956268221574,0,0.87463556851312,0.291545189504373,0.291545189504373,0
"E00021183",231,3,2,0,4,0,0,1,28,57,103,27,4,1,0,1,0,32.7489177489177,31,1.2987012987013,0.865800865800866,0,1.73160173160173,0,0,0.432900432900433,12.1212121212121,24.6753246753247,44.5887445887446,11.6883116883117,1.73160173160173,0.432900432900433,0,0.432900432900433,0
"E00021184",169,9,6,5,14,3,2,4,22,35,45,20,2,1,1,0,0,28.4201183431953,27,5.32544378698225,3.55029585798817,2.9585798816568,8.28402366863905,1.77514792899408,1.18343195266272,2.36686390532544,13.0177514792899,20.7100591715976,26.6272189349112,11.8343195266272,1.18343195266272,0.591715976331361,0.591715976331361,0,0
"E00021185",304,15,11,6,17,6,13,5,29,35,82,60,9,7,7,2,0,33.0789473684211,31,4.93421052631579,3.61842105263158,1.97368421052632,5.59210526315789,1.97368421052632,4.27631578947368,1.64473684210526,9.53947368421053,11.5131578947368,26.9736842105263,19.7368421052632,2.96052631578947,2.30263157894737,2.30263157894737,0.657894736842105,0
"E00021186",440,26,18,11,24,10,17,20,64,54,86,56,13,23,15,2,1,32.0227272727273,27,5.90909090909091,4.09090909090909,2.5,5.45454545454545,2.27272727272727,3.86363636363636,4.54545454545455,14.5454545454545,12.2727272727273,19.5454545454545,12.7272727272727,2.95454545454545,5.22727272727273,3.40909090909091,0.454545454545455,0.227272727272727
"E00021187",307,38,25,16,27,3,4,5,26,27,84,27,6,11,5,2,1,27.3745928338762,27,12.3778501628664,8.14332247557003,5.21172638436482,8.79478827361564,0.977198697068404,1.30293159609121,1.62866449511401,8.46905537459283,8.79478827361564,27.3615635179153,8.79478827361564,1.95439739413681,3.58306188925081,1.62866449511401,0.651465798045603,0.325732899022801
"E00021188",302,14,4,7,12,4,10,20,55,29,37,57,13,22,16,1,1,36.1754966887417,29,4.63576158940397,1.32450331125828,2.31788079470199,3.97350993377483,1.32450331125828,3.3112582781457,6.62251655629139,18.2119205298013,9.60264900662252,12.2516556291391,18.8741721854305,4.3046357615894,7.28476821192053,5.29801324503311,0.33112582781457,0.33112582781457
"E00021189",397,21,12,8,23,13,9,19,66,60,63,59,7,22,12,1,2,32.1460957178841,27,5.2896725440806,3.02267002518892,2.01511335012594,5.79345088161209,3.27455919395466,2.26700251889169,4.78589420654912,16.624685138539,15.1133501259446,15.8690176322418,14.8614609571788,1.7632241813602,5.54156171284635,3.02267002518892,0.251889168765743,0.503778337531486
"E00021190",476,28,11,5,24,3,9,9,82,114,121,45,8,9,6,2,0,29.3319327731092,27,5.88235294117647,2.3109243697479,1.05042016806723,5.04201680672269,0.630252100840336,1.89075630252101,1.89075630252101,17.2268907563025,23.9495798319328,25.4201680672269,9.45378151260504,1.68067226890756,1.89075630252101,1.26050420168067,0.420168067226891,0
"E00021191",396,38,14,9,26,4,14,11,49,63,109,36,5,10,6,1,1,28.4949494949495,27,9.5959595959596,3.53535353535354,2.27272727272727,6.56565656565657,1.01010101010101,3.53535353535354,2.77777777777778,12.3737373737374,15.9090909090909,27.5252525252525,9.09090909090909,1.26262626262626,2.52525252525253,1.51515151515152,0.252525252525253,0.252525252525253
"E00021192",329,34,10,7,24,6,9,5,47,46,67,36,8,15,10,3,2,30.8176291793313,27,10.3343465045593,3.03951367781155,2.12765957446809,7.29483282674772,1.82370820668693,2.73556231003039,1.51975683890578,14.2857142857143,13.9817629179331,20.3647416413374,10.9422492401216,2.43161094224924,4.55927051671733,3.03951367781155,0.911854103343465,0.60790273556231
"E00021193",323,7,1,0,1,0,0,4,69,89,117,29,5,1,0,0,0,30.8606811145511,29,2.1671826625387,0.309597523219814,0,0.309597523219814,0,0,1.23839009287926,21.3622291021672,27.5541795665635,36.2229102167183,8.97832817337461,1.54798761609907,0.309597523219814,0,0,0
"E00021194",563,41,38,17,49,5,19,21,83,77,126,65,10,7,5,0,0,26.9058614564831,25,7.28241563055062,6.74955595026643,3.01953818827709,8.70337477797513,0.88809946714032,3.37477797513321,3.73001776198934,14.7424511545293,13.6767317939609,22.3801065719361,11.5452930728242,1.77619893428064,1.24333925399645,0.88809946714032,0,0
"E00021195",392,23,17,14,37,6,16,12,73,47,75,48,3,12,9,0,0,28.3571428571429,24,5.86734693877551,4.33673469387755,3.57142857142857,9.43877551020408,1.53061224489796,4.08163265306122,3.06122448979592,18.6224489795918,11.9897959183673,19.1326530612245,12.2448979591837,0.76530612244898,3.06122448979592,2.29591836734694,0,0
"E00021196",381,42,21,14,47,6,12,10,27,41,97,43,4,11,4,1,1,27.2808398950131,26,11.0236220472441,5.51181102362205,3.6745406824147,12.3359580052493,1.5748031496063,3.1496062992126,2.6246719160105,7.08661417322835,10.761154855643,25.4593175853018,11.2860892388451,1.0498687664042,2.88713910761155,1.0498687664042,0.26246719160105,0.26246719160105
"E00021197",519,24,8,4,16,3,6,35,105,87,154,49,9,14,2,3,0,30.1811175337187,28,4.6242774566474,1.54142581888247,0.770712909441233,3.08285163776493,0.578034682080925,1.15606936416185,6.74373795761079,20.2312138728324,16.7630057803468,29.6724470134875,9.44123314065511,1.73410404624277,2.69749518304432,0.385356454720617,0.578034682080925,0
"E00021198",313,24,20,10,31,7,12,7,25,55,65,32,8,10,7,0,0,28.4408945686901,26,7.66773162939297,6.38977635782748,3.19488817891374,9.90415335463259,2.23642172523962,3.83386581469649,2.23642172523962,7.98722044728434,17.5718849840256,20.7667731629393,10.223642172524,2.55591054313099,3.19488817891374,2.23642172523962,0,0
"E00021199",182,17,6,8,6,1,4,5,10,26,52,36,3,7,0,0,1,31.8021978021978,30.5,9.34065934065934,3.2967032967033,4.3956043956044,3.2967032967033,0.549450549450549,2.1978021978022,2.74725274725275,5.49450549450549,14.2857142857143,28.5714285714286,19.7802197802198,1.64835164835165,3.84615384615385,0,0,0.549450549450549
"E00021200",322,20,14,8,22,6,7,12,41,61,73,27,11,14,6,0,0,29.695652173913,27,6.2111801242236,4.34782608695652,2.48447204968944,6.83229813664596,1.86335403726708,2.17391304347826,3.72670807453416,12.7329192546584,18.944099378882,22.6708074534161,8.38509316770186,3.41614906832298,4.34782608695652,1.86335403726708,0,0
"E00021201",321,23,13,15,20,3,7,4,41,46,80,35,8,11,8,1,6,31.1931464174455,28,7.16510903426791,4.04984423676012,4.67289719626168,6.23052959501558,0.934579439252336,2.18068535825545,1.24610591900312,12.7725856697819,14.3302180685358,24.9221183800623,10.9034267912773,2.49221183800623,3.42679127725857,2.49221183800623,0.311526479750779,1.86915887850467
"E00021202",285,26,27,10,25,6,13,11,24,32,61,28,5,5,9,2,1,27.5649122807018,25,9.12280701754386,9.47368421052632,3.50877192982456,8.7719298245614,2.10526315789474,4.56140350877193,3.85964912280702,8.42105263157895,11.2280701754386,21.4035087719298,9.82456140350877,1.75438596491228,1.75438596491228,3.15789473684211,0.701754385964912,0.350877192982456
"E00021203",246,13,11,9,7,3,2,3,35,35,67,24,4,19,13,1,0,34.0975609756098,30.5,5.28455284552846,4.47154471544715,3.65853658536585,2.84552845528455,1.21951219512195,0.813008130081301,1.21951219512195,14.2276422764228,14.2276422764228,27.2357723577236,9.75609756097561,1.6260162601626,7.72357723577236,5.28455284552846,0.40650406504065,0
"E00021204",401,21,6,7,20,5,13,32,63,58,90,56,14,10,6,0,0,30.7780548628429,27,5.23690773067332,1.49625935162095,1.74563591022444,4.98753117206983,1.24688279301746,3.24189526184539,7.98004987531172,15.71072319202,14.4638403990025,22.4438902743142,13.9650872817955,3.49127182044888,2.49376558603491,1.49625935162095,0,0
"E00021205",336,29,19,10,21,3,11,11,49,43,68,44,4,15,8,1,0,29.2619047619048,26,8.63095238095238,5.65476190476191,2.97619047619048,6.25,0.892857142857143,3.27380952380952,3.27380952380952,14.5833333333333,12.797619047619,20.2380952380952,13.0952380952381,1.19047619047619,4.46428571428571,2.38095238095238,0.297619047619048,0
"E00021206",239,22,18,10,20,5,5,1,22,41,52,24,1,7,11,0,0,28.3891213389121,26,9.20502092050209,7.53138075313808,4.18410041841004,8.36820083682008,2.09205020920502,2.09205020920502,0.418410041841004,9.20502092050209,17.1548117154812,21.7573221757322,10.0418410041841,0.418410041841004,2.92887029288703,4.60251046025105,0,0
"E00021207",258,5,0,0,1,1,1,2,26,75,93,17,5,13,14,4,1,37.2480620155039,31,1.93798449612403,0,0,0.387596899224806,0.387596899224806,0.387596899224806,0.775193798449612,10.077519379845,29.0697674418605,36.046511627907,6.58914728682171,1.93798449612403,5.03875968992248,5.42635658914729,1.55038759689922,0.387596899224806
"E00021208",299,26,17,5,13,5,8,8,47,42,72,35,4,7,8,1,1,29.7090301003344,27,8.69565217391304,5.68561872909699,1.67224080267559,4.34782608695652,1.67224080267559,2.67558528428094,2.67558528428094,15.7190635451505,14.0468227424749,24.0802675585284,11.7056856187291,1.33779264214047,2.34113712374582,2.67558528428094,0.334448160535117,0.334448160535117
"E00021209",246,26,12,7,12,5,6,8,30,43,54,24,5,9,4,0,1,28.349593495935,27,10.5691056910569,4.8780487804878,2.84552845528455,4.8780487804878,2.03252032520325,2.4390243902439,3.2520325203252,12.1951219512195,17.479674796748,21.9512195121951,9.75609756097561,2.03252032520325,3.65853658536585,1.6260162601626,0,0.40650406504065
"E00021210",289,20,11,4,20,2,12,12,54,41,49,44,3,9,5,2,1,29.4878892733564,26,6.9204152249135,3.80622837370242,1.3840830449827,6.9204152249135,0.69204152249135,4.1522491349481,4.1522491349481,18.6851211072664,14.1868512110727,16.9550173010381,15.2249134948097,1.03806228373702,3.11418685121107,1.73010380622837,0.69204152249135,0.346020761245675
"E00021211",372,32,15,9,12,2,5,6,51,70,110,38,7,13,2,0,0,29.502688172043,28,8.60215053763441,4.03225806451613,2.41935483870968,3.2258064516129,0.537634408602151,1.34408602150538,1.61290322580645,13.7096774193548,18.8172043010753,29.5698924731183,10.2150537634409,1.88172043010753,3.49462365591398,0.537634408602151,0,0
"E00021212",270,21,9,9,22,3,11,11,42,28,66,29,4,12,3,0,0,28.4814814814815,25,7.77777777777778,3.33333333333333,3.33333333333333,8.14814814814815,1.11111111111111,4.07407407407407,4.07407407407407,15.5555555555556,10.3703703703704,24.4444444444444,10.7407407407407,1.48148148148148,4.44444444444444,1.11111111111111,0,0
"E00021213",415,42,20,14,23,4,11,15,48,71,96,29,11,17,14,0,0,28.9759036144578,27,10.1204819277108,4.81927710843374,3.37349397590361,5.54216867469879,0.963855421686747,2.65060240963855,3.6144578313253,11.566265060241,17.1084337349398,23.1325301204819,6.98795180722892,2.65060240963855,4.09638554216868,3.37349397590361,0,0
"E00021214",511,37,16,13,30,7,18,16,108,71,112,48,5,16,11,2,1,28.6164383561644,25,7.24070450097847,3.13111545988258,2.5440313111546,5.87084148727984,1.36986301369863,3.52250489236791,3.13111545988258,21.1350293542074,13.894324853229,21.9178082191781,9.39334637964775,0.978473581213307,3.13111545988258,2.15264187866928,0.391389432485323,0.195694716242661
"E00021215",454,11,7,2,3,2,9,62,117,83,97,41,10,4,6,0,0,29.1497797356828,25,2.42290748898678,1.54185022026432,0.440528634361234,0.66079295154185,0.440528634361234,1.98237885462555,13.6563876651982,25.7709251101322,18.2819383259912,21.3656387665198,9.03083700440529,2.20264317180617,0.881057268722467,1.3215859030837,0,0
"E00021216",326,18,17,8,15,3,6,10,41,47,96,44,10,6,3,1,1,31.0460122699387,29,5.52147239263804,5.21472392638037,2.45398773006135,4.60122699386503,0.920245398773006,1.84049079754601,3.06748466257669,12.5766871165644,14.4171779141104,29.4478527607362,13.4969325153374,3.06748466257669,1.84049079754601,0.920245398773006,0.306748466257669,0.306748466257669
"E00021217",524,34,23,13,22,0,12,44,141,65,110,38,8,8,6,0,0,26.3301526717557,23,6.48854961832061,4.38931297709924,2.48091603053435,4.19847328244275,0,2.29007633587786,8.3969465648855,26.9083969465649,12.4045801526718,20.9923664122137,7.25190839694656,1.52671755725191,1.52671755725191,1.14503816793893,0,0
"E00021218",491,40,18,6,15,3,5,9,50,66,180,64,10,15,7,2,1,32.5865580448065,32,8.14663951120163,3.66598778004073,1.22199592668024,3.05498981670061,0.610997963340122,1.0183299389002,1.83299389002037,10.183299389002,13.4419551934827,36.6598778004073,13.0346232179226,2.03665987780041,3.05498981670061,1.42566191446029,0.407331975560081,0.203665987780041
"E00021219",250,18,5,3,10,1,5,1,19,19,66,40,19,25,16,3,0,40.404,38,7.2,2,1.2,4,0.4,2,0.4,7.6,7.6,26.4,16,7.6,10,6.4,1.2,0
"E00021220",348,33,9,4,7,0,2,1,36,62,147,30,5,4,7,1,0,30.301724137931,30,9.48275862068965,2.58620689655172,1.14942528735632,2.01149425287356,0,0.574712643678161,0.28735632183908,10.3448275862069,17.816091954023,42.2413793103448,8.62068965517241,1.4367816091954,1.14942528735632,2.01149425287356,0.28735632183908,0
"E00021223",388,14,4,10,2,3,5,5,40,88,162,45,4,4,2,0,0,31.659793814433,31,3.60824742268041,1.03092783505155,2.57731958762887,0.515463917525773,0.77319587628866,1.28865979381443,1.28865979381443,10.3092783505155,22.680412371134,41.7525773195876,11.5979381443299,1.03092783505155,1.03092783505155,0.515463917525773,0,0
"E00021224",409,23,16,6,21,3,3,8,40,72,124,44,18,20,10,1,0,33.119804400978,30,5.62347188264059,3.9119804400978,1.46699266503667,5.13447432762836,0.733496332518337,0.733496332518337,1.9559902200489,9.7799511002445,17.6039119804401,30.3178484107579,10.7579462102689,4.40097799511002,4.88997555012225,2.44498777506112,0.244498777506112,0
